GOLDPOS	SID	TID	TOKEN	POS1	POS2
_	30	17	/	$(	$(
_	30	18	oder	KON	KON
_	30	19	zum	APPRART	APPRART
ADV	30	20	Wenigsten	PIAT	NN
PIAT	30	21	ein	ART	ART
NN	30	22	Gliedmaß	NE	NN
_	30	23	mehr	ADV	ADV
VVPP	30	24	beschwert	VVFIN	VVPP
_	30	25	würde	VAFIN	VAFIN
_	30	26	/	$(	$(
KOKOM	30	27	dann	ADV	ADV
_	30	28	die	ART	ART
PIS	30	29	anderen	ADJA	PIS
_	30	30	.	$.	$.
FM	31	1	item	NN	ADV
KOUS	31	2	wann	PWAV	PWAV
_	31	3	der	ART	ART
_	31	4	Leib	NN	NN
ADV	31	5	inwendig	ADJD	ADJD
_	31	6	heiß	ADJD	ADJD
_	31	7	ist	VAFIN	VAFIN
_	31	8	/	$(	$(
_	31	9	und	KON	KON
ADV	31	10	auswendig	ADJD	ADV
_	31	11	kalt	ADJD	ADJD
_	31	12	.	$.	$.
FM	32	1	item	NN	ADV
KOUS	32	2	so	ADV	ADV
_	32	3	ihm	PPER	PPER
_	32	4	der	ART	ART
_	32	5	Kopf	NN	NN
_	32	6	schwer	ADJD	ADJD
_	32	7	würde	VAFIN	VAFIN
ADV	32	8	plötzlich	ADJD	ADJD
_	32	9	/	$(	$(
KOUS	32	10	so	ADV	ADV
_	32	11	ihm	PPER	PPER
_	32	12	die	ART	ART
_	32	13	Lust	NN	NN
_	32	14	zum	APPRART	APPRART
NN	32	15	Essen	VVINF	NN
_	32	16	vergangen	VVPP	VVPP
VAFIN	32	17	wäre	PWS	VAFIN
_	32	18	/	$(	$(
KOUS	32	19	so	ADV	ADV
_	32	20	ihn	PPER	PPER
_	32	21	heftiger	ADJA	ADJA
_	32	22	Durst	NN	NN
_	32	23	bald	ADV	ADV
_	32	24	plagt	VVFIN	VVFIN
_	32	25	/	$(	$(
KOUS	32	26	so	ADV	ADV
_	32	27	ihm	PPER	PPER
_	32	28	der	ART	ART
NN	32	29	Puls	NE	NN
_	32	30	klein	ADJD	ADJD
_	32	31	/	$(	$(
_	32	32	öfter	ADV	ADV
_	32	33	und	KON	KON
_	32	34	tief	ADJD	ADJD
_	32	35	ist	VAFIN	VAFIN
_	32	36	/	$(	$(
_	32	37	vor	APPR	APPR
_	32	38	allem	PIS	PIS
_	32	39	soll	VMFIN	VMFIN
_	32	40	man	PIS	PIS
NN	32	41	Achtung	NE	NN
_	32	42	haben	VAFIN	VAFIN
_	32	43	/	$(	$(
KOUS	32	44	so	ADV	ADV
_	32	45	ein	ART	ART
NN	32	46	Wehtag	NE	NN
_	32	47	wäre	VAFIN	VAFIN
_	32	48	an	APPR	APPR
_	32	49	dem	ART	ART
_	32	50	Hals	NN	NN
_	32	51	/	$(	$(
_	32	52	oder	KON	KON
_	32	53	bei	APPR	APPR
_	32	54	den	ART	ART
NN	32	55	Armen	ADJA	NN
_	32	56	/	$(	$(
_	32	57	oder	KON	KON
_	32	58	bei	APPR	APPR
_	32	59	dem	ART	ART
_	32	60	Schoß	NN	NN
_	32	61	und	KON	KON
NN	32	62	Beinen	VVINF	NN
_	32	63	.	$.	$.
KOUS	33	1	so	ADV	ADV
_	33	2	nun	ADV	ADV
_	33	3	solche	PIAT	PIAT
_	33	4	Zeichen	NN	NN
_	33	5	zum	APPRART	APPRART
_	33	6	Teil	NN	NN
VVFIN	33	7	erscheinen	VVINF	VVINF
_	33	8	/	$(	$(
_	33	9	soll	VMFIN	VMFIN
_	33	10	man	PIS	PIS
_	33	11	nicht	PTKNEG	PTKNEG
VVINF	33	12	zweifeln	VVFIN	VVINF
_	33	13	/	$(	$(
KOUS	33	14	das	ART	PRELS
_	33	15	ihn	PPER	PPER
_	33	16	die	ART	ART
_	33	17	Gift	NN	NN
_	33	18	schon	ADV	ADV
_	33	19	begriffen	VVPP	VVPP
_	33	20	hat	VAFIN	VAFIN
_	33	21	.	$.	$.
PAV	34	1	darzu	PAV	ADV
_	34	2	muss	VMFIN	VMFIN
_	34	3	man	PIS	PIS
_	34	4	bald	ADV	ADV
_	34	5	zur	APPRART	APPRART
NN	34	6	Ader	VVIMP	NN
_	34	7	lassen	VVINF	VVINF
_	34	8	/	$(	$(
_	34	9	und	KON	KON
_	34	10	in	APPR	APPR
PDS	34	11	Demselbigen	PDAT	NN
_	34	12	nicht	PTKNEG	PTKNEG
VVINF	34	13	irren	ADJA	VVINF
_	34	14	/	$(	$(
PRELS	34	15	welches	PRELS	PWS
_	34	16	nicht	PTKNEG	PTKNEG
_	34	17	ohne	APPR	APPR
_	34	18	merklichen	ADJA	ADJA
NN	34	19	Schaden	VVINF	NN
_	34	20	abgehen	VVINF	VVINF
_	34	21	würde	VAFIN	VAFIN
_	34	22	.	$.	$.
PAV	35	1	derhalben	PAV	NN
_	35	2	sollen	VMFIN	VMFIN
_	35	3	die	ART	ART
NN	35	4	Barbiere	NE	NN
_	35	5	aufmerken	VVINF	VVINF
_	35	6	und	KON	KON
_	35	7	nicht	PTKNEG	PTKNEG
ADjD	35	8	törlich	ADJD	ADJD
_	35	9	eine	ART	ART
ADJA	35	10	itzliche	NE	ADJA
NN	35	11	Ader	VVINF	NN
VVINF	35	12	schlagen	VVFIN	VVINF
_	35	13	.	$.	$.
_	36	1	es	PPER	PPER
_	36	2	ist	VAFIN	VAFIN
_	36	3	wohl	ADV	ADV
_	36	4	zu	PTKZU	PTKZU
_	36	5	merken	VVINF	VVINF
KOUS	36	6	dass	ART	KOUS
_	36	7	die	ART	ART
_	36	8	Gift	NN	NN
ADV	36	9	sonderlich	ADJD	ADJD
_	36	10	drei	CARD	CARD
NN	36	11	Gliedmaßen	NE	NN
_	36	12	begreife	VVFIN	VVFIN
_	36	13	/	$(	$(
ADV	36	14	als	KOKOM	KOKOM
_	36	15	das	ART	ART
_	36	16	Gehirn	NN	NN
_	36	17	/	$(	$(
_	36	18	das	ART	ART
_	36	19	Herz	NN	NN
_	36	20	/	$(	$(
_	36	21	und	KON	KON
_	36	22	die	ART	ART
NN	36	23	Leber	VVFIN	NN
_	36	24	/	$(	$(
KON	36	25	doch	ADV	KON
_	36	26	muss	VMFIN	VMFIN
_	36	27	allezeit	ADV	ADV
_	36	28	das	ART	ART
_	36	29	Herz	NN	NN
_	36	30	mit	APPR	APPR
_	36	31	Not	NN	NN
_	36	32	leiden	VVINF	VVINF
_	36	33	/	$(	$(
KON	36	34	dann	ADV	ADV
_	36	35	die	ART	ART
_	36	36	Gift	NN	NN
_	36	37	dringt	VVFIN	VVFIN
ADJD	36	38	mächtig	ADJD	ADJD
_	36	39	nach	APPR	APPR
_	36	40	dem	ART	ART
_	36	41	Herzen	NN	NN
_	36	42	/	$(	$(
PAV	36	43	derhalben	PAV	NN
VVFIN	36	44	schlagen	NE	VVFIN
_	36	45	die	ART	ART
NN	36	46	Blattern	ADJA	NN
_	36	47	und	KON	KON
NN	36	48	Beulen	VVINF	NN
ADV	36	49	gemeiniglich	ADV	ADJD
PTKVZ	36	50	aus	APPR	PTKVZ
_	36	51	/	$(	$(
KOUS	36	52	so	ADV	ADV
_	36	53	es	PPER	PPER
_	36	54	im	APPRART	APPRART
_	36	55	Gehirn	NN	NN
_	36	56	ist	VAFIN	VAFIN
_	36	57	/	$(	$(
_	36	58	um	APPR	APPR
_	36	59	den	ART	ART
_	36	60	Kopf	NN	NN
_	36	61	und	KON	KON
_	36	62	Hals	NN	NN
_	36	63	/	$(	$(
KOUS	36	64	so	ADV	ADV
_	36	65	die	ART	ART
_	36	66	Gift	NN	NN
_	36	67	im	APPRART	APPRART
_	36	68	Herzen	NN	NN
_	36	69	ist	VAFIN	VAFIN
_	36	70	/	$(	$(
_	36	71	so	ADV	ADV
VVFIN	36	72	erscheinen	VVINF	VVFIN
_	36	73	sie	PPER	PPER
_	36	74	an	APPR	APPR
_	36	75	dem	ART	ART
NN	36	76	Arm	ADJD	NN
_	36	77	/	$(	$(
_	36	78	und	KON	KON
ADV	36	79	sonderlich	ADJD	ADJD
_	36	80	unter	APPR	APPR
_	36	81	dem	ART	ART
NN	36	82	Achsel	NE	NN
_	36	83	/	$(	$(
KOUS	36	84	so	ADV	ADV
PDS	36	85	die	ART	ART
_	36	86	in	APPR	APPR
_	36	87	der	ART	ART
NN	36	88	Leber	VVFIN	NN
_	36	89	ist	VAFIN	VAFIN
_	36	90	/	$(	$(
_	36	91	so	ADV	ADV
VVFIN	36	92	sieht	NN	VVFIN
_	36	93	man	PIS	PIS
_	36	94	die	ART	ART
NN	36	95	Apostemata	NE	NN
_	36	96	bei	APPR	APPR
_	36	97	dem	ART	ART
NN	36	98	Gemächt	VVPP	NN
_	36	99	/	$(	$(
_	36	100	und	KON	KON
NN	36	101	Beinen	VVINF	NN
_	36	102	/	$(	$(
_	36	103	und	KON	KON
_	36	104	ja	ADV	ADV
_	36	105	die	ART	ART
NN	36	106	Geschwüre	NE	NN
ADJD	36	107	heftiger	ADJA	ADJD
_	36	108	und	KON	KON
_	36	109	weiter	ADV	ADV
_	36	110	von	APPR	APPR
_	36	111	den	ART	ART
_	36	112	drei	CARD	CARD
_	36	113	vornehmlichen	ADJA	ADJA
NN	36	114	Gliedmaßen	NE	NN
_	36	115	getrieben	VVPP	VVPP
VAFIN	36	116	werden	VAINF	VAINF
_	36	117	/	$(	$(
_	36	118	ja	ADV	ADV
_	36	119	die	ART	ART
_	36	120	Kraft	NN	NN
PDS	36	121	derselbigen	PDAT	ADJA
PTKA	36	122	noch	ADV	ADV
_	36	123	stärker	ADJD	ADJD
_	36	124	ist	VAFIN	VAFIN
_	36	125	/	$(	$(
_	36	126	und	KON	KON
_	36	127	ist	VAFIN	VAFIN
_	36	128	ein	ART	ART
ADJA	36	129	gutes	ADJD	ADJA
_	36	130	Zeichen	NN	NN
KOUS	36	131	dass	ART	KOUS
_	36	132	die	ART	ART
_	36	133	Natur	NN	NN
_	36	134	noch	ADV	ADV
_	36	135	kräftig	ADJD	ADJD
_	36	136	ist	VAFIN	VAFIN
_	36	137	.	$.	$.
_	37	1	wiederum	ADV	ADV
_	37	2	ist	VAFIN	VAFIN
_	37	3	sie	PPER	PPER
_	37	4	schwach	ADJD	ADJD
_	37	5	/	$(	$(
KOUS	37	6	so	ADV	ADV
_	37	7	sie	PPER	PPER
_	37	8	nicht	PTKNEG	PTKNEG
ADJD	37	9	gewaltig	ADJD	ADJD
_	37	10	austreibt	VVFIN	VVFIN
_	37	11	/	$(	$(
_	37	12	sondern	KON	KON
_	37	13	allein	ADV	ADV
ADJA	37	14	denselbigen	PDAT	ADJA
_	37	15	/	$(	$(
_	37	16	oder	KON	KON
_	37	17	den	ART	ART
_	37	18	nächsten	ADJA	ADJA
_	37	19	Ort	NN	NN
VVFIN	37	20	beschwert	VVINF	VVFIN
_	37	21	.	$.	$.
_	38	1	so	ADV	ADV
_	38	2	muss	VMFIN	VMFIN
_	38	3	nun	ADV	ADV
_	38	4	ein	ART	ART
NN	38	5	Barbier	NE	NN
_	38	6	alle	PIAT	PIAT
_	38	7	Zeit	NN	NN
_	38	8	auf	APPR	APPR
_	38	9	der	ART	ART
_	38	10	Seite	NN	NN
_	38	11	die	ART	ART
NN	38	12	Adern	VVINF	NN
VVINF	38	13	schlagen	VVFIN	VVINF
_	38	14	/	$(	$(
_	38	15	in	APPR	APPR
PRELS	38	16	welcher	PWAT	PIS
_	38	17	das	ART	ART
_	38	18	Geschwür	NN	NN
_	38	19	/	$(	$(
_	38	20	oder	KON	KON
_	38	21	die	ART	ART
_	38	22	Beschwernis	NN	NN
_	38	23	ist	VAFIN	VAFIN
_	38	24	.	$.	$.
KOUS	39	1	so	ADV	ADV
PDS	39	2	dieselbigen	PDAT	ADJA
_	39	3	sind	VAFIN	VAFIN
_	39	4	an	APPR	APPR
_	39	5	dem	ART	ART
_	39	6	Hals	NN	NN
_	39	7	oder	KON	KON
_	39	8	am	APPRART	APPRART
_	39	9	Haupt	NN	NN
_	39	10	/	$(	$(
_	39	11	soll	VMFIN	VMFIN
_	39	12	man	PIS	PIS
_	39	13	die	ART	ART
_	39	14	Hauptadern	NN	NN
_	39	15	lassen	VVINF	VVINF
VVINF	39	16	schlagen	NE	VVFIN
_	39	17	auf	APPR	APPR
ADJA	39	18	derselbigen	ADJA	ADJA
_	39	19	Seite	NN	NN
_	39	20	/	$(	$(
_	39	21	und	KON	KON
_	39	22	ziemlich	ADV	ADV
_	39	23	wohl	ADV	ADV
_	39	24	lassen	VVINF	VVINF
VVINF	39	25	laufen	VVFIN	VVINF
_	39	26	/	$(	$(
KOUS	39	27	so	ADV	ADV
_	39	28	sie	PPER	PPER
_	39	29	an	APPR	APPR
_	39	30	dem	ART	ART
NN	39	31	Arm	ADJD	NN
_	39	32	oder	KON	KON
ADV	39	33	hart	ADJD	ADJD
_	39	34	dabei	PAV	PAV
VVFIN	39	35	erscheinen	VVINF	VVINF
_	39	36	/	$(	$(
_	39	37	soll	VMFIN	VMFIN
_	39	38	die	ART	ART
NN	39	39	Basilica	NE	NN
_	39	40	geschlagen	VVPP	VVPP
_	39	41	werden	VAINF	VAINF
_	39	42	/	$(	$(
_	39	43	auch	ADV	ADV
_	39	44	auf	APPR	APPR
ADJA	39	45	derselbigen	ART	ADJA
_	39	46	Seite	NN	NN
_	39	47	/	$(	$(
_	39	48	und	KON	KON
KOUS	39	49	so	ADV	ADV
_	39	50	man	PIS	PIS
PDS	39	51	die	ART	PDS
_	39	52	nicht	PTKNEG	PTKNEG
_	39	53	finden	VVINF	VVINF
VMFIN	39	54	könnte	VVFIN	VMFIN
_	39	55	/	$(	$(
_	39	56	so	ADV	ADV
VVFIN	39	57	nehme	ART	VVFIN
_	39	58	man	PIS	PIS
ADV	39	59	daselbst	NE	ADV
_	39	60	die	ART	ART
NN	39	61	Median	ADJD	NN
_	39	62	.	$.	$.
KOUS	40	1	so	ADV	ADV
_	40	2	die	ART	ART
NN	40	3	Apostemata	NE	NN
VAFIN	40	4	sein	VAINF	VAINF
_	40	5	bei	APPR	APPR
_	40	6	dem	ART	ART
_	40	7	Schoß	NN	NN
_	40	8	/	$(	$(
_	40	9	soll	VMFIN	VMFIN
_	40	10	die	ART	ART
NN	40	11	Ader	VVIMP	NN
PRELS	40	12	welche	PWAT	PRELS
_	40	13	man	PIS	PIS
_	40	14	nennt	VVFIN	VVFIN
_	40	15	die	ART	ART
_	40	16	Frauenader	NN	NN
_	40	17	/	$(	$(
_	40	18	geschlagen	VVPP	VVPP
_	40	19	werden	VAINF	VAINF
_	40	20	.	$.	$.
PDS	41	1	dasselbige	PDS	NN
_	41	2	wird	VAFIN	VAFIN
_	41	3	man	PIS	PIS
_	41	4	halten	VVINF	VVINF
_	41	5	/	$(	$(
KOUS	41	6	so	ADV	ADV
_	41	7	allein	ADV	ADV
_	41	8	eine	ART	ART
_	41	9	Beschwernis	NN	NN
_	41	10	in	APPR	APPR
_	41	11	dem	ART	ART
ADV	41	12	vor	APPR	APPR
_	41	13	angezeigten	ADJA	ADJA
NN	41	14	Gliedmaß	NE	NN
_	41	15	gefühlt	VVPP	VVPP
_	41	16	würde	VAFIN	VAFIN
_	41	17	.	$.	$.
KOUS	42	1	so	ADV	ADV
PIS	42	2	etwas	PIS	ADV
_	42	3	an	APPR	APPR
_	42	4	der	ART	ART
_	42	5	Hüfte	NN	NN
_	42	6	aufgefahren	VVPP	VVPP
_	42	7	wäre	VAFIN	VAFIN
_	42	8	/	$(	$(
_	42	9	soll	VMFIN	VMFIN
_	42	10	man	PIS	PIS
VVINF	42	11	schlagen	NE	VVFIN
_	42	12	die	ART	ART
NN	42	13	Sciatica	NE	NE
_	42	14	/	$(	$(
_	42	15	oder	KON	KON
PRELS	42	16	welche	PWAT	PRELS
_	42	17	leitet	VVFIN	VVFIN
_	42	18	zwischen	APPR	APPR
_	42	19	den	ART	ART
_	42	20	kleinsten	ADJA	ADJA
NN	42	21	Zehen	CARD	NN
_	42	22	/	$(	$(
_	42	23	und	KON	KON
_	42	24	ihren	PPOSAT	PPOSAT
ADJA	42	25	nächsten	VVINF	ADJA
_	42	26	.	$.	$.
KOUS	43	1	so	ADV	ADV
_	43	2	aber	ADV	ADV
_	43	3	der	ART	ART
_	43	4	Mensch	NN	NN
_	43	5	durch	APPR	APPR
_	43	6	Ursachen	NN	NN
_	43	7	nicht	PTKNEG	PTKNEG
VMFIN	43	8	könnte	VVFIN	VMFIN
_	43	9	die	ART	ART
NN	43	10	Ader	VVIMP	NN
_	43	11	lassen	VVINF	VVINF
VVINF	43	12	schlagen	VVFIN	VVINF
_	43	13	/	$(	$(
_	43	14	so	ADV	ADV
VVFIN	43	15	lass	VVFIN	ADJD
_	43	16	er	PPER	PPER
_	43	17	auf	APPR	APPR
_	43	18	den	ART	ART
NN	43	19	Orten	VVINF	NN
_	43	20	die	ART	ART
_	43	21	Köpfe	NN	NN
VVINF	43	22	hinsetzen	PTKVZ	VVINF
_	43	23	/	$(	$(
_	43	24	und	KON	KON
_	43	25	lasse	VVFIN	VVFIN
_	43	26	sie	PPER	PPER
_	43	27	wohl	ADV	ADV
_	43	28	hauen	VVINF	VVINF
_	43	29	/	$(	$(
_	43	30	und	KON	KON
_	43	31	das	ART	ART
_	43	32	Blut	NN	NN
_	43	33	daraus	PAV	PAV
VVINF	43	34	laufen	VVFIN	VVINF
_	43	35	.	$.	$.
_	44	1	zum	APPRART	APPRART
ADV	44	2	Anderen	ADJA	PIS
_	44	3	nach	APPR	APPR
_	44	4	dem	ART	ART
NN	44	5	Aderschlagen	VVIMP	NN
_	44	6	/	$(	$(
_	44	7	soll	VMFIN	VMFIN
_	44	8	man	PIS	PIS
_	44	9	den	ART	ART
_	44	10	Kranken	NN	NN
APPR	44	11	zu	PTKZU	APPR
_	44	12	dem	ART	ART
_	44	13	Schweiß	NN	NN
_	44	14	bringen	VVINF	VVINF
_	44	15	/	$(	$(
_	44	16	und	KON	KON
_	44	17	die	ART	ART
_	44	18	Gift	NN	NN
_	44	19	austreiben	VVINF	VVINF
_	44	20	/	$(	$(
_	44	21	mit	APPR	APPR
PIAT	44	22	etlichen	ADJA	PIAT
_	44	23	Arzneien	NN	NN
_	44	24	/	$(	$(
_	44	25	der	ART	ART
_	44	26	sonst	ADV	ADV
_	44	27	viel	ADV	ADV
VVPP	44	28	gezählt	NN	VVPP
_	44	29	möchten	VMFIN	VMFIN
_	44	30	werden	VAINF	VAINF
_	44	31	.	$.	$.
_	45	1	aber	KON	KON
_	45	2	ich	PPER	PPER
_	45	3	halte	VVFIN	VVFIN
_	45	4	das	ART	ART
_	45	5	Latwerge	NN	NN
_	45	6	von	APPR	APPR
_	45	7	dem	ART	ART
NN	45	8	Ei	NE	NN
PRELS	45	9	welches	PRELS	PIS
_	45	10	in	APPR	APPR
_	45	11	diesem	PDAT	PDAT
_	45	12	Fall	NN	NN
_	45	13	der	ART	ART
_	45	14	Reiser	NN	NN
_	45	15	Maximilianus	NE	NE
ADV	45	16	fleißiglich	ADJD	ADJD
_	45	17	gebraucht	VVPP	VVPP
_	45	18	hat	VAFIN	VAFIN
_	45	19	/	$(	$(
PDS	45	20	dasselbige	PDS	NN
_	45	21	ist	VAFIN	VAFIN
_	45	22	leicht	ADJD	ADJD
_	45	23	zu	PTKZU	PTKZU
_	45	24	machen	VVINF	VVINF
_	45	25	/	$(	$(
_	45	26	und	KON	KON
_	45	27	hat	VAFIN	VAFIN
_	45	28	rechtschaffene	ADJA	ADJA
_	45	29	Arznei	NN	NN
_	45	30	/	$(	$(
PRELS	45	31	welche	PWAT	PRELS
_	45	32	in	APPR	APPR
_	45	33	dieser	PDAT	PDAT
_	45	34	Sache	NN	NN
_	45	35	viel	ADV	ADV
VVFIN	45	36	tun	VVINF	VVINF
_	45	37	/	$(	$(
_	45	38	ohne	APPR	APPR
PRELS	45	39	was	PWS	PIS
_	45	40	die	ART	ART
_	45	41	Erfahrung	NN	NN
_	45	42	in	APPR	APPR
PDS	45	43	dem	ART	PDS
_	45	44	getan	VVPP	VVPP
_	45	45	hat	VAFIN	VAFIN
_	45	46	.	$.	$.
PAV	46	1	davon	ADV	PAV
_	46	2	soll	VMFIN	VMFIN
_	46	3	man	PIS	PIS
VVINF	46	4	geben	VVINF	VVFIN
_	46	5	die	ART	ART
_	46	6	eines	ART	ART
_	46	7	ziemlichen	ADJA	ADJA
NN	46	8	Alters	ADV	NN
VAFIN	46	9	sein	VAINF	VAFIN
_	46	10	bei	APPR	APPR
_	46	11	einem	ART	ART
NN	46	12	Quint	NE	NN
_	46	13	mit	APPR	APPR
TRUNC	46	14	Endivien-	NN	TRUNC
_	46	15	oder	KON	KON
NN	46	16	Skabiosenwasser	NE	NN
VVINF	46	17	trinken	VVFIN	VVINF
_	46	18	/	$(	$(
PDAT	46	19	derselbige	ART	ADJA
NN	46	20	Trank	VVFIN	NN
_	46	21	ist	VAFIN	VAFIN
_	46	22	auch	ADV	ADV
_	46	23	gut	ADJD	ADJD
_	46	24	/	$(	$(
KOUS	46	25	so	ADV	ADV
_	46	26	man	PIS	PIS
_	46	27	sich	PRF	PRF
_	46	28	bewahren	VVINF	VVINF
_	46	29	wollte	VMFIN	VMFIN
_	46	30	vor	APPR	APPR
_	46	31	der	ART	ART
_	46	32	Pestilenz	NN	NN
_	46	33	/	$(	$(
KOUS	46	34	wie	KOKOM	KOKOM
_	46	35	zuvor	ADV	ADV
_	46	36	angezeigt	VVPP	VVPP
_	46	37	ist	VAFIN	VAFIN
_	46	38	worden	VAPP	VAPP
_	46	39	.	$.	$.
PDS	47	1	die	ART	PDS
_	47	2	aber	ADV	ADV
_	47	3	noch	ADV	ADV
PTKA	47	4	sehr	NE	ADV
_	47	5	jung	ADJD	ADJD
VAFIN	47	6	sein	VAINF	VAINF
_	47	7	/	$(	$(
_	47	8	sollen	VMFIN	VMFIN
_	47	9	allein	ADV	ADV
_	47	10	zwei	CARD	CARD
_	47	11	Skrupel	NN	NN
_	47	12	nehmen	VVINF	VVINF
_	47	13	/	$(	$(
_	47	14	mit	APPR	APPR
_	47	15	den	ART	ART
_	47	16	vorigen	ADJA	ADJA
NN	47	17	Wassern	VVINF	NN
_	47	18	.	$.	$.
FM	48	1	item	FM	ADV
PDS	48	2	das	FM	PDS
VAFIN	48	3	ist	FM	VAFIN
ADV	48	4	auch	FM	ADV
ADJD	48	5	dienstlich	FM	ADJD
PAV	48	6	darzu	FM	ADV
_	48	7	/	$(	$(
PRELS	48	8	welches	FM	PWS
VMFIN	48	9	muss	FM	VMFIN
APPR	48	10	in	FM	APPR
ART	48	11	der	FM	ART
NN	48	12	Apotheke	FM	NN
ADJD	48	13	fertig	FM	ADJD
VVPP	48	14	gemacht	FM	VVPP
VAINF	48	15	werden	VVINF	VAINF
_	48	16	.	$.	$.
FM	48	17	R.	FM	NE
FM	48	18	diacroci	FM	NE
FM	48	19	scriptula	FM	NE
FM	48	20	duo	FM	NE
_	48	21	,	$,	$,
FM	48	22	theriacæ	FM	NE
FM	48	23	optimæ	FM	ADJA
FM	48	24	scriptulum	FM	NN
CARD	48	25	1.	FM	ADJA
FM	48	26	in	FM	APPR
FM	48	27	aqua	FM	NE
FM	48	28	acetose	FM	NE
FM	48	29	dissojuantur	FM	NN
_	48	30	,	$,	$,
KON	48	31	&	$(	KON
FM	48	32	fiat	FM	ADJA
FM	48	33	potio	FM	NE
_	48	34	.	$.	$.
PAV	49	1	darzu	PAV	ADV
_	49	2	ist	VAFIN	VAFIN
_	49	3	auch	ADV	ADV
_	49	4	gut	ADJD	ADJD
_	49	5	die	ART	ART
_	49	6	Latwerge	NN	NN
_	49	7	/	$(	$(
PRELS	49	8	welche	PWAT	PRELS
_	49	9	genannt	VVPP	VVPP
_	49	10	wird	VAFIN	VAFIN
_	49	11	in	APPR	APPR
_	49	12	den	ART	ART
_	49	13	Apotheken	NN	NN
FM	49	14	de	NE	NE
FM	49	15	nucibus	NE	NN
_	49	16	,	$,	$,
_	49	17	und	KON	KON
PDS	49	18	dieselbige[12]	ART	ADJA
_	49	19	mag	VMFIN	VMFIN
_	49	20	man	PIS	PIS
_	49	21	im	APPRART	APPRART
NN	49	22	Pulver	VVIMP	NN
VVINF	49	23	gebrauchen	VVINF	VVFIN
_	49	24	mit	APPR	APPR
_	49	25	einem	ART	ART
_	49	26	starken	ADJA	ADJA
_	49	27	Wein	NN	NN
_	49	28	/	$(	$(
_	49	29	doch	ADV	ADV
_	49	30	laulich	ADJD	ADJD
_	49	31	warm	ADJD	ADJD
_	49	32	.	$.	$.
PPER	50	1	es	FM	PPER
VAFIN	50	2	ist	FM	VAFIN
ADV	50	3	auch	FM	ADV
ART	50	4	ein	FM	ART
NN	50	5	Pulver	FM	NN
APPR	50	6	in	FM	APPR
PDAT	50	7	dieser	FM	PDAT
NN	50	8	Sache	FM	NN
PTKA	50	9	sehr	FM	ADV
ADJD	50	10	dienstlich	FM	ADJD
_	50	11	/	$(	$(
PRELS	50	12	welches	FM	PRELS
ART	50	13	ein	FM	ART
PIS	50	14	jeder	FM	PIS
PRF	50	15	ihm	FM	PPER
VMFIN	50	16	mag	FM	VMFIN
VVINF	50	17	lassen	FM	VVINF
VVINF	50	18	bereiten	FM	VVFIN
APPR	50	19	in	FM	APPR
ART	50	20	der	FM	ART
_	50	21	Apoteke	NN	NN
_	50	22	.	$.	$.
FM	50	23	R.	FM	NE
FM	50	24	radicum	FM	NN
FM	50	25	dictamni	FM	NE
FM	50	26	ueri	FM	NE
FM	50	27	tormentillæ	FM	NE
FM	50	28	ana	FM	NE
XY	50	29	℥.	FM	ADJA
CARD	50	30	1.	FM	ADJA
FM	50	31	santalorum	FM	ADJA
FM	50	32	rubeorum	FM	ADJA
FM	50	33	boli	FM	NE
FM	50	34	armeniæ	FM	NE
FM	50	35	præparatæ	FM	ADJA
FM	50	36	terra	FM	NE
FM	50	37	Leminæ	FM	NE
_	50	38	,	$,	$,
FM	50	39	quæ	FM	NE
FM	50	40	hodie	FM	NE
FM	50	41	sigillata	FM	NE
FM	50	42	est	FM	ADJA
_	50	43	,	$,	$,
FM	50	44	itidem	FM	ADJA
FM	50	45	præparatæ	FM	ADJA
FM	50	46	ana	FM	NE
FM	50	47	drach	FM	NE
_	50	48	.	$.	$.
FM	51	1	2.	FM	ADJA
FM	51	2	lumbricorum	FM	NN
FM	51	3	lotorum	FM	NN
FM	51	4	optimorum	FM	NN
_	51	5	,	$,	$,
FM	51	6	exiccatorum	FM	NN
_	51	7	,	$,	$,
KON	51	8	&	$(	KON
FM	51	9	puluerisatorum.	FM	NN
FM	51	10	z.	FM	APPRART
FM	51	11	2.	FM	ADJA
FM	51	12	nucis	FM	NE
FM	51	13	uomicæ	FM	NE
FM	51	14	℥.	FM	ADJA
FM	51	15	1.	FM	ADV
FM	51	16	s.	FM	ADV
FM	51	17	theriacæ	FM	NE
FM	51	18	antiquissimæ	FM	NE
FM	51	19	℥.	FM	NN
FM	51	20	s.	FM	ADV
FM	51	21	seminis	FM	NE
FM	51	22	acetosæ	FM	NE
XY	51	23	z.	FM	APPRART
XY	51	24	iij	FM	NE
_	51	25	.	$.	$.
FM	52	1	Hæc	FM	NE
FM	52	2	omnia	FM	NE
FM	52	3	in	FM	APPR
FM	52	4	tenuissimum	FM	NN
FM	52	5	puluisculum	FM	NN
FM	52	6	conterantur	FM	NN
FM	52	7	certis	FM	NE
FM	52	8	rationibus	FM	NN
_	52	9	,	$,	$,
FM	52	10	quas	FM	NE
FM	52	11	pharmacopolæ	FM	NE
FM	52	12	periti	FM	NE
FM	52	13	non	FM	ADJA
FM	52	14	ignorant	FM	ADJD
_	52	15	.	$.	$.
_	53	1	das	ART	ART
NN	53	2	Pulver	VVIMP	NN
_	53	3	mag	VMFIN	VMFIN
_	53	4	man	PIS	PIS
