GOLDPOS	SID	TID	TOKEN	POS1	POS2
_	17	21	vertrüge	VVFIN	VVFIN
_	17	22	/	$(	$(
_	17	23	mit	APPR	APPR
_	17	24	Wermut	NN	NN
_	17	25	/	$(	$(
_	17	26	Wacholderbeeren	NN	NN
_	17	27	/	$(	$(
_	17	28	mit	APPR	APPR
_	17	29	Pech	NN	NN
_	17	30	/	$(	$(
_	17	31	mit	APPR	APPR
NE	17	32	Harz	NE	NN
_	17	33	/	$(	$(
_	17	34	und	KON	KON
_	17	35	lasse	VVFIN	VVFIN
_	17	36	den	ART	ART
_	17	37	Wind	NN	NN
_	17	38	/	$(	$(
_	17	39	wenn	KOUS	KOUS
_	17	40	er	PPER	PPER
_	17	41	stark	ADJD	ADJD
_	17	42	weht	VVFIN	VVFIN
_	17	43	/	$(	$(
_	17	44	wohl	ADV	ADV
_	17	45	durchs	APPRART	APPRART
_	17	46	Haus	NN	NN
_	17	47	gehen	VVINF	VVINF
_	17	48	/	$(	$(
ADV	17	49	sonderlich	ADJD	ADJD
_	17	50	wenn	KOUS	KOUS
_	17	51	der	ART	ART
_	17	52	Nordwind	NN	NN
_	17	53	weht	VVFIN	VVFIN
_	17	54	.	$.	$.
_	18	1	die	ART	ART
_	18	2	Fenster	NN	NN
_	18	3	lasse	VVFIN	VVFIN
_	18	4	nach	APPR	APPR
_	18	5	dem	ART	ART
_	18	6	Räuchern	NN	NN
ADV	18	7	etwas	PIS	ADV
_	18	8	öffnen	VVINF	VVINF
_	18	9	/	$(	$(
KOUS	18	10	damit	PAV	KOUS
_	18	11	der	ART	ART
_	18	12	übrige	ADJA	ADJA
_	18	13	Dunst	NN	NN
_	18	14	und	KON	KON
_	18	15	Dampf	NN	NN
_	18	16	sich	PRF	PRF
_	18	17	verlieren	VVINF	VVINF
_	18	18	möge	VMFIN	VMFIN
_	18	19	.	$.	$.
_	19	1	kann	VMFIN	VMFIN
_	19	2	es	PPER	PPER
_	19	3	der	ART	ART
_	19	4	Hausvater	NN	NN
VAINF	19	5	haben	VAFIN	VAINF
_	19	6	/	$(	$(
_	19	7	so	ADV	ADV
_	19	8	lasse	VVFIN	VVFIN
_	19	9	er	PPER	PPER
_	19	10	fast	ADV	ADV
_	19	11	stets	ADV	ADV
_	19	12	ein	ART	ART
_	19	13	mäßiges	ADJA	ADJA
_	19	14	Feuer	NN	NN
_	19	15	in	APPR	APPR
_	19	16	der	ART	ART
_	19	17	Küche	NN	NN
VVINF	19	18	unterhalten	VVPP	VVINF
_	19	19	/	$(	$(
_	19	20	wobei	PWAV	PWAV
_	19	21	die	ART	ART
_	19	22	Hausgenossen	NN	NN
_	19	23	sich	PRF	PRF
_	19	24	oft	ADV	ADV
VVINF	19	25	befinden	VVFIN	VVINF
_	19	26	mögen	VMFIN	VMFIN
_	19	27	.	$.	$.
_	20	1	und	KON	KON
_	20	2	hüte	VVFIN	VVFIN
_	20	3	sich	PRF	PRF
_	20	4	ja	ADV	ADV
APPR	20	5	zu	PTKZU	APPR
PDAT	20	6	solcher	PIAT	PIAT
ADJA	20	7	betrübten	VVFIN	ADJA
_	20	8	und	KON	KON
_	20	9	gefährlichen	ADJA	ADJA
_	20	10	Zeit	NN	NN
_	20	11	jedermann	PIS	PIS
_	20	12	für	APPR	APPR
NN	20	13	Baden	NN	NE
_	20	14	/	$(	$(
NN	20	15	Purgieren	NE	NN
_	20	16	/	$(	$(
_	20	17	Aderlassen	NN	NN
_	20	18	/	$(	$(
_	20	19	Schröpfen	NN	NN
_	20	20	/	$(	$(
PRELS	20	21	welches	PRELS	PWS
_	20	22	alles	PIS	PIS
_	20	23	zu	PTKZU	PTKZU
_	20	24	unterlassen	VVINF	VVINF
$.	20	25	:	$.	$(
_	20	26	hingegen	ADV	ADV
_	20	27	aber	ADV	ADV
_	20	28	schwitze	VVFIN	VVFIN
PIS	20	29	jedweder	PIAT	PIS
_	20	30	/	$(	$(
PRELS	20	31	der	ART	PRELS
_	20	32	noch	ADV	ADV
_	20	33	gesund	ADJD	ADJD
_	20	34	ist	VAFIN	VAFIN
_	20	35	/	$(	$(
_	20	36	wöchentlich	ADJD	ADJD
_	20	37	ein	ART	ART
_	20	38	Mal	NN	NN
_	20	39	/	$(	$(
_	20	40	oder	KON	KON
_	20	41	zwei	CARD	CARD
_	20	42	Mal	NN	NN
_	20	43	gegen	APPR	APPR
_	20	44	Morgen	NN	NN
_	20	45	/	$(	$(
_	20	46	jedesmal	ADV	ADV
_	20	47	eine	ART	ART
_	20	48	Stunde	NN	NN
_	20	49	lang	ADJD	ADJD
_	20	50	/	$(	$(
_	20	51	brauche	VVFIN	VVFIN
_	20	52	selbigen	ADJA	ADJA
_	20	53	Abend	NN	NN
_	20	54	vorher	ADV	ADV
_	20	55	von	APPR	APPR
_	20	56	der	ART	ART
_	20	57	Pestlatwerge	NN	NN
_	20	58	4.	ADJA	ADJA
_	20	59	oder	KON	KON
_	20	60	5.	ADJA	ADJA
_	20	61	Messerspitzen	NN	NN
_	20	62	auf	APPR	APPR
_	20	63	einmal	ADV	ADV
_	20	64	.	$.	$.
_	21	1	und	KON	KON
_	21	2	dies	PDS	PDS
_	21	3	sei	VAFIN	VAFIN
ADV	21	4	kürzlich	ADV	ADJD
_	21	5	zur	APPRART	APPRART
_	21	6	Verwahrung	NN	NN
_	21	7	vor	APPR	APPR
_	21	8	der	ART	ART
_	21	9	Pest	NN	NN
_	21	10	.	$.	$.
_	22	1	4.	ADJA	ADJA
_	22	2	wenn	KOUS	KOUS
_	22	3	aber	ADV	ADV
_	22	4	und	KON	KON
ADV	22	5	sobald	ADV	KOUS
_	22	7	jemand	PIS	PIS
VVFIN	22	8	vermutet	VVFIN	VVPP
_	22	9	/	$(	$(
_	22	10	dass	KOUS	KOUS
_	22	11	er	PPER	PPER
_	22	12	von	APPR	APPR
_	22	13	der	ART	ART
_	22	14	Pest	NN	NN
_	22	15	angesteckt	VVPP	VVPP
_	22	16	sei	VAFIN	VAFIN
_	22	17	/	$(	$(
_	22	18	und	KON	KON
_	22	19	anfinge	VVFIN	VVFIN
_	22	20	etwa	ADV	ADV
_	22	21	über	APPR	APPR
_	22	22	Hauptweh	NN	NN
_	22	23	/	$(	$(
_	22	24	Frost	NN	NN
_	22	25	oder	KON	KON
_	22	26	Herzweh	NN	NN
_	22	27	/	$(	$(
_	22	28	Bangigkeit	NN	NN
_	22	29	/	$(	$(
_	22	30	Übelsein	NN	NN
_	22	31	des	ART	ART
_	22	32	Magens	NN	NN
_	22	33	zu	PTKZU	PTKZU
VVINF	22	34	klagen	VVFIN	VVINF
_	22	35	/	$(	$(
_	22	36	oder	KON	KON
_	22	37	wäre	VAFIN	VAFIN
_	22	38	an	APPR	APPR
_	22	39	einem	ART	ART
_	22	40	unrichtigen	ADJA	ADJA
_	22	41	Ort	NN	NN
_	22	42	gewesen	VAPP	VAPP
_	22	43	/	$(	$(
PRELS	22	44	der	ART	PRELS
_	22	45	nehme	VVFIN	VVFIN
_	22	46	bald	ADV	ADV
_	22	47	ein	ART	ART
ADJA	22	48	folgendes	PIS	ADJA
_	22	49	Tränklein	NN	NN
$.	22	50	:	$.	$(
VVIMP	22	51	nimm	NE	VVIMP
_	22	52	Knoblauchessig	NN	NN
_	22	55	/	$(	$(
_	22	56	Rautensaft	NN	NN
_	22	57	/	$(	$(
_	22	58	jedes	PIAT	PIAT
ADJA	22	59	2.	CARD	ADJA
NN	22	60	Loth	NN	NE
_	22	61	/	$(	$(
_	22	62	mische	VVFIN	VVFIN
_	22	63	es	PPER	PPER
_	22	64	zusammen	ADV	ADV
_	22	65	mit	APPR	APPR
_	22	66	einer	ART	ART
_	22	67	Messerspitze	NN	NN
_	22	68	Salz	NN	NN
_	22	69	/	$(	$(
_	22	70	(	$(	$(
_	22	71	wäre	VAFIN	VAFIN
_	22	72	es	PPER	PPER
PTKA	22	73	zu	PTKZU	PTKA
ADJD	22	74	scharf	ADJA	ADJD
_	22	75	/	$(	$(
_	22	76	so	ADV	ADV
_	22	77	mische	VVFIN	VVFIN
_	22	78	ein	ART	ART
_	22	79	paar	PIAT	PIAT
_	22	80	Löffel	NN	NN
ADJA	22	81	warmes	ADJD	ADJA
_	22	82	Bier	NN	NN
_	22	83	darunter	PAV	PAV
_	22	84	)	$(	$(
_	22	85	und	KON	KON
_	22	86	trink	VVIMP	VVIMP
_	22	87	es	PPER	PPER
_	22	88	auf	APPR	APPR
_	22	89	einmal	ADV	ADV
PTKVZ	22	90	aus	APPR	PTKVZ
_	22	91	/	$(	$(
KOUS	22	92	sobald	ADV	KOUS
_	22	94	du	PPER	PPER
PRF	22	95	dich	PPER	PRF
ADJD	22	96	übel	ADV	ADJD
_	22	97	befindest	VVFIN	VVFIN
_	22	98	/	$(	$(
_	22	99	und	KON	KON
_	22	100	hierauf	PAV	PAV
VVFIN	22	101	lass	VVFIN	ADJD
PPER	22	102	dich	PPER	PRF
_	22	103	wohl	ADV	ADV
_	22	104	zudecken	VVINF	VVINF
_	22	105	/	$(	$(
_	22	106	und	KON	KON
_	22	107	bemühe	VVFIN	VVFIN
_	22	108	dich	PPER	PPER
_	22	109	stark	ADJD	ADJD
_	22	110	zu	PTKZU	PTKZU
_	22	111	schwitzen	VVINF	VVINF
_	22	112	.	$.	$.
_	23	1	(	$(	$(
_	23	2	der	ART	ART
_	23	3	Knoblauchessig	NN	NN
_	23	4	wird	VAFIN	VAFIN
_	23	5	von	APPR	APPR
_	23	6	Knoblauch	NN	NN
_	23	7	und	KON	KON
_	23	8	Essig	NN	NN
VVPP	23	9	bereitet	VVFIN	VVPP
_	23	10	/	$(	$(
_	23	11	auf	APPR	APPR
_	23	12	Art	NN	NN
_	23	13	/	$(	$(
KOUS	23	14	wie	KOKOM	KOKOM
_	23	15	von	APPR	APPR
_	23	16	dem	ART	ART
_	23	17	Pestessige	NN	NN
_	23	18	gedacht	VVPP	VVPP
_	23	19	worden	VAPP	VAPP
_	23	20	.	$.	$.
_	23	21	)	$(	$(
_	24	1	worauf	PWAV	PWAV
_	24	2	im	APPRART	APPRART
_	24	3	Fall	NN	NN
_	24	4	die	ART	ART
_	24	5	Hitze	NN	NN
_	24	6	und	KON	KON
_	24	7	Schwachheit	NN	NN
_	24	8	mehr	ADV	ADV
TRUNC	24	9	zu-	PTKZU	TRUNC
_	24	10	/	$(	$(
_	24	11	als	KOKOM	KOKOM
_	24	12	abnehmen	VVINF	VVINF
_	24	13	täte	VVFIN	VVFIN
_	24	14	/	$(	$(
_	24	15	und	KON	KON
_	24	16	wäre	VAFIN	VAFIN
_	24	17	also	ADV	ADV
ADJD	24	18	gewiss	ADV	ADJD
_	24	19	/	$(	$(
_	24	20	dass	KOUS	KOUS
_	24	21	der	ART	ART
_	24	22	Patient	NN	NN
_	24	23	die	ART	ART
_	24	24	Krankheit	NN	NN
_	24	25	recht	ADJD	ADJD
_	24	26	habe	VAFIN	VAFIN
_	24	27	/	$(	$(
_	24	28	so	ADV	ADV
_	24	29	soll	VMFIN	VMFIN
PDS	24	30	derselbe	PDAT	PDS
_	24	31	(	$(	$(
_	24	32	verstehe	VVFIN	VVFIN
_	24	33	ein	ART	ART
_	24	34	Erwachsener	NN	NN
_	24	35	)	$(	$(
_	24	36	das	ART	ART
_	24	37	jetzt	ADV	ADV
_	24	38	beschriebene	ADJA	ADJA
_	24	39	Tränklein	NN	NN
_	24	40	von	APPR	APPR
_	24	41	Knoblauchessig	NN	NN
_	24	42	und	KON	KON
_	24	43	Rautensaft	NN	NN
_	24	44	mit	APPR	APPR
_	24	45	ein	ART	ART
PIAT	24	46	wenig	PIS	PIAT
_	24	47	Salz	NN	NN
PIAT	24	48	alle	PIS	PIAT
NN	24	49	Morgen	NE	NN
VVINF	24	50	brauchen	VVFIN	VVINF
_	24	51	/	$(	$(
_	24	52	und	KON	KON
_	24	53	jedesmal	ADV	ADV
_	24	54	2.	ADJA	ADJA
_	24	55	Stunden	NN	NN
PAV	24	56	darauf	PTKVZ	PAV
_	24	57	schwitzen	VVINF	VVINF
_	24	58	.	$.	$.
_	25	1	5.	ADJA	ADJA
APPR	25	2	zu	PTKZU	APPR
_	25	3	Mittag	NN	NN
_	25	4	täglich	ADJD	ADJD
_	25	5	nehme	VVFIN	VVFIN
PDS	25	6	dieses	PDAT	PDS
PTKVZ	25	7	ein	ART	PTKVZ
$.	25	8	:	$.	$(
VVIMP	25	9	nimm	VVFIN	VVIMP
_	25	10	Holundersaft	NN	NN
_	25	11	1.	ADJA	ADJA
_	25	12	Löffel	NN	NN
_	25	13	voll	ADJD	ADJD
_	25	14	/	$(	$(
_	25	15	mische	VVFIN	VVFIN
_	25	16	darunter	PAV	PAV
_	25	17	mit	APPR	APPR
_	25	18	ein	ART	ART
PIAT	25	19	wenig	PIS	PIAT
_	25	20	Weinessig	NN	NN
_	25	21	/	$(	$(
_	25	22	ein	ART	ART
_	25	23	Quintlein	NN	NN
_	25	24	/	$(	$(
_	25	25	oder	KON	KON
_	25	26	ein	ART	ART
_	25	27	paar	PIAT	PIAT
_	25	28	Messerspitzen	NN	NN
_	25	29	klein	ADJD	ADJD
_	25	30	geriebenen	ADJA	ADJA
_	25	31	Schwefel	NN	NN
_	25	32	/	$(	$(
_	25	33	und	KON	KON
_	25	34	dies	PDS	PDS
_	25	35	brauche	VVFIN	VVFIN
_	25	36	auf	APPR	APPR
_	25	37	einmal	ADV	ADV
_	25	38	worauf	PWAV	PWAV
_	25	39	etliche	PIAT	PIAT
_	25	40	Loͤffel	NN	NN
_	25	41	voll	ADJD	ADJD
_	25	42	Bier	NN	NN
_	25	43	oder	KON	KON
_	25	44	Suppe	NN	NN
_	25	45	mögen	VMFIN	VMFIN
_	25	46	genommen	VVPP	VVPP
_	25	47	/	$(	$(
_	25	48	hierauf	PAV	PAV
_	25	49	aber	ADV	ADV
_	25	50	nicht	PTKNEG	PTKNEG
_	25	51	darf	VMFIN	VMFIN
_	25	52	geschwitzt	VVPP	VVPP
_	25	53	werden	VAINF	VAINF
_	25	54	.	$.	$.
_	26	1	zu	APPR	APPR
_	26	2	Abend	NN	NN
_	26	3	um	APPR	APPR
_	26	4	6.	ADJA	ADJA
_	26	5	Uhr	NN	NN
_	26	6	brauche	VVFIN	VVFIN
_	26	7	täglich	ADJD	ADJD
_	26	8	ein	ART	ART
NN	26	9	Pülverlein	NE	NN
_	26	10	aus	APPR	APPR
_	26	11	hiesiger	ADJA	ADJA
_	26	12	Apotheken	NN	NN
_	26	13	genannt	VVPP	VVPP
_	26	14	pulvis	NE	NE
_	26	15	de	NE	NE
NE	26	16	tribus	NE	NN
_	26	17	(	$(	$(
_	26	18	kostet	VVFIN	VVFIN
_	26	19	auf	APPR	APPR
_	26	20	einmal	ADV	ADV
_	26	21	zu	PTKZU	PTKZU
_	26	22	brauchen	VVINF	VVINF
_	26	23	1.	ADJA	ADJA
_	26	24	Arg.	NN	NN
_	26	25	)	$(	$(
_	26	26	und	KON	KON
_	26	27	dies	PDS	PDS
_	26	28	auf	APPR	APPR
_	26	29	einmal	ADV	ADV
_	26	30	in	APPR	APPR
_	26	31	einen	ART	ART
_	26	32	Löffel	NN	NN
_	26	33	Wassersuppe	NN	NN
_	26	34	gebraucht	VVPP	VVPP
_	26	35	/	$(	$(
_	26	36	worauf	PWAV	PWAV
_	26	37	abermal	ADV	ADV
_	26	38	stark	ADJD	ADJD
_	26	39	zu	PTKZU	PTKZU
_	26	40	schwitzen	VVINF	VVINF
_	26	41	.	$.	$.
_	27	1	dergleichen	PIS	PIS
_	27	2	Pülverlein	NN	NN
_	27	3	ist	VAFIN	VAFIN
_	27	4	alle	PIAT	PIAT
PIAT	27	5	andere	ADJA	PIAT
_	27	6	Abend	NN	NN
_	27	7	zu	PTKZU	PTKZU
_	27	8	nehmen	VVINF	VVINF
_	27	9	/	$(	$(
_	27	10	mit	APPR	APPR
_	27	11	darauf	PAV	PAV
_	27	12	folgenden	ADJA	ADJA
_	27	13	Schweiß	NN	NN
_	27	14	/	$(	$(
PRELS	27	15	der	ART	ART
_	27	16	jedesmal	ADV	ADV
_	27	17	darauf	PAV	PAV
_	27	18	getrieben	VVPP	VVPP
_	27	19	werden	VAINF	VAINF
_	27	20	soll	VMFIN	VMFIN
_	27	21	/	$(	$(
ADJA	27	22	eine	ART	PIS
_	27	23	oder	KON	KON
PRELS	27	24	welches	PRELS	PWS
_	27	25	besser	ADJD	ADJD
_	27	26	wäre	VAFIN	VAFIN
_	27	27	/	$(	$(
_	27	28	zwei	CARD	CARD
_	27	29	Stunden	NN	NN
ADJD	27	30	lang	ADJA	ADJD
_	27	31	.	$.	$.
_	27	32	6.	ADJA	ADJA
_	27	33	wäre	VAFIN	VAFIN
_	27	34	aber	ADV	ADV
_	27	35	jemand	PIS	PIS
_	27	36	auf	APPR	APPR
_	27	37	dem	ART	ART
_	27	38	Lande	NN	NN
_	27	39	/	$(	$(
_	27	40	und	KON	KON
_	27	41	könnte	VMFIN	VMFIN
_	27	42	wegen	APPR	APPR
_	27	43	Entlegenheit	NN	NN
_	27	44	/	$(	$(
_	27	45	oder	KON	KON
PIAT	27	46	anderer	ADJA	PIAT
_	27	47	Verhindernis	NN	NN
_	27	48	das	ART	ART
_	27	49	Pülverlein	NN	NN
_	27	50	nicht	PTKNEG	PTKNEG
VAINF	27	51	haben	VAFIN	VAINF
_	27	52	/	$(	$(
PRELS	27	53	der	ART	PRELS
_	27	54	verändere	VVFIN	VVFIN
_	27	55	in	APPR	APPR
_	27	56	Mangel	NN	NN
PDS	27	57	desselben	PDS	PDAT
PDAT	27	58	solcher	PIAT	PIAT
_	27	59	Gestalt	NN	NN
_	27	60	diese	PDAT	PDAT
_	27	61	Ordnung	NN	NN
_	27	62	/	$(	$(
_	27	63	dass	KOUS	KOUS
_	27	64	er	PPER	PPER
APPR	27	65	zu	PTKZU	APPR
_	27	66	Mittag	NN	NN
_	27	67	täglich	ADJD	ADJD
_	27	68	von	APPR	APPR
ADJD	27	69	obig	ADJD	ADV
_	27	70	beschriebener	ADJA	ADJA
_	27	71	Pestlatwerge	NN	NN
_	27	72	/	$(	$(
_	27	73	nehme	VVFIN	VVFIN
_	27	74	auf	APPR	APPR
_	27	75	einmal	ADV	ADV
_	27	76	3.	ADJA	ADJA
_	27	77	oder	KON	KON
_	27	78	4.	ADJA	ADJA
_	27	79	Messerspitzen	NN	NN
_	27	80	/	$(	$(
_	27	81	und	KON	KON
_	27	82	nehme	VVFIN	VVFIN
_	27	83	täglich	ADJD	ADJD
APPR	27	84	zu	PTKZU	APPR
_	27	85	Abends	NN	NN
APPR	27	86	an	APPR	PTKVZ
NN	27	87	statt	APPR	APPR
_	27	88	des	ART	ART
NE	27	89	Pulveris	NE	NN
NE	27	90	de	NE	NE
NE	27	91	tribus	NE	NN
_	27	92	,	$,	$,
ART	27	93	die	ART	PRELS
_	27	94	schon	ADV	ADV
_	27	95	verordnete	ADJA	ADJA
_	27	96	mittägige	ADJA	ADJA
_	27	97	Arznei	NN	NN
_	27	98	/	$(	$(
_	27	99	den	ART	ART
_	27	100	Löffel	NN	NN
_	27	101	Holundersaft	NN	NN
_	27	102	mit	APPR	APPR
_	27	103	dem	ART	ART
_	27	104	Schwefel	NN	NN
_	27	105	/	$(	$(
_	27	106	und	KON	KON
_	27	107	schwitze	VVFIN	VVFIN
_	27	108	hierauf	PAV	PAV
_	27	109	des	ART	ART
_	27	110	Abends	NN	NN
_	27	111	ein	ART	ART
_	27	112	paar	PIAT	PIAT
_	27	113	Stunden	NN	NN
_	27	114	lang	ADJD	ADJD
_	27	115	.	$.	$.
PRELAT	28	1	welcher	PWAT	PWS
_	28	2	Gebrauch	NN	NN
ADV	28	3	itzo	ADV	NE
_	28	4	beschrieben	VVPP	VVPP
_	28	5	/	$(	$(
_	28	6	früh	ADJD	ADJD
_	28	7	/	$(	$(
ADV	28	8	mittags	NN	ADV
_	28	9	und	KON	KON
ADV	28	10	abends	NN	ADV
_	28	11	täglich	ADJD	ADJD
_	28	12	zu	PTKZU	PTKZU
_	28	13	wiederholen	VVINF	VVINF
_	28	14	/	$(	$(
_	28	15	von	APPR	APPR
_	28	16	dem	ART	ART
_	28	17	/	$(	$(
PRELS	28	18	der	ART	ART
_	28	19	an	APPR	APPR
_	28	20	der	ART	ART
_	28	21	Pest	NN	NN
_	28	22	liegt	VVFIN	VVFIN
_	28	23	/	$(	$(
_	28	24	und	KON	KON
_	28	25	damit	PAV	PAV
VVIZU	28	26	fortzufahren	VVINF	ADV
_	28	27	/	$(	$(
_	28	28	5.	ADJA	ADJA
_	28	29	oder	KON	KON
_	28	30	6.	ADJA	ADJA
_	28	31	Tage	NN	NN
_	28	32	lang	ADJD	ADJD
_	28	33	.	$.	$.
_	29	1	wobei	PWAV	PWAV
_	29	2	zu	PTKZU	PTKZU
_	29	3	merken	VVINF	VVINF
_	29	4	/	$(	$(
_	29	5	dass	KOUS	KOUS
_	29	6	dem	ART	ART
_	29	7	Patienten	NN	NN
_	29	8	öfters	ADV	ADV
_	29	9	mag	VMFIN	VMFIN
_	29	10	Bier	NN	NN
_	29	11	zu	PTKZU	PTKZU
_	29	12	trinken	VVINF	VVINF
_	29	13	gegeben	VVPP	VVPP
_	29	14	werden	VAINF	VAINF
_	29	15	/	$(	$(
ADV	29	16	doch	ADV	KON
_	29	17	auf	APPR	APPR
_	29	18	einmal	ADV	ADV
_	29	19	nicht	PTKNEG	PTKNEG
PIS	29	20	viel	ADJA	ADV
_	29	21	;	$.	$.
_	29	22	des	ART	ART
_	29	23	Wassertrinkens	NN	NN
_	29	24	aber	ADV	ADV
_	29	25	/	$(	$(
KOKOM	29	26	wie	KOKOM	KOUS
_	29	27	auch	ADV	ADV
PIAT	29	28	andere	ADJA	PIS
_	29	29	unzeitigen	ADJA	ADJA
NN	29	30	Erkühlungen	NE	NN
_	29	31	/	$(	$(
_	29	32	soll	VMFIN	VMFIN
_	29	33	sich	PRF	PRF
_	29	34	der	ART	ART
_	29	35	Patient	NN	NN
VVINF	29	36	enthalten	ADJD	VVINF
_	29	37	.	$.	$.
_	30	1	7.	ADJA	ADJA
_	30	2	wenn	KOUS	KOUS
_	30	3	jemand	PIS	PIS
_	30	4	eine	ART	ART
_	30	5	Pestbeule	NN	NN
_	30	6	auffahren	VVINF	VVINF
_	30	7	täte	VVFIN	VVFIN
_	30	8	/	$(	$(
_	30	9	und	KON	KON
_	30	10	könnte	VMFIN	VMFIN
_	30	11	in	APPR	APPR
_	30	12	Eile	NN	NN
_	30	13	kein	PIAT	PIAT
ADJA	30	14	besseres	ADJD	ADJA
_	30	15	Mittel	NN	NN
_	30	16	erlangen	VVINF	VVINF
_	30	17	/	$(	$(
PDS	30	18	der	ART	PRELS
_	30	19	lasse	VVFIN	VVFIN
_	30	20	indes	ADV	ADV
_	30	21	die	ART	ART
_	30	22	Seinigen	NN	NN
_	30	23	dieses	PDAT	PDAT
VVINF	30	24	bereiten	VVFIN	VVINF
_	30	25	/	$(	$(
_	30	26	auf	APPR	APPR
_	30	27	ein	ART	ART
_	30	28	Tüchlein	NN	NN
_	30	29	streichen	VVINF	VVINF
_	30	30	/	$(	$(
_	30	31	und	KON	KON
_	30	32	alle	PIAT	PIAT
_	30	33	6.	ADJA	ADJA
_	30	34	Stunden	NN	NN
_	30	35	frisch	ADJD	ADJD
VVINF	30	36	auflegen	APPR	VVINF
_	30	37	/	$(	$(
_	30	38	die	ART	ART
_	30	39	abgenommenen	ADJA	ADJA
_	30	40	Tüchlein	NN	NN
_	30	41	aber	ADV	ADV
_	30	42	sollen	VMFIN	VMFIN
_	30	43	vergraben	VVPP	VVPP
_	30	44	werden	VAINF	VAINF
_	30	45	:	$.	$.
VVIMP	30	46	nimm	NE	VVIMP
_	30	47	Senf	NN	NN
_	30	48	:	$.	$.
_	30	49	1.	ADJA	ADJA
_	30	50	Lot	NN	NN
_	30	51	/	$(	$(
_	30	52	gekochte	ADJA	ADJA
_	30	53	Zwiebeln	NN	NN
_	30	54	/	$(	$(
_	30	55	Honig	NN	NN
_	30	56	/	$(	$(
_	30	57	jedes	PIAT	PIAT
_	30	58	2.	ADJA	ADJA
_	30	59	Lot	NN	NN
_	30	60	/	$(	$(
_	30	61	Sauerteig	NN	NN
CARD	30	62	1.Loth	CARD	ADJA
_	30	64	/	$(	$(
_	30	65	Salz	NN	NN
_	30	66	1.	ADJA	ADJA
_	30	67	Quintlein	NN	NN
_	30	68	mische	VVFIN	VVFIN
_	30	69	und	KON	KON
_	30	70	stoße	VVFIN	VVFIN
_	30	71	es	PPER	PPER
ADV	30	72	zusammen	ADV	PTKVZ
_	30	73	/	$(	$(
_	30	74	dass	KOUS	KOUS
_	30	75	es	PPER	PPER
_	30	76	wie	KOKOM	KOKOM
_	30	77	ein	ART	ART
_	30	78	dicker	ADJA	ADJA
_	30	79	Brei	NN	NN
_	30	80	anzusehen	VVIZU	VVIZU
_	30	81	sei	VAFIN	VAFIN
_	30	82	.	$.	$.
_	31	1	und	KON	KON
_	31	2	dies	PDS	PDS
_	31	3	sei	VAFIN	VAFIN
APPR	31	4	zu	PTKZU	APPR
_	31	5	dem	ART	ART
_	31	6	nötigsten	ADJA	ADJA
_	31	7	Unterricht	NN	NN
_	31	8	des	ART	ART
_	31	9	Armut	NN	NN
_	31	10	in	APPR	APPR
_	31	11	der	ART	ART
_	31	12	Pestnot	NN	NN
_	31	13	/	$(	$(
_	31	14	als	KOKOM	KOKOM
_	31	15	eine	ART	ART
_	31	16	Hausarznei	NN	NN
_	31	18	/	$(	$(
PRELS	31	19	die	ART	ART
_	31	20	Gott	NN	NN
_	31	21	segnen	VVINF	VVINF
_	31	22	wolle	VMFIN	VMFIN
_	31	23	.	$.	$.
_	32	1	Anhang	NN	NN
_	32	2	vieler	PIAT	PIAT
_	32	3	nützlicher	ADJA	ADJA
_	32	4	und	KON	KON
_	32	5	bewährter	ADJA	ADJA
_	32	6	Pestmitteln	NN	NN
_	32	7	/	$(	$(
PIAT	32	8	allen	NE	PIAT
_	32	9	Menschen	NN	NN
APPR	32	10	zu	PTKZU	APPR
_	32	11	Nutz	NN	NN
_	32	12	beschrieben	VVPP	VVPP
_	32	13	/	$(	$(
_	32	14	und	KON	KON
_	32	15	im	APPRART	APPRART
_	32	16	Druck	NN	NN
VVPP	32	17	verfertigt	VVFIN	VVPP
_	32	18	/	$(	$(
_	32	19	von	APPR	APPR
PIS	32	20	einem	ART	ART
_	32	21	/	$(	$(
PRELS	32	22	welcher	PWAT	PWS
_	32	23	hat	VAFIN	VAFIN
_	32	24	drei	CARD	CARD
_	32	25	Sterben	NN	NN
_	32	26	ausgestanden	VVPP	VVPP
_	32	27	.	$.	$.
ADJA	33	1	günstiger	NN	ADJD
ADJA	33	2	lieber	ADV	ADJA
_	33	3	Leser	NN	NN
_	33	4	.	$.	$.
_	34	1	es	PPER	PPER
_	34	2	ist	VAFIN	VAFIN
_	34	3	zu	PTKZU	PTKZU
VVINF	34	4	wissen	VVFIN	VVINF
_	34	5	/	$(	$(
_	34	6	dass	KOUS	KOUS
_	34	7	wenn	KOUS	KOUS
_	34	8	Gott	NN	NN
_	34	9	der	ART	ART
_	34	10	Herr	NN	NN
_	34	11	um	APPR	APPR
_	34	12	unserer	PPOSAT	PPOSAT
_	34	13	Sünde	NN	NN
APPO	34	14	willen	NN	APPO
_	34	15	eine	ART	ART
_	34	16	Strafe	NN	NN
_	34	17	/	$(	$(
_	34	18	als	KOKOM	KOKOM
_	34	19	sonderlich	ADJD	ADJD
_	34	20	die	ART	ART
NN	34	21	Pestilentz	NE	NN
PPER	34	22	uns	XY	PPER
_	34	23	zuschickte	VVFIN	VVFIN
_	34	24	/	$(	$(
_	34	25	so	ADV	ADV
_	34	26	soll	VMFIN	VMFIN
