GOLDPOS	SID	TID	TOKEN	POS1	POS2
VMFIN	22	5	sollt	NE	VMFIN
PPER	22	6	ihr	PPOSAT	PPER
NN	22	7	unkeusch	ADJD	ADJD
_	22	8	und	KON	KON
_	22	9	Leibs	NN	NN
_	22	10	Wollust	NN	NN
VVINF	22	11	fliehen	VVINF	VVINF
_	22	12	.	$.	$.
$(	23	1	¶	$(	XY
ADJD	23	2	besonder	NN	ADJD
_	23	3	ist	VAFIN	VAFIN
_	23	4	mein	PPOSAT	PPOSAT
_	23	5	Rat	NN	NN
_	23	6	dass	KOUS	KOUS
PPER	23	7	ihr	PPOSAT	PPER
_	23	8	in	APPR	APPR
_	23	9	den	ART	ART
_	23	10	Monden	NN	NN
APPR	23	11	zu	PTKZU	APPR
_	23	12	der	ART	ART
_	23	13	Adern	NN	NN
_	23	14	lasst	VVFIN	VVFIN
_	23	15	.	$.	$.
_	23	16	und	KON	KON
_	23	17	doch	ADV	ADV
_	23	18	wenig	PIS	PIS
_	23	19	als	KOKOM	KOKOM
$.	23	20	.	$.	ART
CARD	23	21	6	NE	CARD
_	23	22	oder	KON	KON
CARD	23	23	8.	NE	ADJA
_	23	24	Lot	NN	NN
_	23	25	Bluts	NN	NN
_	23	26	und	KON	KON
_	23	27	tut	VVFIN	VVFIN
PDS	23	28	das	KOUS	ART
_	23	29	drei	CARD	CARD
_	23	30	oder	KON	KON
CARD	23	31	3	XY	CARD
_	23	32	Tage	NN	NN
APPR	23	33	vor	APPR	PTKVZ
_	23	34	oder	KON	KON
_	23	35	nach	APPR	APPR
ART	23	36	dem	NE	ART
NN	23	37	Vollmond	NE	NN
_	23	38	und	KON	KON
ADV	23	39	gemeiniglich	NE	ADJD
APPR	23	40	von	XY	APPR
_	23	41	der	ART	ART
_	23	42	Leber	NN	NN
_	23	43	oder	KON	KON
_	23	44	an	APPR	APPR
_	23	45	dem	ART	ART
_	23	46	rechten	ADJA	ADJA
NN	23	47	Arm	ADJA	NN
APPR	23	48	zu	PTKZU	APPR
_	23	49	Gezeiten	NN	NN
APPR	23	50	von	XY	APPR
_	23	51	der	ART	ART
TRUNC	23	52	Milz	NN	NN
_	23	53	Ader	NN	NN
APPR	23	54	an	NE	APPR
_	23	55	der	ART	ART
_	23	56	linken	ADJA	ADJA
NN	23	57	Hand	VAFIN	NN
_	23	58	und	KON	KON
_	23	59	zuweilen	ADV	ADV
APPR	23	60	von	XY	APPR
_	23	61	der	ART	ART
NN	23	62	Median	NE	NN
_	23	63	in	APPR	APPR
ART	23	64	dem	NE	ART
NN	23	65	Arm	ADJD	NN
PAV	23	66	darnach	PAV	ADV
PPER	23	67	ihr	PPOSAT	PPER
VVFIN	23	68	empfindet	NE	VVFIN
NN	23	69	Stechung	NE	NN
_	23	70	und	KON	KON
_	23	71	Lauf	NN	NN
_	23	72	der	ART	ART
_	23	73	Feuchtigkeit	NN	NN
APPR	23	74	an	NE	APPR
_	23	75	diesem	PDAT	PDAT
_	23	76	oder	KON	KON
PIAT	23	77	anderen	NN	PIS
_	23	78	Ende	NN	NN
_	23	79	.	$.	$.
KON	23	80	wann	PWAV	PWAV
_	23	81	diese	PDAT	PDAT
NN	23	82	Wallung	NE	NN
_	23	83	des	ART	ART
_	23	84	Geblüts	NN	NN
_	23	85	mag	VMFIN	VMFIN
_	23	86	nicht	PTKNEG	PTKNEG
ADV	23	87	mehr	NE	ADV
VVPP	23	88	ausgelöscht	NE	VVPP
_	23	89	werden	VAFIN	VAFIN
KOKOM	23	90	dann	ADV	ADV
_	23	91	durch	APPR	APPR
_	23	92	künstliche	ADJA	ADJA
_	23	93	und	KON	KON
_	23	94	gebührliche	ADJA	ADJA
_	23	95	Aderlassen	NN	NN
_	23	96	.	$.	$.
$(	24	1	¶	$(	XY
APPR	24	2	zu	APPR	APPR
ART	24	3	dem	NE	ART
PIAT	24	4	anderen	ADJA	PIAT
_	24	5	Mal	NN	NN
_	24	6	ist	VAFIN	VAFIN
_	24	7	zu	PTKZU	PTKZU
_	24	8	merken	VVINF	VVINF
_	24	9	.	$.	$.
KOUS	25	1	dass	ART	KOUS
PPER	25	2	ihr	PPOSAT	PPER
_	25	3	alle	PIAT	PIAT
_	25	4	Nacht	NN	NN
KOUS	25	5	so	ADV	ADV
PPER	25	6	ihr	PPOSAT	PPER
VVINF	25	7	schlafen	ADJA	VVINF
VMFIN	25	8	sollt	VVPP	VMFIN
VVINF	25	9	nehmen	VVFIN	VVFIN
CARD	25	10	ein	XY	ART
_	25	11	Löffel	NN	NN
_	25	12	Weins	NN	NN
_	25	13	oder	KON	KON
CARD	25	14	zwei	NE	CARD
_	25	15	mit	APPR	APPR
TRUNC	25	16	Rosen	NN	NN
NN	25	17	Wasser	VVIMP	NN
_	25	18	mit	APPR	APPR
_	25	19	ein	ART	ART
PIAT	25	20	wenig	PIS	PIAT
FM	25	21	boli	NE	NE
FM	25	22	armenici	NE	NE
_	25	23	all	PIAT	PIAT
_	25	24	kleinst	ADJD	ADJD
VVPP	25	25	gepulvert	NE	VVPP
_	25	26	.	$.	$.
_	25	27	wann	PWAV	PWAV
_	25	28	solcher	PIAT	PIAT
NN	25	29	Trank	VVFIN	NN
_	25	30	ist	VAFIN	VAFIN
ADV	25	31	wahrhaftig	ADJD	ADJD
ADJD	25	32	nütze	VVIMP	VVFIN
_	25	33	wider	APPR	APPR
_	25	34	die	ART	ART
_	25	35	Krankheit	NN	NN
_	25	36	durch	APPR	APPR
PIAT	25	37	mancherlei	NN	PIAT
_	25	38	Sache	NN	NN
$(	25	39	¶	$(	NN
APPRART	25	40	zum	APPR	APPRART
CARD	25	41	Ersten	ADJA	NN
_	25	42	erkühlt	VVFIN	VVFIN
_	25	43	das	ART	ART
_	25	44	Herz	NN	NN
_	25	45	und	KON	KON
_	25	46	löscht	VVFIN	VVFIN
_	25	47	die	ART	ART
_	25	48	vergiftigen	ADJA	ADJA
NN	25	49	Verzehrung	VVIMP	NN
_	25	50	der	ART	ART
NN	25	51	Feuchtigkeit	NE	NN
$(	25	52	¶	$(	NN
_	25	53	zu	APPR	APPR
ART	25	54	dem	NE	ART
CARD	25	55	Anderen	VVINF	PIS
PIAT	25	56	etlicher	ADJA	PIAT
NN	25	57	Maß	VVFIN	NN
_	25	58	verzehrter	ADJA	ADJA
_	25	59	Überflüssigkeit	NN	NN
_	25	60	bei	APPR	APPR
ART	25	61	dem	NE	ART
_	25	62	Herzen	NN	NN
_	25	63	und	KON	KON
_	25	64	der	ART	ART
_	25	65	Leber	NN	NN
_	25	66	.	$.	$.
APPRART	26	1	zum	APPR	APPRART
CARD	26	2	Dritten	ADJA	NN
_	26	3	er	PPER	PPER
_	26	4	schließt	VVFIN	VVFIN
PTKVZ	26	5	zu	PTKZU	APPR
_	26	6	die	ART	ART
NN	26	7	Gänge	NE	NN
_	26	8	und	KON	KON
NN	26	9	Wege	PTKVZ	NN
_	26	10	der	ART	ART
_	26	11	vernehmsten	ADJA	ADJA
_	26	12	Glieder	NN	NN
PRELS	26	13	die	ART	ART
_	26	14	nicht	PTKNEG	PTKNEG
_	26	15	die	ART	ART
_	26	16	grausamen	ADJA	ADJA
_	26	17	vergiftigen	ADJA	ADJA
NN	26	18	Dünste	NE	NN
_	26	19	oder	KON	KON
NN	26	20	Rauch	ADJD	NN
_	26	21	der	ART	ART
ADJA	26	22	vergifteten	VVINF	ADJA
_	26	23	Feuchtigkeit	NN	NN
ART	26	24	das	KOUS	ART
_	26	25	Herz	NN	NN
_	26	26	und	KON	KON
PIAT	26	27	andere	VVIMP	PIS
_	26	28	gesunde	ADJA	ADJA
NN	26	29	Glieder	NE	NN
VVFIN	26	30	anrührt	ADJD	VVFIN
_	26	31	.	$.	$.
$(	27	1	¶	$(	XY
APPRART	27	2	zum	APPR	APPRART
CARD	27	3	Vierten	ADJA	NN
_	27	4	über	APPR	APPR
_	27	5	.	$.	$.
CARD	27	6	4	CARD	ADJA
$.	27	7	.	$.	ADJA
_	27	8	Tag	NN	NN
_	27	9	in	APPR	APPR
ADJA	27	10	aufgehender	NN	ADJA
NN	27	11	Sonne	VVFIN	NN
_	27	12	oder	KON	KON
APPRART	27	13	am	NE	APPRART
_	27	14	aber	ADV	ADV
_	27	15	vor	APPR	APPR
ART	27	16	dem	NE	ART
_	27	17	Eingang	NN	NN
_	27	18	des	ART	ART
_	27	19	Betts	NN	NN
_	27	20	nehmt	VVFIN	VVFIN
_	27	21	ein	ART	ART
_	27	22	Löffel	NN	NN
_	27	23	voll	ADJD	ADJD
_	27	24	dieses	PDAT	PDAT
_	27	25	Pulvers	NN	NN
_	27	26	von	APPR	APPR
FM	27	27	Aloe	NE	NN
FM	27	28	cicotrino	NE	NE
_	27	29	.	$.	$.
APPR	27	30	von	XY	APPR
NN	27	31	Mirre	NE	NE
_	27	32	und	KON	KON
_	27	33	Ort	NN	NN
_	27	34	Safran	NN	NN
_	27	35	mit	APPR	APPR
_	27	36	ein	ART	ART
PIS	27	37	wenig	PIS	PIAT
_	27	38	Weins	NN	NN
VVPP	27	39	gemischt	VVPP	ADJD
_	27	40	mit	APPR	APPR
TRUNC	27	41	Rosen	NE	NN
NN	27	42	Wasser	VVIMP	NN
_	27	43	und	KON	KON
_	27	44	des	ART	ART
FM	27	45	Aloe	NE	NN
VMFIN	27	46	soll	NE	VMFIN
_	27	47	allein	ADV	ADV
_	27	48	so	ADV	ADV
PIS	27	49	viel	ADV	PIS
_	27	50	sein	VAINF	VAINF
_	27	51	als	KOKOM	KOKOM
_	27	52	der	ART	ART
PIS	27	53	anderen	ADJA	PIS
_	27	54	.	$.	$.
_	27	55	beide	PIAT	PIAT
_	27	56	solche	PIAT	PIAT
NN	27	57	Pulver	VVIMP	NN
VVFIN	27	58	verjagt	VVPP	VVFIN
_	27	59	das	ART	ART
_	27	60	Vergift	NN	NN
PRELS	27	61	das	ART	ART
_	27	62	sich	PRF	PRF
_	27	63	in	APPR	APPR
_	27	64	solcher	PIAT	PIAT
_	27	65	Zeit	NN	NN
ADJD	27	66	stet	ADJD	ADJD
_	27	67	sammelt	VVFIN	VVFIN
_	27	68	bei	APPR	APPR
_	27	69	dem	ART	ART
NN	27	70	Herzen	VVFIN	NN
_	27	71	und	KON	KON
_	27	72	bei	APPR	APPR
ART	27	73	den	NE	ART
_	27	74	fürgenehmsten	ADJA	ADJA
_	27	75	Gliedern	NN	NN
_	27	76	.	$.	$.
$(	28	1	¶	$(	XY
FM	28	2	item	NE	ADV
APPR	28	3	zu	PTKZU	APPR
NN	28	4	Morgen	ADV	NN
KOUS	28	5	eh	ADV	KOUS
PPER	28	6	ihr	PPOSAT	PPER
_	28	7	aus	APPR	APPR
ART	28	8	dem	NE	ART
NN	28	9	Haus	VVFIN	NN
_	28	10	geht	VVFIN	VVFIN
_	28	11	oder	KON	KON
_	28	12	nach	APPR	APPR
TRUNC	28	13	Mittag	ADV	NN
NN	28	14	Mal	NN	NN
_	28	15	auch	ADV	ADV
_	28	16	alle	PIAT	PIAT
NN	28	17	Stunden	VVFIN	NN
ART	28	18	des	NE	ART
NN	28	19	Tages	ADV	NN
VMFIN	28	20	sollt	NE	VMFIN
PPER	28	21	ihr	PPOSAT	PPER
VVINF	28	22	waschen	VVINF	VVFIN
_	28	23	die	ART	ART
_	28	24	Hände	NN	NN
_	28	25	mit	APPR	APPR
_	28	26	Essig	NN	NN
_	28	27	.	$.	$.
PAV	28	28	darin	ADV	PAV
_	28	29	nun	ADV	ADV
_	28	30	ein	ART	ART
PIAT	28	31	wenig	PIS	PIAT
NN	28	32	Triaker	NE	NN
_	28	33	ist	VAFIN	VAFIN
_	28	34	und	KON	KON
_	28	35	die	ART	ART
NN	28	36	Hände	NE	NN
APPR	28	37	für	NE	APPR
_	28	38	die	ART	ART
NN	28	39	Nase	ADJA	NN
VVPP	28	40	gehalten	ADJA	VVPP
_	28	41	und	KON	KON
_	28	42	den	ART	ART
_	28	43	Atem	NN	NN
_	28	44	an	APPR	APPR
PRF	28	45	sich	ADJD	PRF
_	28	46	gezogen	VVPP	VVPP
_	28	47	.	$.	$.
$(	29	1	¶	$(	XY
FM	29	2	item	NE	ADV
CARD	29	3	eins	PIS	CARD
KON	29	4	oder	NN	KON
CARD	29	5	zwier	NE	CARD
APPR	29	6	in	NE	APPR
ART	29	7	der	XY	ART
_	29	8	Woche	NN	NN
VVFIN	29	9	nehmt	NE	VVFIN
FM	29	10	FW	NE	NN
APPR	29	11	mit	APPR	APPR
CARD	29	12	6	NE	ADJA
$.	29	13	.	$.	ADJA
KON	29	14	oder	KOUS	KON
$.	29	15	.	$.	ADJA
CARD	29	16	vij.	NE	ADJA
_	29	17	Löffel	NN	NN
ADJA	29	18	geseihtes	VVPP	ADJA
TRUNC	29	19	Gersten	NN	NN
_	29	20	Wasser	NN	NN
_	29	21	am	APPRART	APPRART
NN	29	22	Aufgang	VVFIN	NN
_	29	23	der	ART	ART
NN	29	24	Sonne	VVFIN	NN
_	29	25	ein	ART	ART
PIAT	29	26	wenig	PIS	PIAT
NN	29	27	Lab	NE	NN
PDS	29	28	das	ART	PDS
_	29	29	ist	VAFIN	VAFIN
_	29	30	in	APPR	APPR
_	29	31	Wahrheit	NN	NN
_	29	32	ein	ART	ART
_	29	33	gut	ADJD	ADJD
ADJA	29	34	verborgene	NE	ADJA
_	29	35	Arznei	NN	NN
_	29	36	und	KON	KON
NN	29	37	Doktoren	NE	NN
PRELS	29	38	die	ART	ART
_	29	39	solchen	PIAT	PIAT
_	29	40	Trank	NN	NN
_	29	41	erkannten	VVFIN	VVFIN
_	29	42	haben	VAFIN	VAFIN
PDS	29	43	den	NE	ART
_	29	44	für	APPR	APPR
_	29	45	heimlich	ADJD	ADJD
_	29	46	gehalten	VVPP	VVPP
_	29	47	.	$.	$.
KON	29	48	wann	PWAV	PWAV
KOUS	29	49	so	ADV	ADV
_	29	50	er	PPER	PPER
_	29	51	sauer	ADJD	ADJD
_	29	52	ist	VAFIN	VAFIN
_	29	53	hat	VAFIN	VAFIN
_	29	54	er	PPER	PPER
_	29	55	Eigenschaft	NN	NN
APPR	29	56	wider	NE	APPR
NN	29	57	Vergift	NE	NN
_	29	58	und	KON	KON
_	29	59	dient	VVFIN	VVFIN
ADV	29	60	sehr	NE	ADV
_	29	61	zum	APPRART	APPRART
_	29	62	Herzen	NN	NN
_	29	63	auch	ADV	ADV
_	29	64	reinigt	VVFIN	VVFIN
_	29	65	er	PPER	PPER
_	29	66	die	ART	ART
_	29	67	Leber	NN	NN
ART	29	68	den	NE	ART
NN	29	69	Magen	NE	NN
_	29	70	und	KON	KON
_	29	71	die	ART	ART
_	29	72	Nieren	NN	NN
KOUS	29	73	dass	ART	KOUS
ADV	29	74	sehr	NE	ADV
ADJD	29	75	not	NN	ADJD
_	29	76	ist	VAFIN	VAFIN
_	29	77	in	APPR	APPR
_	29	78	dieser	PDAT	PDAT
NN	29	79	Krankheit	NE	NN
_	29	80	und	KON	KON
_	29	81	die	ART	ART
NN	29	82	Doktoren	NE	NN
_	29	83	die	ART	ART
_	29	84	des	ART	ART
NN	29	85	Getranks	NE	NN
VVPP	29	86	erfahren	VVINF	VVPP
_	29	87	haben	VAFIN	VAFIN
_	29	88	gebrauchen	VVFIN	VVFIN
PDS	29	89	das	KOUS	PDS
APPR	29	90	zu	PTKZU	APPR
NN	29	91	Bewahrung	NE	NN
_	29	92	vor	APPR	APPR
_	29	93	dieser	PDAT	PDAT
NN	29	94	Kranckheit	NE	NN
_	29	95	im	APPRART	APPRART
NN	29	96	Lenzen	VVINF	NN
_	29	97	und	KON	KON
_	29	98	im	APPRART	APPRART
_	29	99	Sommer	NN	NN
_	29	100	und	KON	KON
ADV	29	101	allweg	ADV	NN
APPR	29	102	in	NE	APPR
_	29	103	traurigen	ADJA	ADJA
NN	29	104	Sommern	NE	NN
VVFIN	29	105	gebrauchen	VVINF	VVFIN
PDAT	29	106	dieses	PDS	PDAT
NN	29	107	Getranks	NE	NN
APPR	29	108	als	KOKOM	KOKOM
_	29	109	des	ART	ART
_	29	110	behaglichsten	ADJA	ADJA
_	29	111	und	KON	KON
ADJA	29	112	besten	VVINF	ADJA
_	29	113	Rats	NN	NN
_	29	114	in	APPR	APPR
_	29	115	solcher	PIAT	PIAT
NN	29	116	Weise	VVFIN	NN
_	29	117	gebrauchen	VVFIN	VVFIN
_	29	118	sie	PPER	PPER
_	29	119	auch	ADV	ADV
_	29	120	des	ART	ART
_	29	121	Pulvers	NN	NN
APPR	29	122	von	XY	APPR
FM	29	123	Aloe	NE	NN
_	29	124	.	$.	$.
KON	29	125	wann	PWAV	PWAV
_	29	126	dieser	PDAT	PDAT
NN	29	127	Pulver	VVIMP	NN
_	29	128	am	APPRART	APPRART
CARD	29	129	anderen	ADJA	PIS
_	29	130	Tag	NN	NN
_	29	131	nach	APPR	APPR
_	29	132	seiner	PPOSAT	PPOSAT
NN	29	133	Empfangung	NE	NN
_	29	134	macht	VVFIN	VVFIN
_	29	135	er	PPER	PPER
CARD	29	136	zwei	NE	CARD
_	29	137	oder	KON	KON
_	29	138	drei	CARD	CARD
TRUNC	29	139	Stühle	NN	NN
NN	29	140	Gänge	NE	NN
_	29	141	mehr	ADV	ADV
KOKOM	29	142	dann	ADV	ADV
_	29	143	der	ART	ART
NN	29	144	Mensch	NE	NN
_	29	145	gewohnt	VVPP	VVPP
_	29	146	ist	VAFIN	VAFIN
_	29	147	.	$.	$.
_	29	148	und	KON	KON
_	29	149	gleicher	ADJA	ADJA
NN	29	150	Weise	VVFIN	NN
_	29	151	als	KOKOM	KOKOM
ART	29	152	das	KOUS	ART
NN	29	153	Fleisch	VVIMP	NN
APPR	29	154	in	NE	APPR
_	29	155	einen	ART	ART
NN	29	156	Topf	VVIMP	NN
_	29	157	am	APPRART	APPRART
NN	29	158	Anbeginn	NE	NN
PPOSAT	29	159	seines	NN	PPOSAT
_	29	160	Siedens	NN	NN
_	29	161	geschäumt	VVPP	VVPP
_	29	162	wird	VAFIN	VAFIN
_	29	163	und	KON	KON
_	29	164	gereinigt	VVPP	VVPP
APPR	29	165	von	XY	APPR
_	29	166	seiner	PPOSAT	PPOSAT
_	29	167	Unflätigkeit	NN	NN
_	29	168	so	ADV	ADV
_	29	169	tut	VVFIN	VVFIN
PDAT	29	170	dieses	PDS	PDAT
NN	29	171	Pulver	VVIMP	NN
_	29	172	auch	ADV	ADV
_	29	173	es	PPER	PPER
_	29	174	reinigt	VVFIN	VVFIN
ADJD	29	175	stet	ADJD	ADJD
_	29	176	den	ART	ART
_	29	177	Unflat	NN	NN
_	29	178	und	KON	KON
_	29	179	Vergift	NN	NN
PRELS	29	180	das	KOUS	ART
_	29	181	sich	PRF	PRF
_	29	182	an	APPR	APPR
NN	29	183	Unflat	NE	NN
_	29	184	sammelt	VVFIN	VVFIN
APPR	29	185	zu	PTKZU	APPR
ART	29	186	dem	NE	ART
_	29	187	Herzen	NN	NN
_	29	188	und	KON	KON
ART	29	189	den	NE	ART
PIAT	29	190	anderen	ADJA	PIAT
_	29	191	fürnehmischen	ADJA	ADJA
_	29	192	Gliedern	NN	NN
_	29	193	in	APPR	APPR
_	29	194	solchem	PIAT	PIAT
_	29	195	Anblick	NN	NN
_	29	196	des	ART	ART
_	29	197	Himmels	NN	NN
_	29	198	.	$.	$.
_	30	1	jedoch	ADV	ADV
_	30	2	etliche	PIAT	PIAT
NN	30	3	Doktoren	NE	NN
VVFIN	30	4	machen	VVINF	VVFIN
_	30	5	aus	APPR	APPR
_	30	6	diesem	PDAT	PDAT
NN	30	7	Pulver	VVIMP	NN
NN	30	8	Pillen	NE	NN
APPR	30	9	um	XY	APPR
_	30	10	ihrer	PPOSAT	PPOSAT
NN	30	11	Purheit	NE	NN
APPO	30	12	willen	NN	APPO
KOUS	30	13	das	ART	PRELS
_	30	14	ich	PPER	PPER
_	30	15	durch	APPR	APPR
PIAT	30	16	etlicher	ADJA	PIAT
_	30	17	Sache	NN	NN
APPO	30	18	willen	NN	APPO
_	30	19	nicht	PTKNEG	PTKNEG
VVFIN	30	20	zugib	PTKZU	VVFIN
_	30	21	oder	KON	KON
VVFIN	30	22	bewähre	VVIMP	VVFIN
_	30	23	auch	ADV	ADV
_	30	24	die	ART	ART
_	30	25	fürnehmsten	ADJA	ADJA
NN	30	26	Doktoren	NE	NN
_	30	27	haben	VAFIN	VAFIN
PDS	30	28	das	KOUS	PDS
_	30	29	nicht	PTKNEG	PTKNEG
_	30	30	gesetzt	VVPP	VVPP
_	30	31	oder	KON	KON
_	30	32	gelehrt	VVPP	VVPP
KOUS	30	33	dass	ART	KOUS
PIS	30	34	man	NE	PIS
_	30	35	sie	PPER	PPER
APPR	30	36	in	NE	APPR
_	30	37	Pillen	NN	NN
_	30	38	geben	VVINF	VVINF
VMFIN	30	40	soll	VVFIN	VMFIN
_	30	41	.	$.	$.
KOUS	30	42	wie	KOKOM	KOUS
_	30	43	wohl	ADV	ADV
_	30	44	dieses	PDAT	PDAT
NN	30	45	Pulver	VVIMP	NN
PTKA	30	46	fast	ADV	ADV
_	30	47	bitter	ADJD	ADJD
_	30	48	ist	VAFIN	VAFIN
_	30	49	.	$.	$.
_	31	1	jedoch	ADV	ADV
KOUS	31	2	so	ADV	ADV
_	31	3	der	ART	ART
_	31	4	Mund	NN	NN
CARD	31	5	eins	PIS	CARD
_	31	6	oder	KON	KON
CARD	31	7	zwier	NE	ADJD
_	31	8	gewaschen	VVPP	VVPP
_	31	9	wird	VAFIN	VAFIN
PAV	31	10	darnach	PAV	ADV
_	31	11	so	ADV	ADV
VVFIN	31	12	vergeht	NN	VVFIN
_	31	13	die	ART	ART
NN	31	14	Bitterkeit	NE	NN
_	31	15	aber	KON	KON
ART	31	16	das	KOUS	ART
NN	31	17	Pulver	VVIMP	NN
_	31	18	wirkt	VVFIN	VVFIN
PTKA	31	19	viel	ADV	ADV
_	31	20	mehr	ADV	ADV
KOKOM	31	21	wann	PWAV	PWAV
_	31	22	die	ART	ART
_	31	23	Pillen	NN	NN
_	31	24	.	$.	$.
$(	32	1	¶	$(	XY
FM	32	2	item	NN	ADV
_	32	3	am	APPRART	APPRART
ADV	32	4	allermeisten	PIAT	NN
APPR	32	5	in	NE	APPR
NN	32	6	Bewahrung	NE	NN
_	32	7	der	ART	ART
_	32	8	Pestilenz	NN	NN
VMFIN	32	9	sollt	NE	VMFIN
PPER	32	10	ihr	PPOSAT	PPER
VVINF	32	11	fliehen	VVINF	VVFIN
_	32	12	die	ART	ART
NN	32	13	Stätte	ADJD	NN
PRELS	32	14	da	ADV	ADV
_	32	15	Pestilenz	NN	NN
_	32	16	ist	VAFIN	VAFIN
_	32	17	.	$.	$.
KON	32	18	wann	PWAV	PWAV
_	32	19	die	ART	ART
_	32	20	giftigen	ADJA	ADJA
_	32	21	Menschen	NN	NN
VVFIN	32	22	vergiften	VVINF	VVFIN
_	32	23	euch	PPER	PPER
PPOSAT	32	24	eure	NE	PPOSAT
_	32	25	Luft	NN	NN
_	32	26	.	$.	$.
_	33	1	auch	ADV	ADV
ART	33	2	das	KOUS	ART
_	33	3	Teil	NN	NN
_	33	4	des	ART	ART
_	33	5	Himmels	NN	NN
_	33	6	daraus	PAV	PAV
_	33	7	die	ART	ART
_	33	8	Pestilenz	NN	NN
_	33	9	gesacht	VVPP	VVPP
_	33	10	wird	VAFIN	VAFIN
_	33	11	blickt	VVFIN	VVFIN
_	33	12	mehr	ADV	ADV
_	33	13	an	APPR	APPR
_	33	14	die	ART	ART
NN	33	15	Menschen	VVFIN	NN
_	33	16	die	ART	ART
APPR	33	17	an	NE	APPR
NN	33	18	Stätten	ADJA	NN
VAFIN	33	19	sind	NE	VAFIN
PRELS	33	20	da	ADV	ADV
_	33	21	die	ART	ART
_	33	22	Pestilenz	NN	NN
_	33	23	ist	VAFIN	VAFIN
_	33	24	dann	ADV	ADV
APPR	33	25	an	NE	APPR
PIAT	33	26	anderen	ADJA	PIS
NN	33	27	Stätten	ADJA	NN
_	33	28	hierum	PAV	PAV
_	33	29	wird	VAFIN	VAFIN
_	33	30	da	ADV	ADV
ADJA	33	31	größer	ADJD	ADJD
NN	33	32	Veränderung	NE	NN
_	33	33	der	ART	ART
_	33	34	Luft	NN	NN
_	33	35	in	APPR	APPR
PPOSAT	33	36	ihren	ADJA	PPOSAT
NN	33	37	Wesen	PWAT	NN
_	33	38	und	KON	KON
_	33	39	natürlichen	ADJA	ADJA
NN	33	40	Widmigkeit	NE	NN
_	33	41	oder	KON	KON
_	33	42	Eigenschaft	NN	NN
APPR	33	43	an	NE	APPR
_	33	44	den	ART	ART
NN	33	45	Stätten	ADJA	NN
KOKOM	33	46	dann	ADV	ADV
_	33	47	an	APPR	APPR
PIAT	33	48	anderen	NN	PIS
NN	33	49	Stätten	ADJA	NN
FM	33	50	item	NN	ADV
PIS	33	51	keinerlei	PIAT	PIS
_	33	52	ist	VAFIN	VAFIN
_	33	53	vergleichen	VVFIN	VVFIN
_	33	54	der	ART	ART
NN	33	55	Ätzung	NE	NN
_	33	56	dass	KOUS	KOUS
_	33	57	ich	PPER	PPER
APPR	33	58	zu	PTKZU	APPR
CARD	33	59	tausend	NE	CARD
_	33	60	Mal	NN	NN
_	33	61	in	APPR	APPR
NN	33	62	Erfahrung	NE	NN
_	33	63	gemerkt	VVPP	VVPP
_	33	64	habe	VAFIN	VAFIN
_	33	65	.	$.	$.
KON	33	66	wann	PWAV	PWAV
NN	33	67	Ätzung	NE	NN
_	33	68	treibt	VVFIN	VVFIN
_	33	69	aus	APPR	APPR
ADV	33	70	sichtiglich	ADJD	ADJD
_	33	71	alles	PIAT	PIAT
_	33	72	Gift	NN	NN
PRELS	33	73	das	ART	ART
_	33	74	sich	PRF	PRF
_	33	75	in	APPR	APPR
ART	33	76	dem	NE	ART
NN	33	77	Leichnam	NE	NN
_	33	78	sammelt	VVFIN	VVFIN
_	33	79	es	PPER	PPER
VVFIN	33	80	kommt	NN	VVFIN
KOUS	33	81	wo	PWAV	PWAV
APPR	33	82	von	XY	APPR
_	33	83	es	PPER	PPER
VMFIN	33	84	will	VVIMP	VMFIN
PAV	33	85	darum	NE	PAV
_	33	86	tragt	VVFIN	VVFIN
_	33	87	die	ART	ART
NN	33	88	Ätzung	NE	NN
_	33	89	dieweil	ADV	ADV
_	33	90	die	ART	ART
NN	33	91	Pestilenz	NE	NN
VVFIN	33	92	währt	ADJD	VVFIN
_	33	93	so	ADV	ADV
VAFIN	33	94	gewird	VVPP	VVFIN
_	33	95	euch	PPER	PPER
_	33	96	nicht	PTKNEG	PTKNEG
_	33	97	.	$.	$.
_	33	98	mit	APPR	APPR
_	33	99	Gottes	NN	NN
NN	33	100	Hilfe	VVIMP	NN
_	33	101	.	$.	$.
_	34	1	die	ART	ART
_	34	2	Pestilenz	NN	NN
_	34	3	zu	PTKZU	PTKZU
_	34	4	heilen	VVINF	VVINF
_	34	5	ob	KOUS	KOUS
PPER	34	6	ihr	PPOSAT	PPER
PRF	34	7	euch	PPER	PRF
_	34	8	nicht	PTKNEG	PTKNEG
_	34	9	des	ART	ART
NN	34	10	Regiments	NE	NN
_	34	11	durch	APPR	APPR
NN	34	12	Versäumlichkeit	NE	NN
_	34	13	recht	ADJD	ADJD
_	34	14	gebraucht	VVPP	VVPP
_	34	15	hat	VAFIN	VAFIN
_	34	16	.	$.	$.
KOUS	35	1	wie	KOKOM	KOUS
PPER	35	2	ihr	PPOSAT	PPER
_	35	3	der	ART	ART
ADJD	35	4	las	VVIMP	ADJD
VAFIN	35	5	werdet	VAFIN	VAFIN
_	35	6	/	$(	$(
KOUS	35	7	alsbald	KOKOM	ADV
PPER	35	8	ihr	PPOSAT	PPER
PIAT	35	9	etwas	PIS	PIAT
_	35	10	Arges	NN	NN
