	token_ids	tokens	goldlabels	predictions
24	24	kleinst	ADJD	ADJD
24	25	gepulvert	NE	VVPP
24	26	.	$.	$.
24	27	wann	PWAV	PWAV
24	28	solcher	PIAT	PIAT
24	29	Trank	VVFIN	NN
24	30	ist	VAFIN	VAFIN
24	31	wahrhaftig	ADJD	ADJD
24	32	nütze	VVIMP	VVFIN
24	33	wider	APPR	APPR
24	34	die	ART	ART
24	35	Krankheit	NN	NN
24	36	durch	APPR	APPR
24	37	mancherlei	NN	PIAT
24	38	Sache	NN	NN
24	39	¶	$(	NN
24	40	zum	APPR	APPRART
24	41	Ersten	ADJA	NN
24	42	erkühlt	VVFIN	VVFIN
24	43	das	ART	ART
24	44	Herz	NN	NN
24	45	und	KON	KON
24	46	löscht	VVFIN	VVFIN
24	47	die	ART	ART
24	48	vergiftigen	ADJA	ADJA
24	49	Verzehrung	VVIMP	NN
24	50	der	ART	ART
24	51	Feuchtigkeit	NE	NN
24	52	¶	$(	NN
24	53	zu	APPR	APPR
24	54	dem	NE	ART
24	55	Anderen	VVINF	PIS
24	56	etlicher	ADJA	PIAT
24	57	Maß	VVFIN	NN
24	58	verzehrter	ADJA	ADJA
24	59	Überflüssigkeit	NN	NN
24	60	bei	APPR	APPR
24	61	dem	NE	ART
24	62	Herzen	NN	NN
24	63	und	KON	KON
24	64	der	ART	ART
24	65	Leber	NN	NN
24	66	.	$.	$.
25	1	zum	APPR	APPRART
25	2	Dritten	ADJA	NN
25	3	er	PPER	PPER
25	4	schließt	VVFIN	VVFIN
25	5	zu	PTKZU	APPR
25	6	die	ART	ART
25	7	Gänge	NE	NN
25	8	und	KON	KON
25	9	Wege	PTKVZ	NN
25	10	der	ART	ART
25	11	vernehmsten	ADJA	ADJA
25	12	Glieder	NN	NN
25	13	die	ART	ART
25	14	nicht	PTKNEG	PTKNEG
25	15	die	ART	ART
25	16	grausamen	ADJA	ADJA
25	17	vergiftigen	ADJA	ADJA
25	18	Dünste	NE	NN
25	19	oder	KON	KON
25	20	Rauch	ADJD	NN
25	21	der	ART	ART
25	22	vergifteten	VVINF	ADJA
25	23	Feuchtigkeit	NN	NN
25	24	das	KOUS	ART
25	25	Herz	NN	NN
25	26	und	KON	KON
25	27	andere	VVIMP	PIS
25	28	gesunde	ADJA	ADJA
25	29	Glieder	NE	NN
25	30	anrührt	ADJD	VVFIN
25	31	.	$.	$.
26	1	¶	$(	XY
26	2	zum	APPR	APPRART
26	3	Vierten	ADJA	NN
26	4	über	APPR	APPR
26	5	.	$.	$.
26	6	4	CARD	ADJA
26	7	.	$.	ADJA
26	8	Tag	NN	NN
26	9	in	APPR	APPR
26	10	aufgehender	NN	ADJA
26	11	Sonne	VVFIN	NN
26	12	oder	KON	KON
26	13	am	NE	APPRART
26	14	aber	ADV	ADV
26	15	vor	APPR	APPR
26	16	dem	NE	ART
26	17	Eingang	NN	NN
26	18	des	ART	ART
26	19	Betts	NN	NN
26	20	nehmt	VVFIN	VVFIN
26	21	ein	ART	ART
26	22	Löffel	NN	NN
26	23	voll	ADJD	ADJD
26	24	dieses	PDAT	PDAT
26	25	Pulvers	NN	NN
26	26	von	APPR	APPR
26	27	Aloe	NE	NE
26	28	cicotrino	NE	NE
26	29	.	$.	$.
26	30	von	XY	APPR
26	31	Mirre	NE	NE
26	32	und	KON	KON
26	33	Ort	NN	NN
26	34	Safran	NN	NE
26	35	mit	APPR	APPR
26	36	ein	ART	ART
26	37	wenig	PIS	PIAT
26	38	Weins	NN	NN
26	39	gemischt	VVPP	ADJD
26	40	mit	APPR	APPR
26	41	Rosen	NE	NN
26	42	Wasser	VVIMP	NN
26	43	und	KON	KON
26	44	des	ART	ART
26	45	Aloe	NE	NE
26	46	soll	NE	VMFIN
26	47	allein	ADV	ADV
26	48	so	ADV	ADV
26	49	viel	ADV	ADV
26	50	sein	VAINF	VAINF
26	51	als	KOKOM	KOKOM
26	52	der	ART	ART
26	53	anderen	ADJA	PIS
26	54	.	$.	$.
26	55	beide	PIAT	PIAT
26	56	solche	PIAT	PIAT
26	57	Pulver	VVIMP	NN
26	58	verjagt	VVPP	VVFIN
26	59	das	ART	ART
26	60	Vergift	NN	NN
26	61	das	ART	ART
26	62	sich	PRF	PRF
26	63	in	APPR	APPR
26	64	solcher	PIAT	PIAT
26	65	Zeit	NN	NN
26	66	stet	ADJD	ADJD
26	67	sammelt	VVFIN	VVFIN
26	68	bei	APPR	APPR
26	69	dem	ART	ART
26	70	Herzen	VVFIN	NN
26	71	und	KON	KON
26	72	bei	APPR	APPR
26	73	den	NE	ART
26	74	fürgenehmsten	ADJA	ADJA
26	75	Gliedern	NN	NN
26	76	.	$.	$.
27	1	¶	$(	XY
27	2	item	NE	ADV
27	3	zu	PTKZU	APPR
27	4	Morgen	ADV	NN
27	5	eh	ADV	KOUS
27	6	ihr	PPOSAT	PPER
27	7	aus	APPR	APPR
27	8	dem	NE	ART
27	9	Haus	VVFIN	NN
27	10	geht	VVFIN	VVFIN
27	11	oder	KON	KON
27	12	nach	APPR	APPR
27	13	Mittag	ADV	NN
27	14	Mal	NN	NN
27	15	auch	ADV	ADV
27	16	alle	PIAT	PIAT
27	17	Stunden	VVFIN	NN
27	18	des	NE	ART
27	19	Tages	ADV	NN
27	20	sollt	NE	VMFIN
27	21	ihr	PPOSAT	PPER
27	22	waschen	VVINF	VVFIN
27	23	die	ART	ART
27	24	Hände	NN	NN
27	25	mit	APPR	APPR
27	26	Essig	NN	NN
27	27	.	$.	$.
27	28	darin	ADV	PAV
27	29	nun	ADV	ADV
27	30	ein	ART	ART
27	31	wenig	PIS	PIAT
27	32	Triaker	NE	NN
27	33	ist	VAFIN	VAFIN
27	34	und	KON	KON
27	35	die	ART	ART
27	36	Hände	NE	NN
27	37	für	NE	APPR
27	38	die	ART	ART
27	39	Nase	ADJA	NN
27	40	gehalten	ADJA	VVPP
27	41	und	KON	KON
27	42	den	ART	ART
27	43	Atem	NN	NN
27	44	an	APPR	APPR
27	45	sich	ADJD	PRF
27	46	gezogen	VVPP	VVPP
27	47	.	$.	$.
28	1	¶	$(	XY
28	2	item	NE	ADV
28	3	eins	PIS	CARD
28	4	oder	NN	KON
28	5	zwier	NE	ADJA
28	6	in	NE	APPR
28	7	der	XY	ART
28	8	Woche	NN	NN
28	9	nehmt	NE	VVFIN
28	10	FW	NE	NN
28	11	mit	APPR	APPR
28	12	6	NE	ADJA
28	13	.	$.	ADJA
28	14	oder	KOUS	KON
28	15	.	$.	ADJA
28	16	vij.	NE	ADJA
28	17	Löffel	NN	NN
28	18	geseihtes	VVPP	ADJA
28	19	Gersten	NN	NN
28	20	Wasser	NN	NN
28	21	am	APPRART	APPRART
28	22	Aufgang	VVFIN	NN
28	23	der	ART	ART
28	24	Sonne	VVFIN	NN
28	25	ein	ART	ART
28	26	wenig	PIS	PIAT
28	27	Lab	NE	NN
28	28	das	ART	PDS
28	29	ist	VAFIN	VAFIN
28	30	in	APPR	APPR
28	31	Wahrheit	NN	NN
28	32	ein	ART	ART
28	33	gut	ADJD	ADJD
28	34	verborgene	NE	ADJA
28	35	Arznei	NN	NN
28	36	und	KON	KON
28	37	Doktoren	NE	NN
28	38	die	ART	ART
28	39	solchen	PIAT	PIAT
28	40	Trank	NN	NN
28	41	erkannten	VVFIN	VVFIN
28	42	haben	VAFIN	VAFIN
28	43	den	NE	ART
28	44	für	APPR	APPR
28	45	heimlich	ADJD	ADJD
28	46	gehalten	VVPP	VVPP
28	47	.	$.	$.
28	48	wann	PWAV	PWAV
28	49	so	ADV	ADV
28	50	er	PPER	PPER
28	51	sauer	ADJD	ADJD
28	52	ist	VAFIN	VAFIN
28	53	hat	VAFIN	VAFIN
28	54	er	PPER	PPER
28	55	Eigenschaft	NN	NN
28	56	wider	NE	APPR
28	57	Vergift	NE	NN
28	58	und	KON	KON
28	59	dient	VVFIN	VVFIN
28	60	sehr	NE	ADV
28	61	zum	APPRART	APPRART
28	62	Herzen	NN	NN
28	63	auch	ADV	ADV
28	64	reinigt	VVFIN	VVFIN
28	65	er	PPER	PPER
28	66	die	ART	ART
28	67	Leber	NN	NN
28	68	den	NE	ART
28	69	Magen	NE	NN
28	70	und	KON	KON
28	71	die	ART	ART
28	72	Nieren	NN	NN
28	73	dass	ART	KOUS
28	74	sehr	NE	ADV
28	75	not	NN	ADJD
28	76	ist	VAFIN	VAFIN
28	77	in	APPR	APPR
28	78	dieser	PDAT	PDAT
28	79	Krankheit	NE	NN
28	80	und	KON	KON
28	81	die	ART	ART
28	82	Doktoren	NE	NN
28	83	die	ART	ART
28	84	des	ART	ART
28	85	Getranks	NE	NN
28	86	erfahren	VVINF	VVPP
28	87	haben	VAFIN	VAFIN
28	88	gebrauchen	VVFIN	VVFIN
28	89	das	KOUS	PDS
28	90	zu	PTKZU	APPR
28	91	Bewahrung	NE	NN
28	92	vor	APPR	APPR
28	93	dieser	PDAT	PDAT
28	94	Kranckheit	NE	NN
28	95	im	APPRART	APPRART
28	96	Lenzen	VVINF	NN
28	97	und	KON	KON
28	98	im	APPRART	APPRART
28	99	Sommer	NN	NN
28	100	und	KON	KON
28	101	allweg	ADV	NN
28	102	in	NE	APPR
28	103	traurigen	ADJA	ADJA
28	104	Sommern	NE	NN
28	105	gebrauchen	VVINF	VVFIN
28	106	dieses	PDS	PDAT
28	107	Getranks	NE	NN
28	108	als	KOKOM	KOKOM
28	109	des	ART	ART
28	110	behaglichsten	ADJA	ADJA
28	111	und	KON	KON
28	112	besten	VVINF	ADJA
28	113	Rats	NN	NN
28	114	in	APPR	APPR
28	115	solcher	PIAT	PIAT
28	116	Weise	VVFIN	NN
28	117	gebrauchen	VVFIN	VVFIN
28	118	sie	PPER	PPER
28	119	auch	ADV	ADV
28	120	des	ART	ART
28	121	Pulvers	NN	NN
28	122	von	XY	APPR
28	123	Aloe	NE	NE
28	124	.	$.	$.
28	125	wann	PWAV	PWAV
28	126	dieser	PDAT	PDAT
28	127	Pulver	VVIMP	NN
28	128	am	APPRART	APPRART
28	129	anderen	ADJA	PIS
28	130	Tag	NN	NN
28	131	nach	APPR	APPR
28	132	seiner	PPOSAT	PPOSAT
28	133	Empfangung	NE	NN
28	134	macht	VVFIN	VVFIN
28	135	er	PPER	PPER
28	136	zwei	NE	CARD
28	137	oder	KON	KON
28	138	drei	CARD	CARD
28	139	Stühle	NN	NN
28	140	Gänge	NE	NN
28	141	mehr	ADV	ADV
28	142	dann	ADV	ADV
28	143	der	ART	ART
28	144	Mensch	NE	NN
28	145	gewohnt	VVPP	VVPP
28	146	ist	VAFIN	VAFIN
28	147	.	$.	$.
28	148	und	KON	KON
28	149	gleicher	ADJA	ADJA
28	150	Weise	VVFIN	NN
28	151	als	KOKOM	KOKOM
28	152	das	KOUS	ART
28	153	Fleisch	VVIMP	NN
28	154	in	NE	APPR
28	155	einen	ART	ART
28	156	Topf	VVIMP	NN
28	157	am	APPRART	APPRART
28	158	Anbeginn	NE	NN
28	159	seines	NN	PPOSAT
28	160	Siedens	NN	NN
28	161	geschäumt	VVPP	VVPP
28	162	wird	VAFIN	VAFIN
28	163	und	KON	KON
28	164	gereinigt	VVPP	VVPP
28	165	von	XY	APPR
28	166	seiner	PPOSAT	PPOSAT
28	167	Unflätigkeit	NN	NN
28	168	so	ADV	ADV
28	169	tut	VVFIN	VVFIN
28	170	dieses	PDS	PDAT
28	171	Pulver	VVIMP	NN
28	172	auch	ADV	ADV
28	173	es	PPER	PPER
28	174	reinigt	VVFIN	VVFIN
28	175	stet	ADJD	ADJD
28	176	den	ART	ART
28	177	Unflat	NN	NN
28	178	und	KON	KON
28	179	Vergift	NN	NN
28	180	das	KOUS	ART
28	181	sich	PRF	PRF
28	182	an	APPR	APPR
28	183	Unflat	NE	NN
28	184	sammelt	VVFIN	VVFIN
28	185	zu	PTKZU	APPR
28	186	dem	NE	ART
28	187	Herzen	NN	NN
28	188	und	KON	KON
28	189	den	NE	ART
28	190	anderen	ADJA	PIS
28	191	fürnehmischen	ADJA	ADJA
28	192	Gliedern	NN	NN
28	193	in	APPR	APPR
28	194	solchem	PIAT	PIAT
28	195	Anblick	NN	NN
28	196	des	ART	ART
28	197	Himmels	NN	NN
28	198	.	$.	$.
29	1	jedoch	ADV	ADV
29	2	etliche	PIAT	PIAT
29	3	Doktoren	NE	NN
29	4	machen	VVINF	VVFIN
29	5	aus	APPR	APPR
29	6	diesem	PDAT	PDAT
29	7	Pulver	VVIMP	NN
29	8	Pillen	NE	NN
29	9	um	XY	APPR
29	10	ihrer	PPOSAT	PPOSAT
29	11	Purheit	NE	NN
29	12	willen	NN	APPO
29	13	das	ART	PRELS
29	14	ich	PPER	PPER
29	15	durch	APPR	APPR
29	16	etlicher	ADJA	PIAT
29	17	Sache	NN	NN
29	18	willen	NN	APPO
29	19	nicht	PTKNEG	PTKNEG
29	20	zugib	PTKZU	VVFIN
29	21	oder	KON	KON
29	22	bewähre	VVIMP	VVFIN
29	23	auch	ADV	ADV
29	24	die	ART	ART
29	25	fürnehmsten	ADJA	ADJA
29	26	Doktoren	NE	NN
29	27	haben	VAFIN	VAFIN
29	28	das	KOUS	PDS
29	29	nicht	PTKNEG	PTKNEG
29	30	gesetzt	VVPP	VVPP
29	31	oder	KON	KON
29	32	gelehrt	VVPP	VVPP
29	33	dass	ART	KOUS
29	34	man	NE	PIS
29	35	sie	PPER	PPER
29	36	in	NE	APPR
29	37	Pillen	NN	NN
29	38	geben	VVINF	VVINF
29	40	soll	VVFIN	VMFIN
29	41	.	$.	$.
29	42	wie	KOKOM	KOUS
29	43	wohl	ADV	ADV
29	44	dieses	PDAT	PDAT
29	45	Pulver	VVIMP	NN
29	46	fast	ADV	ADV
29	47	bitter	ADJD	ADJD
29	48	ist	VAFIN	VAFIN
29	49	.	$.	$.
30	1	jedoch	ADV	ADV
30	2	so	ADV	ADV
30	3	der	ART	ART
30	4	Mund	NN	NN
30	5	eins	PIS	CARD
30	6	oder	KON	KON
30	7	zwier	NE	ADJD
30	8	gewaschen	VVPP	VVPP
30	9	wird	VAFIN	VAFIN
30	10	darnach	PAV	ADV
30	11	so	ADV	ADV
30	12	vergeht	NN	VVFIN
30	13	die	ART	ART
30	14	Bitterkeit	NE	NN
30	15	aber	KON	KON
30	16	das	KOUS	ART
30	17	Pulver	VVIMP	NN
30	18	wirkt	VVFIN	VVFIN
30	19	viel	ADV	ADV
30	20	mehr	ADV	ADV
30	21	wann	PWAV	PWAV
30	22	die	ART	ART
30	23	Pillen	NN	NN
30	24	.	$.	$.
31	1	¶	$(	XY
31	2	item	NN	ADV
31	3	am	APPRART	APPRART
31	4	allermeisten	PIAT	NN
31	5	in	NE	APPR
31	6	Bewahrung	NE	NN
31	7	der	ART	ART
31	8	Pestilenz	NN	NN
31	9	sollt	NE	VMFIN
31	10	ihr	PPOSAT	PPER
31	11	fliehen	VVINF	VVFIN
31	12	die	ART	ART
31	13	Stätte	ADJD	NN
31	14	da	ADV	ADV
31	15	Pestilenz	NN	NN
31	16	ist	VAFIN	VAFIN
31	17	.	$.	$.
31	18	wann	PWAV	PWAV
31	19	die	ART	ART
31	20	giftigen	ADJA	ADJA
31	21	Menschen	NN	NN
31	22	vergiften	VVINF	VVFIN
31	23	euch	PPER	PRF
31	24	eure	NE	PPOSAT
31	25	Luft	NN	NN
31	26	.	$.	$.
32	1	auch	ADV	ADV
32	2	das	KOUS	ART
32	3	Teil	NN	NN
32	4	des	ART	ART
32	5	Himmels	NN	NN
32	6	daraus	PAV	PAV
32	7	die	ART	ART
32	8	Pestilenz	NN	NN
32	9	gesacht	VVPP	VVPP
32	10	wird	VAFIN	VAFIN
32	11	blickt	VVFIN	VVFIN
32	12	mehr	ADV	ADV
32	13	an	APPR	APPR
32	14	die	ART	ART
32	15	Menschen	VVFIN	NN
32	16	die	ART	ART
32	17	an	NE	APPR
32	18	Stätten	ADJA	NN
32	19	sind	NE	VAFIN
32	20	da	ADV	ADV
32	21	die	ART	ART
32	22	Pestilenz	NN	NN
32	23	ist	VAFIN	VAFIN
32	24	dann	ADV	ADV
32	25	an	NE	APPR
32	26	anderen	ADJA	PIS
32	27	Stätten	ADJA	NN
32	28	hierum	PAV	PAV
32	29	wird	VAFIN	VAFIN
32	30	da	ADV	ADV
32	31	größer	ADJD	ADJD
32	32	Veränderung	NE	NN
32	33	der	ART	ART
32	34	Luft	NN	NN
32	35	in	APPR	APPR
32	36	ihren	ADJA	PPOSAT
32	37	Wesen	PWAT	NN
32	38	und	KON	KON
32	39	natürlichen	ADJA	ADJA
32	40	Widmigkeit	NE	NN
32	41	oder	KON	KON
32	42	Eigenschaft	NN	NN
32	43	an	NE	APPR
32	44	den	ART	ART
32	45	Stätten	ADJA	NN
32	46	dann	ADV	ADV
32	47	an	APPR	APPR
32	48	anderen	NN	PIS
32	49	Stätten	ADJA	NN
32	50	item	NN	ADV
32	51	keinerlei	PIAT	PIS
32	52	ist	VAFIN	VAFIN
32	53	vergleichen	VVFIN	VVFIN
32	54	der	ART	ART
32	55	Ätzung	NE	NN
32	56	dass	KOUS	KOUS
32	57	ich	PPER	PPER
32	58	zu	PTKZU	APPR
32	59	tausend	NE	CARD
32	60	Mal	NN	NN
32	61	in	APPR	APPR
32	62	Erfahrung	NE	NN
32	63	gemerkt	VVPP	VVPP
32	64	habe	VAFIN	VAFIN
32	65	.	$.	$.
32	66	wann	PWAV	PWAV
32	67	Ätzung	NE	NN
32	68	treibt	VVFIN	VVFIN
32	69	aus	APPR	APPR
32	70	sichtiglich	ADJD	ADJD
32	71	alles	PIAT	PIAT
32	72	Gift	NN	NN
32	73	das	ART	ART
32	74	sich	PRF	PRF
32	75	in	APPR	APPR
32	76	dem	NE	ART
32	77	Leichnam	NE	NN
32	78	sammelt	VVFIN	VVFIN
32	79	es	PPER	PPER
32	80	kommt	NN	VVFIN
32	81	wo	PWAV	PWAV
32	82	von	XY	APPR
32	83	es	PPER	PPER
32	84	will	VVIMP	VMFIN
32	85	darum	NE	PAV
32	86	tragt	VVFIN	VVFIN
32	87	die	ART	ART
32	88	Ätzung	NE	NN
32	89	dieweil	ADV	ADV
32	90	die	ART	ART
32	91	Pestilenz	NE	NN
32	92	währt	ADJD	VVFIN
32	93	so	ADV	ADV
32	94	gewird	VVPP	VVFIN
32	95	euch	PPER	PRF
32	96	nicht	PTKNEG	PTKNEG
32	97	.	$.	$.
32	98	mit	APPR	APPR
32	99	Gottes	NN	NN
32	100	Hilfe	VVIMP	NN
32	101	.	$.	$.
33	1	die	ART	ART
33	2	Pestilenz	NN	NN
33	3	zu	PTKZU	PTKZU
33	4	heilen	VVINF	VVINF
33	5	ob	KOUS	KOUS
33	6	ihr	PPOSAT	PPER
33	7	euch	PPER	PRF
33	8	nicht	PTKNEG	PTKNEG
33	9	des	ART	ART
33	10	Regiments	NE	NN
33	11	durch	APPR	APPR
33	12	Versäumlichkeit	NE	NN
33	13	recht	ADJD	ADJD
33	14	gebraucht	VVPP	VVPP
33	15	hat	VAFIN	VAFIN
33	16	.	$.	$.
34	1	wie	KOKOM	KOUS
34	2	ihr	PPOSAT	PPER
34	3	der	ART	ART
34	4	las	VVIMP	VVFIN
34	5	werdet	VAFIN	VAFIN
34	6	/	$(	$(
34	7	alsbald	KOKOM	VVFIN
34	8	ihr	PPOSAT	PPOSAT
34	9	etwas	PIS	PIAT
34	10	Arges	NN	NN
34	11	empfindet	NE	VVFIN
34	12	es	PPER	PPER
34	13	sei	VAFIN	VAFIN
34	14	Tag	NN	NN
34	15	oder	KON	KON
34	16	Nacht	NN	NN
34	17	.	$.	$.
34	18	so	ADV	ADV
34	19	nehmt	NE	VVFIN
34	20	von	XY	APPR
34	21	Stunde	ADJD	NN
34	22	an	APPR	APPR
34	23	ein	XY	ART
34	24	Löffel	VVIMP	NN
34	25	voll	ADJD	ADJD
34	26	des	ART	ART
34	27	Pulvers	NN	NN
34	28	.	$.	$.
35	1	als	KOKOM	KOKOM
35	2	von	XY	APPR
35	3	Diptam	NE	NE
35	4	.	$.	$.
35	5	Bibenelle	NN	NE
35	6	.	$.	$.
35	7	Tormentille	NE	NE
35	8	.	$.	$.
35	9	bollo	NE	NE
35	10	armeno	NE	NE
35	11	.	$.	$.
35	12	terra	NE	NE
35	13	ſigilata	NE	ADJA
35	14	.	$.	$.
35	15	mit	APPR	APPR
35	16	Wein	NN	NN
35	17	und	KON	KON
35	18	mit	APPR	APPR
35	19	Wasser	VVIMP	NN
35	20	aus	APPR	APPR
35	21	Tormentillen	NE	NN
35	22	wurtzel	NN	ADJD
35	23	de­s­til­lie­rt	NE	VVPP
35	24	¶	$(	NN
35	25	von	NE	APPR
35	26	diesem	PDAT	PDAT
35	27	Pulver	VVIMP	NN
35	28	sag	VVIMP	VVIMP
35	29	ich	PPER	PPER
35	30	dass	KOUS	KOUS
35	31	ich	PPER	PPER
35	32	hundert	VVFIN	CARD
35	33	Mal	NN	NN
35	34	bewährt	VVPP	VVPP
35	35	habe	VAFIN	VAFIN
35	36	dass	KOUS	KOUS
35	37	ein	ART	ART
35	38	itzlich	NE	ADJD
35	39	dieser	PDAT	PDAT
35	40	Wurz	NN	NN
35	41	für	APPR	APPR
35	42	sich	PRF	PRF
35	43	selbst	ADJD	ADV
35	44	die	ART	ART
35	45	Gift	NN	NN
35	46	vertreibt	NE	VVFIN
35	47	es	PPER	PPER
35	48	kommt	NE	VVFIN
35	49	von	XY	APPR
35	50	Tier	NN	NN
35	51	Biss	VVIMP	NN
35	52	oder	KON	KON
35	53	Schlangen	VVFIN	NN
35	54	.	$.	$.
35	55	wann	PWAV	PWAV
35	56	zu	PTKZU	APPR
35	57	Hand	VAFIN	NN
35	58	mit	APPR	APPR
35	59	Gewalt	NN	NN
35	60	so	ADV	ADV
35	61	treibt	VVFIN	VVFIN
35	62	es	PPER	PPER
35	63	das	KOUS	ART
35	64	Gift	NN	NN
35	65	aus	APPR	APPR
35	66	mit	APPR	APPR
35	67	dem	NE	ART
35	68	Blut	NN	NN
35	69	darum	PAV	PAV
35	70	als	KOKOM	KOKOM
35	71	bald	VVFIN	ADV
35	72	man	NE	PIS
35	73	dieses	NE	PDAT
35	74	Pulver	VVIMP	NN
35	75	nimmt	NE	VVFIN
35	76	soll	VMFIN	VMFIN
35	77	man	NE	PIS
35	78	zu	PTKZU	APPR
35	79	der	XY	ART
35	80	Ader	VVINF	NN
35	81	lassen	VVFIN	VVINF
35	82	und	KON	KON
35	83	dieser	PDAT	PDS
35	84	lassen	VVINF	VVINF
35	85	gehen	VVFIN	VVINF
35	86	.	$.	$.
35	87	an	NE	APPR
35	88	der	ART	ART
35	89	Ader	VVINF	NN
35	90	die	ART	ART
35	91	all	PIAT	PIAT
35	92	nächst	APPR	ADJD
35	93	ist	VAFIN	VAFIN
35	94	der	ART	ART
35	95	Stätte	NE	NN
35	96	da	ADV	ADV
35	97	der	ART	ART
35	98	Beulen	VVIMP	NN
35	99	oder	KON	KON
35	100	Pestilenz	NN	NN
35	101	ist	VAFIN	VAFIN
35	102	.	$.	$.
36	1	sieht	NN	VVFIN
36	2	man	NE	PIS
36	3	keine	NE	PIAT
36	4	Beulen	VVIMP	NN
36	5	oder	KON	KON
36	6	Schwäre	ADJD	NN
36	7	.	$.	$.
37	1	besonder	VVIMP	ADJD
37	2	ein	ART	ART
37	3	Hitze	NE	NN
37	4	mit	APPR	APPR
37	5	Kälte	VVFIN	NN
37	6	und	KON	KON
37	7	Zittern	VVIMP	NN
37	8	.	$.	$.
38	1	und	KON	KON
38	2	die	ART	ART
38	3	Glieder	NN	NN
38	4	werden	VAINF	VAFIN
38	5	schwer	ADJD	ADJD
38	6	und	KON	KON
38	7	dem	NE	ART
38	8	Menschen	NN	NN
38	9	schläfert	VVFIN	VVFIN
38	10	.	$.	$.
39	1	so	ADV	ADV
39	2	nehmt	VVFIN	VVFIN
39	3	das	ART	ART
39	4	vorgeschriebene	VVPP	ADJA
39	5	Pulver	VVIMP	NN
39	6	in	APPR	APPR
39	7	Maßen	VVFIN	NN
39	8	wie	KOKOM	KOKOM
39	9	vor	APPR	ADV
39	10	berührt	VVFIN	VVPP
39	11	ist	VAFIN	VAFIN
39	12	und	KON	KON
39	13	von	APPR	APPR
39	14	Stunde	VVFIN	NN
39	15	an	APPR	APZR
39	16	lasse	VVFIN	VVFIN
39	17	man	PIS	PIS
39	18	die	ART	ART
39	19	Medianadern	NN	NN
39	20	und	KON	KON
39	21	über	APPR	APPR
39	22	eine	ART	ART
39	23	Stunde	VVFIN	NN
39	24	lasse	VVFIN	VVFIN
39	25	man	PIS	PIS
39	26	an­der­wärts	NE	ADV
39	27	ist	VAFIN	VAFIN
39	28	anders	ADV	ADV
39	29	die	ART	ART
39	30	Natur	NN	NN
39	31	so	ADV	ADV
39	32	kräftig	ADJD	ADJD
39	33	dass	ART	KOUS
39	34	sie	PPER	PPER
39	35	das	ART	ART
39	36	Lassen	VVINF	NN
39	37	geleiden	VVINF	VVINF
39	38	mag	VMFIN	VMFIN
39	39	merkt	VVFIN	VVFIN
39	40	eben	ADV	ADV
39	41	dass	ART	KOUS
39	42	man	NE	PIS
39	43	viel	ADV	ADV
39	44	auf	APPR	APPR
39	45	ein	ART	ART
39	46	Mal	NN	NN
39	47	lassen	VVFIN	VVINF
39	48	soll	NE	VMFIN
39	49	also	ADV	ADV
39	50	dass	ART	KOUS
39	51	ein	ART	ART
39	52	Pfund	NN	NN
39	53	Bluts	NN	NN
39	54	gelassen	NN	VVPP
39	55	werde	VAFIN	VAFIN
39	56	.	$.	$.
39	57	wann	PWAV	PWAV
39	58	wenig	PIS	PIAT
39	59	Bluts	NN	NN
39	60	lassen	VVINF	VVINF
39	61	ist	VAFIN	VAFIN
39	62	schädlicher	ADJA	ADJD
39	63	dann	ADV	ADV
39	64	dass	ART	KOUS
39	65	man	PIS	PIS
39	66	nicht	PTKNEG	PTKNEG
39	67	ließ	VVFIN	VVFIN
39	68	und	KON	KON
39	69	tötet	VVFIN	VVFIN
39	70	mehr	ADV	ADV
39	71	dann	ADV	ADV
39	72	sie	PPER	PPER
39	73	gesund	ADJD	ADJD
39	74	macht	VVFIN	VVFIN
39	75	und	KON	KON
39	76	das	ART	PDS
39	77	sehen	VVFIN	VVFIN
39	78	wir	PPER	PPER
39	79	vor	APPR	APPR
39	80	Augen	NN	NN
39	81	wann	PWAV	PWAV
39	82	alle	PIAT	PIS
39	83	die	ART	ART
39	84	Pestilenz	NE	NN
39	85	an	APPR	PTKVZ
39	86	stößt	VVFIN	VVFIN
39	87	lassen	VVINF	VVFIN
39	88	zu	PTKZU	APPR
39	89	der	ART	ART
39	90	Ader	VVINF	NN
39	91	.	$.	$.
40	1	aber	KON	KON
40	2	nach	APPR	APPR
40	3	aller	PIAT	PIAT
40	4	Gewohnheit	NN	NN
40	5	lassen	VVINF	VVFIN
40	6	sie	PPER	PPER
40	7	wenig	PIS	PIAT
40	8	Bluts	NN	NN
40	9	gehen	APPR	VVINF
40	10	und	KON	KON
40	11	sterben	VVINF	VVFIN
40	12	sonder	NN	KON
40	13	in	APPR	APPR
40	14	der	ART	ART
40	15	großen	ADJA	ADJA
40	16	Aderlassung	NE	NN
40	17	so	ADV	ADV
40	18	man	NE	PIS
40	19	viel	ADV	PIAT
40	20	Bluts	NN	NN
40	21	auf	APPR	APPR
40	22	ein	ART	ART
40	23	Mal	NN	NN
40	24	lässt	VVIMP	VVFIN
40	25	gehen	APPR	VVINF
40	26	.	$.	$.
41	1	ist	VAFIN	VAFIN
41	2	anders	ADV	ADV
41	3	wann	PWAV	PWAV
41	4	das	ART	ART
41	5	Vergift	NE	NN
41	6	geht	VVFIN	VVFIN
41	7	mit	APPR	APPR
41	8	dem	ART	ART
41	9	Blut	NN	NN
41	10	.	$.	$.
