	token_ids	tokens	goldlabels	predictions
58	32	diesen	PDAT	PDAT
58	33	Brunnen	NN	NN
58	34	in	APPR	APPR
58	35	verglasten	VVFIN	ADJA
58	36	Töpfen	NN	NN
58	37	zum	APPRART	APPRART
58	38	Feuer	NN	NN
58	39	setzen	VVINF	VVINF
58	40	/	$(	$(
58	41	und	KON	KON
58	42	als	KOKOM	KOKOM
58	43	denn	KON	ADV
58	44	werden	VAINF	VAFIN
58	45	sich	PRF	PRF
58	46	nachfolgende	ADJA	ADJA
58	47	Dinge	NN	NN
58	48	ereignen	VVINF	VVINF
58	49	.	$.	$.
59	1	erstlich	ADV	ADJD
59	2	wird	VAFIN	VAFIN
59	3	es	PPER	PPER
59	4	durch	APPR	APPR
59	5	die	ART	ART
59	6	Töpfe	NN	NN
59	7	dringen	VVFIN	VVINF
59	8	/	$(	$(
59	9	wie	KOKOM	KOUS
59	10	ein	ART	ART
59	11	Öl	NE	NN
59	12	.	$.	$.
60	1	zum	APPRART	APPRART
60	2	Anderen	ADJA	PIS
60	3	wird	VAFIN	VAFIN
60	4	die	ART	ART
60	5	Fettigkeit	NN	NN
60	6	auswendig	ADJD	ADJD
60	7	an	APPR	APPR
60	8	den	ART	ART
60	9	Töpfen	NN	NN
60	10	beim	APPRART	APPRART
60	11	Feuer	NN	NN
60	12	verharschen	VVINF	VVINF
60	13	und	KON	KON
60	14	anlaufen	VVINF	VVFIN
60	15	.	$.	$.
61	1	zum	APPRART	APPRART
61	2	Dritten	ADJA	NN
61	3	wird	VAFIN	VAFIN
61	4	es	PPER	PPER
61	5	/	$(	$(
61	6	dieweil	KOUS	KOUS
61	7	man	PIS	PIS
61	8	es	PPER	PPER
61	9	beim	APPRART	APPRART
61	10	Feuer	NN	NN
61	11	hat	VAFIN	VAFIN
61	12	/	$(	$(
61	13	von	APPR	APPR
61	14	fern	ADJA	ADJD
61	15	einen	ART	ART
61	16	Nidorem	NE	NN
61	17	oder	KON	KON
61	18	Geruch	NN	NN
61	19	von	APPR	APPR
61	20	sich	PRF	PRF
61	21	geben	VVINF	VVINF
61	22	/	$(	$(
61	23	als	KOKOM	KON
61	24	wenn	KOUS	KOUS
61	25	etwas	PIS	PIAT
61	26	Fettes	NN	NN
61	27	im	APPRART	APPRART
61	28	Tiegel	NN	NN
61	29	verbrannt	VVPP	VVPP
61	30	wird	VAFIN	VAFIN
61	31	.	$.	$.
62	1	zum	APPRART	APPRART
62	2	Vierten	ADJA	NN
62	3	/	$(	$(
62	4	wenn	KOUS	KOUS
62	5	man	PIS	PIS
62	6	eine	ART	ART
62	7	Hand	NN	NN
62	8	im	APPRART	APPRART
62	9	Sieden	VVINF	NN
62	10	erstlich	ADV	ADJD
62	11	vor	APPR	APPR
62	12	die	ART	ART
62	13	Töpfe	NN	NN
62	14	/	$(	$(
62	15	und	KON	KON
62	16	geschwind	ADJD	ADJD
62	17	drauf	PTKVZ	PAV
62	18	vor	APPR	APPR
62	19	die	ART	ART
62	20	Nase	NN	NN
62	21	hält	VVFIN	VVFIN
62	22	/	$(	$(
62	23	so	ADV	ADV
62	24	wird	VAFIN	VAFIN
62	25	dieselbe	PDAT	PDS
62	26	gleichsam	ADJD	ADJD
62	27	harzig	ADJD	ADJD
62	28	oder	KON	KON
62	29	pechig	VVFIN	ADJD
62	30	riechen	VVINF	VVINF
62	31	.	$.	$.
63	1	folgend	VVPP	ADJD
63	2	wenn	KOUS	KOUS
63	3	das	ART	ART
63	4	Wasser	NN	NN
63	5	fast	ADV	ADV
63	6	gar	ADV	ADV
63	7	eingesotten	ADJD	VVPP
63	8	/	$(	$(
63	9	lassen	VVINF	VVFIN
63	10	sich	PRF	PRF
63	11	kleine	ADJA	ADJA
63	12	Tröpflein	NN	NN
63	13	/	$(	$(
63	14	wie	KOKOM	KOKOM
63	15	Öl	NE	NN
63	16	sehen	VVINF	VVINF
63	17	/	$(	$(
63	18	und	KON	KON
63	19	endlich	ADV	ADV
63	20	bleibt	VVFIN	VVFIN
63	21	auf	APPR	APPR
63	22	dem	ART	ART
63	23	Grunde	NN	NN
63	24	eine	ART	ART
63	25	pechige	VVFIN	ADJA
63	26	Materie	NN	NN
63	27	/	$(	$(
63	28	aller	PIAT	PIAT
63	29	Dinge	NN	NN
63	30	/	$(	$(
63	31	wie	KOKOM	KOKOM
63	32	in	APPR	APPR
63	33	der	ART	ART
63	34	Destillation	NN	NN
63	35	geschehen	VVPP	VVPP
63	36	.	$.	$.
64	1	ja	PTKANT	ADV
64	2	wenn	KOUS	KOUS
64	3	man	PIS	PIS
64	4	gleich	ADV	ADJD
64	5	mit	APPR	APPR
64	6	den	ART	ART
64	7	geläuterten	ADJA	ADJA
64	8	Brunnen	NN	NN
64	9	siedet	VAFIN	VVFIN
64	10	/	$(	$(
64	11	findet	VVFIN	VVFIN
64	12	sich	PRF	PRF
64	13	unten	ADV	ADV
64	14	wiewohl	KOUS	KOUS
64	15	wenig	PIS	ADV
64	16	eine	ART	ART
64	17	schwarze	ADJA	ADJA
64	18	Materie	NN	NN
64	19	/	$(	$(
64	20	welche	PWAT	PRELS
64	21	das	ART	ART
64	22	Feuer	NN	NN
64	23	annimmt	VVFIN	VVFIN
64	24	/	$(	$(
64	25	brennt	VVFIN	VVFIN
64	26	und	KON	KON
64	27	glimmt	VVFIN	VVFIN
64	28	/	$(	$(
64	29	und	KON	KON
64	30	gleich	ADV	ADJD
64	31	weißliche	ADJA	ADJA
64	32	silberne	ADJA	ADJA
64	33	Pünktlein	NN	NN
64	34	bekommt	VVFIN	VVFIN
64	35	.	$.	$.
65	1	weil	KOUS	KOUS
65	2	demnach	PAV	ADV
65	3	erstlich	ADV	ADJD
65	4	das	ART	ART
65	5	Sedimentum	NE	NN
65	6	das	ART	PDS
65	7	ist	VAFIN	VAFIN
65	8	das	ART	ART
65	9	jenige	PIAT	ADJA
65	10	/	$(	$(
65	11	was	PWS	PRELS
65	12	sich	PRF	PRF
65	13	in	APPR	APPR
65	14	der	ART	ART
65	15	Destillation	NN	NN
65	16	und	KON	KON
65	17	Sieden	VVINF	NN
65	18	zu	PTKZU	APPR
65	19	Grunde	NN	NN
65	20	setzt	VVFIN	VVFIN
65	21	/	$(	$(
65	22	einem	ART	ART
65	23	Bitumini	NE	NN
65	24	oder	KON	KON
65	25	Erdpech	NN	NN
65	26	oder	KON	KON
65	27	Erdwachs	NN	NN
65	28	gar	ADV	ADV
65	29	gleich	ADV	ADJD
65	30	und	KON	KON
65	31	ähnlich	ADJD	ADJD
65	32	ist	VAFIN	VAFIN
65	33	/	$(	$(
65	34	vors	APPRART	APPR
65	35	Andere	ADJD	PIS
65	36	/	$(	$(
65	37	weil	KOUS	KOUS
65	38	es	PPER	PPER
65	39	brennt	VVFIN	VVFIN
65	40	/	$(	$(
65	41	und	KON	KON
65	42	zwar	ADV	ADV
65	43	auch	ADV	ADV
65	44	im	APPRART	APPRART
65	45	Wasser	NN	NN
65	46	/	$(	$(
65	47	und	KON	KON
65	48	nicht	PTKNEG	PTKNEG
65	49	bald	ADV	ADV
65	50	verlischt	VVFIN	VVPP
65	51	.	$.	$.
66	1	(	$(	$(
66	2	Ardere	FM	NN
66	3	in	FM	APPR
66	4	aquis	FM	NE
66	5	,	$,	$,
66	6	amiciss	FM	NE
66	7	.	$.	$.
66	8	esse	FM	VVFIN
66	9	igni	FM	NE
66	10	,	$,	$,
66	11	cumq̒ue	FM	ADJA
66	12	facilè	FM	ADJA
66	13	conceptum	FM	NN
66	14	non	FM	ADJA
66	15	facilè	FM	ADJA
66	16	dimittere	FM	NN
66	17	bitumini	FM	ADJA
66	18	peculiare	FM	NN
66	19	est	FM	ADJA
66	20	.	$.	$.
66	21	Solenander	FM	NN
66	22	lib.	FM	NE
66	23	1.	FM	ADJA
66	24	de	FM	NE
66	25	font	FM	NE
66	26	.	$.	$.
67	1	Cal	FM	NE
67	2	.	$.	$.
67	3	causa	FM	NE
67	4	cap.	FM	ADJA
67	5	10.	FM	ADJA
67	6	pag.	FM	VVFIN
67	7	90.	FM	ADJA
67	8	&	$(	KON
67	9	ibidem	FM	NN
67	10	pag.	FM	VVFIN
67	11	97.	FM	ADJA
67	12	Bitumen	FM	NN
67	13	,	$,	$,
67	14	facilè	FM	NE
67	15	inflammatur	FM	NN
67	16	,	$,	$,
67	17	pertinaciter	FM	NN
67	18	ignem	FM	ADJA
67	19	retinet	FM	NN
67	20	,	$,	$,
67	21	&	$(	KON
67	22	difficulter	FM	NN
67	23	aut	FM	VVFIN
67	24	nunquam	FM	NE
67	25	aqua	FM	NE
67	26	extinguitur	FM	NN
67	27	.	$.	$.
68	1	)	$(	$(
68	2	zum	APPRART	APPRART
68	3	Dritten	ADJA	NN
68	4	/	$(	$(
68	5	weil	KOUS	KOUS
68	6	das	ART	ART
68	7	Wasser	NN	NN
68	8	/	$(	$(
68	9	in	APPR	APPR
68	10	dem	ART	ART
68	11	es	PPER	PPER
68	12	gesotten	VVPP	VVPP
68	13	/	$(	$(
68	14	und	KON	KON
68	15	das	ART	ART
68	16	Sedimentum	NE	NN
68	17	,	$,	$,
68	18	wenn	KOUS	KOUS
68	19	es	PPER	PPER
68	20	verbrannt	VVPP	VVPP
68	21	wird	VAFIN	VAFIN
68	22	/	$(	$(
68	23	einen	ART	ART
68	24	Geruch	NN	NN
68	25	/	$(	$(
68	26	wie	KOKOM	KOUS
68	27	ein	ART	ART
68	28	Pech	NN	NN
68	29	/	$(	$(
68	30	von	APPR	APPR
68	31	sich	PRF	PRF
68	32	gibt	VVFIN	VVFIN
68	33	.	$.	$.
69	1	(	$(	$(
69	2	Picem	FM	ADJA
69	3	reddere	FM	ADJA
69	4	videri	FM	ADJA
69	5	commune	FM	NE
69	6	est	FM	ADJA
69	7	omnibus	FM	NN
69	8	his	FM	NE
69	9	,	$,	$,
69	10	quæ	FM	NE
69	11	ex	FM	FM
69	12	bitumine	FM	NN
69	13	suam	FM	NE
69	14	originem	FM	NN
69	15	trahunt	FM	VVFIN
69	16	.	$.	$.
69	17	Solenander	FM	NE
69	18	cap.	FM	ADJA
69	19	citato.	FM	NE
69	20	pag.	FM	VVFIN
69	21	97	FM	CARD
69	22	.	$.	$.
70	1	)	$(	$(
70	2	zum	APPRART	APPRART
70	3	Vierten	ADJA	NN
70	4	/	$(	$(
70	5	weil	KOUS	KOUS
70	6	auch	ADV	ADV
70	7	das	ART	ART
70	8	destillierte	VVFIN	ADJA
70	9	Wasser	NN	NN
70	10	/	$(	$(
70	11	und	KON	KON
70	12	das	ART	ART
70	13	mittlere	NN	ADJA
70	14	Teil	NN	NN
70	15	des	ART	ART
70	16	Sediments	NN	NN
70	17	nach	APPR	APPR
70	18	Ambra	NN	NE
70	19	/	$(	$(
70	20	welche	PWAT	PRELS
70	21	auch	ADV	ADV
70	22	eine	ART	ART
70	23	Art	NN	NN
70	24	eines	ART	ART
70	25	Erdpechs	NN	NN
70	26	ist	VAFIN	VAFIN
70	27	/	$(	$(
70	28	reucht	VVFIN	VVFIN
70	29	/	$(	$(
70	30	weil	KOUS	KOUS
70	31	/	$(	$(
70	32	sage	VVFIN	VVFIN
70	33	ich	PPER	PPER
70	34	/	$(	$(
70	35	dem	ART	ART
70	36	allen	PIAT	PIS
70	37	also	ADV	ADV
70	38	/	$(	$(
70	39	wie	KOKOM	KOKOM
70	40	gesagt	VVPP	VVPP
70	41	/	$(	$(
70	42	so	ADV	ADV
70	43	muss	VMFIN	VMFIN
70	44	folgen	VVINF	VVFIN
70	45	/	$(	$(
70	46	dass	KOUS	KOUS
70	47	dieses	PDAT	PDAT
70	48	Brunnens	NN	NN
70	49	Natur	NN	NN
70	50	im	APPRART	APPRART
70	51	Bitumine	NN	NN
70	52	,	$,	$,
70	53	Erdpech	NN	NN
70	54	/	$(	$(
70	55	oder	KON	KON
70	56	Erdwachs	NN	NN
70	57	bestehe	VVFIN	VVFIN
70	58	/	$(	$(
70	59	und	KON	KON
70	60	dessen	PDS	PDAT
70	61	corporalische	ADJA	ADJA
70	62	Mineram	NN	NN
70	63	in	APPR	APPR
70	64	sich	PRF	PRF
70	65	habe	VAFIN	VAFIN
70	66	/	$(	$(
70	67	und	KON	KON
70	68	seine	PPOSAT	PPOSAT
70	69	Kraft	NN	NN
70	70	von	APPR	APPR
70	71	demselben	PDAT	PDS
70	72	empfange	NE	VVFIN
70	73	/	$(	$(
70	74	und	KON	KON
70	75	zwar	ADV	ADV
70	76	hat	VAFIN	VAFIN
70	77	es	PPER	PPER
70	78	dasselbige	PDAT	NN
70	79	dreierlei	PIS	ADV
70	80	Art	NN	NN
70	81	in	APPR	APPR
70	82	sich	PRF	PRF
70	83	/	$(	$(
70	84	nämlich	ADV	ADV
70	85	ein	ART	ART
70	86	irdisches	ADJA	ADJA
70	87	dickes	ADJA	ADJA
70	88	und	KON	KON
70	89	hartes	ADJA	ADJA
70	90	/	$(	$(
70	91	von	APPR	APPR
70	92	welchem	PWAT	PRELS
70	93	das	ART	ART
70	94	Sedimentum	NE	NN
70	95	einem	ART	ART
70	96	Pech	NN	NN
70	97	oder	KON	KON
70	98	Kohlen	NN	NN
70	99	gleich	ADV	ADJD
70	100	sehend	ADJA	ADJD
70	101	herkommt	VVFIN	VVFIN
70	102	/	$(	$(
70	103	zum	APPRART	APPRART
70	104	Anderen	ADJA	PIS
70	105	ein	ART	ART
70	106	fließendes	ADJA	ADJA
70	107	und	KON	KON
70	108	öliges	ADJA	ADJA
70	109	/	$(	$(
70	110	ein	ART	ART
70	111	Petroleum	FM	NN
70	112	oder	KON	KON
70	113	Steinöl	NE	NN
70	114	/	$(	$(
70	115	oder	KON	KON
70	116	Naphtha	NE	NN
70	117	,	$,	$,
70	118	oder	KON	KON
70	119	demselben	PDAT	PDAT
70	120	Analogum	NE	NN
70	121	.	$.	$.
71	1	(	$(	$(
71	2	besehe	FM	VVFIN
71	3	von	FM	APPR
71	4	der	FM	ART
71	5	Naphtha	FM	NN
71	6	Plutarchum	FM	NN
71	7	in	FM	APPR
71	8	Vita	FM	NE
71	9	Alexandri	FM	NE
71	10	Magni	FM	NE
71	11	.	$.	$.
72	1	)	$(	$(
72	2	dessen	PDS	PDS
72	3	die	ART	ART
72	4	Öltröpflein	NE	NN
72	5	Zeugnis	NN	NN
72	6	sind	VAFIN	VAFIN
72	7	/	$(	$(
72	8	beneben	APPR	VVFIN
72	9	dem	ART	ART
72	10	/	$(	$(
72	11	dass	KOUS	KOUS
72	12	das	ART	ART
72	13	Wasser	NN	NN
72	14	wie	KOKOM	KOKOM
72	15	ein	ART	ART
72	16	Öl	NE	NN
72	17	durch	APPR	APPR
72	18	die	ART	ART
72	19	Töpfe	NN	NN
72	20	dringt	VVFIN	VVFIN
72	21	/	$(	$(
72	22	und	KON	KON
72	23	eines	ART	ART
72	24	verbrannten	VVFIN	ADJA
72	25	Fettes	NN	NN
72	26	Geruch	NN	NN
72	27	beim	APPRART	APPRART
72	28	Feuer	NN	NN
72	29	von	APPR	APPR
72	30	sich	PRF	PRF
72	31	gibt	VVFIN	VVFIN
72	32	/	$(	$(
72	33	und	KON	KON
72	34	denn	KON	ADV
72	35	zum	APPRART	APPRART
72	36	Dritten	ADJA	NN
72	37	/	$(	$(
72	38	mittelmäßiger	ADJA	ADJA
72	39	Art	NN	NN
72	40	einer	ART	ART
72	41	Ambra	NN	NE
72	42	gleich	ADV	PTKVZ
72	43	.	$.	$.
73	1	2.	NE	CARD
74	1	dieses	PDAT	PDS
74	2	bekräftigen	VVINF	VVFIN
74	3	auch	ADV	ADV
74	4	ferner	ADV	ADJD
74	5	nicht	PTKNEG	PTKNEG
74	6	wenig	PIS	ADV
74	7	die	ART	ART
74	8	Wirkung	NN	NN
74	9	oder	KON	KON
74	10	Tugenden	NN	NN
74	11	dieses	PDAT	PDAT
74	12	Brunnens	NE	NN
74	13	/	$(	$(
74	14	von	APPR	APPR
74	15	welchen	PWAT	PIS
74	16	unten	ADV	ADV
74	17	wird	VAFIN	VAFIN
74	18	gemeldet	VVPP	VVPP
74	19	werden	VAINF	VAINF
74	20	/	$(	$(
74	21	sintemal	KOUS	ADV
74	22	dieselbigen	PDAT	ADJA
74	23	alle	PIAT	PIAT
74	24	solche	PIAT	PIS
74	25	sind	VAFIN	VAFIN
74	26	/	$(	$(
74	27	dergleichen	PIS	ADJA
74	28	den	ART	ART
74	29	Bituminibus	NN	NN
74	30	oder	KON	KON
74	31	Erdpechen	NN	NN
74	32	und	KON	KON
74	33	insonderheit	ADV	NN
74	34	auch	ADV	ADV
74	35	der	ART	ART
74	36	Ambra	NN	NE
74	37	von	APPR	APPR
74	38	verständigen	VVINF	ADJA
74	39	Medizis	NE	NN
74	40	zugeschrieben	VVPP	VVPP
74	41	werden	VAINF	VAINF
74	42	.	$.	$.
75	1	3.	NE	ADJA
75	2	über	APPR	APPR
75	3	das	ART	PDS
75	4	so	ADV	ADV
75	5	haben	VAFIN	VAFIN
75	6	die	ART	ART
75	7	gelehrten	ADJA	ADJA
75	8	Leute	NN	NN
75	9	durch	APPR	APPR
75	10	langwierige	ADJA	ADJA
75	11	Erfahrung	NN	NN
75	12	erforscht	VVFIN	VVPP
75	13	/	$(	$(
75	14	das	ART	PRELS
75	15	fast	ADV	ADV
75	16	allezeit	ADV	ADV
75	17	/	$(	$(
75	18	wo	PWAV	PWAV
75	19	solche	PIAT	PIAT
75	20	heilsamen	ADJA	ADJA
75	21	Wasser	NN	NN
75	22	/	$(	$(
75	23	Bäder	NN	NN
75	24	oder	KON	KON
75	25	Brunnen	NN	NN
75	26	sein	VAINF	VAINF
75	27	/	$(	$(
75	28	die	ART	ART
75	29	jenigen	PIAT	ADJA
75	30	oder	KON	KON
75	31	dergleichen	PIS	PIS
75	32	Bergarten	NN	NN
75	33	und	KON	KON
75	34	Mineralien	NN	NN
75	35	/	$(	$(
75	36	mit	APPR	APPR
75	37	welchen	PWAT	PIS
75	38	die	ART	ART
75	39	medizinischen	ADJA	ADJA
75	40	und	KON	KON
75	41	zur	APPRART	APPRART
75	42	Arznei	NN	NN
75	43	dienenden	ADJA	ADJA
75	44	Wasser	NN	NN
75	45	vermischt	VVFIN	VVPP
75	46	/	$(	$(
75	47	und	KON	KON
75	48	von	APPR	APPR
75	49	welchen	PWAT	PIS
75	50	sie	PPER	PPER
75	51	ihre	PPOSAT	PPOSAT
75	52	Natur	NN	NN
75	53	und	KON	KON
75	54	Kraft	NN	NN
75	55	haben	VAFIN	VAFIN
75	56	/	$(	$(
75	57	daselbst	PAV	ADV
75	58	oder	KON	KON
75	59	in	APPR	APPR
75	60	der	ART	ART
75	61	Nähe	NN	NN
75	62	gefunden	VVPP	VVPP
75	63	und	KON	KON
75	64	ausgegraben	VVPP	VVPP
75	65	werden	VAINF	VAINF
75	66	.	$.	$.
76	1	nun	ADV	ADV
76	2	aber	ADV	ADV
76	3	findet	VVFIN	VVFIN
76	4	man	PIS	PIS
76	5	nicht	PTKNEG	PTKNEG
76	6	weit	ADJD	ADJD
76	7	von	APPR	APPR
76	8	diesem	PDAT	PDAT
76	9	Brunnen	NN	NN
76	10	die	ART	ART
76	11	Steinkohlen	NN	NN
76	12	/	$(	$(
76	13	so	ADV	ADV
76	14	lithanthraces	NE	NE
76	15	,	$,	$,
76	16	carbones	NE	NE
76	17	bituminosi	NE	NE
76	18	,	$,	$,
76	19	terra	NE	NE
76	20	ampelitis	NE	NE
76	21	,	$,	$,
76	22	populariter	NE	ADJD
76	23	zu	PTKZU	PTKZU
76	24	reden	VVINF	VVINF
76	25	/	$(	$(
76	26	und	KON	KON
76	27	vom	APPRART	APPRART
76	28	Theopompos	NE	NE
76	29	/	$(	$(
76	30	wie	KOKOM	KOUS
76	31	es	PPER	PPER
76	32	Solenander	NE	NN
76	33	dafür	PAV	PAV
76	34	hält	VVFIN	VVFIN
76	35	/	$(	$(
76	36	pix	NE	NE
76	37	fossiliis	NE	NE
76	38	genannt	VVPP	VVPP
76	39	werden	VAINF	VAINF
76	40	/	$(	$(
76	41	und	KON	KON
76	42	gräbt	VVFIN	VVFIN
76	43	sie	PPER	PPER
76	44	in	APPR	APPR
76	45	großer	ADJA	ADJA
76	46	Menge	NN	NN
76	47	aus	APPR	PTKVZ
76	48	.	$.	$.
77	1	welche	PWAT	PRELS
77	2	aber	ADV	ADV
77	3	nichts	PIS	PIS
77	4	anderes	ADV	PIS
77	5	sein	VAINF	VAINF
77	6	/	$(	$(
77	7	als	KOKOM	KOKOM
77	8	ein	ART	ART
77	9	irdisches	ADJD	ADJA
77	10	und	KON	KON
77	11	steinhartes	ADJD	ADJA
77	12	Bitumen	NN	NN
77	13	,	$,	$,
77	14	wie	PWAV	KOUS
77	15	solches	PIAT	PIS
77	16	bezeugen	VVFIN	VVFIN
77	17	Reinerus	NN	NE
77	18	Solenander	NE	NE
77	19	capite	NE	VVFIN
77	20	sæpius	NE	NE
77	21	citato	NE	NE
77	22	.	$.	$.
77	23	pag.	NN	VVFIN
77	24	93.	ADJA	ADJA
77	25	Georgius	NE	NE
77	26	Agricola	NN	NE
77	27	libr.	NN	NE
77	28	4.	ADJA	ADJA
77	29	de	NE	NE
77	30	natura	FM	NE
77	31	foßilium	NE	NN
77	32	.	$.	$.
77	33	pag.	NN	APPR
77	34	233.	ADJA	ADJA
77	35	Cæsalpinus	NE	NE
77	36	de	NE	NE
77	37	Metallicis.	NN	NE
77	38	lib.	NN	NE
77	39	2.	ADJA	ADJA
77	40	cap.	NN	ADJA
77	41	53.	ADJA	ADJA
77	42	und	KON	KON
77	43	insonderheit	ADV	NN
77	44	der	ART	ART
77	45	hochberühmte	NN	ADJA
77	46	Philosophus	NE	NN
77	47	und	KON	KON
77	48	Medikus	NN	NN
77	49	unserer	PPOSAT	PPOSAT
77	50	Zeiten	NN	NN
77	51	/	$(	$(
77	52	Doktor	NN	NN
77	53	Andreas	NE	NE
77	54	Libavius	NE	NE
77	55	in	APPR	APPR
77	56	seinen	PPOSAT	PPOSAT
77	57	singularibus	NE	NN
77	58	,	$,	$,
77	59	parte	NE	NN
77	60	tertia	NE	NE
77	61	.	$.	$.
77	62	lib	ADJD	NE
77	63	.	$.	$.
78	1	3.	ADJA	ADJA
78	2	cap.	NN	ADJA
78	3	10	CARD	CARD
78	4	.	$.	$.
79	1	an	APPR	APPR
79	2	welchem	PWAT	PRELS
79	3	Ort	NN	NN
79	4	er	PPER	PPER
79	5	allerlei	PIAT	PIAT
79	6	Arten	NN	NN
79	7	des	ART	ART
79	8	Erdpechs	NN	NN
79	9	und	KON	KON
79	10	was	PWS	PRELS
79	11	dem	ART	ART
79	12	angehörig	ADJD	ADJD
79	13	/	$(	$(
79	14	oder	KON	KON
79	15	damit	PAV	PAV
79	16	Gemeinschaft	NN	NN
79	17	hat	VAFIN	VAFIN
79	18	/	$(	$(
79	19	ausführlich	ADJD	ADJD
79	20	/	$(	$(
79	21	eigentlich	ADV	ADV
79	22	/	$(	$(
79	23	und	KON	KON
79	24	gründlich	ADJD	ADJD
79	25	hat	VAFIN	VAFIN
79	26	beschrieben	VVPP	VVPP
79	27	/	$(	$(
79	28	von	APPR	APPR
79	29	welchen	PWAT	PIS
79	30	aber	ADV	KON
79	31	ich	PPER	PPER
79	32	hie	ADV	VVFIN
79	33	dieses	PDAT	PDAT
79	34	Orts	NN	NN
79	35	nur	ADV	ADV
79	36	in	APPR	APPR
79	37	gemein	ADJD	ADJD
79	38	und	KON	KON
79	39	ohne	APPR	APPR
79	40	genauen	ADJA	ADJA
79	41	Unterschied	NN	NN
79	42	reden	VVINF	VVINF
79	43	wollen	VMFIN	VMFIN
79	44	.	$.	$.
80	1	ist	VAFIN	VAFIN
80	2	also	ADV	ADV
80	3	dieses	PDAT	PDAT
80	4	meine	PPOSAT	PPOSAT
80	5	gründliche	ADJA	ADJA
80	6	Meinung	NN	NN
80	7	von	APPR	APPR
80	8	des	ART	ART
80	9	Brunnens	NN	NN
80	10	Natur	NN	NN
80	11	oder	KON	KON
80	12	Minera	NN	NE
80	13	/	$(	$(
80	14	so	ADV	ADV
80	15	er	PPER	PPER
80	16	in	APPR	APPR
80	17	sich	PRF	PRF
80	18	hält	VVFIN	VVFIN
80	19	.	$.	$.
81	1	zum	APPRART	APPRART
81	2	Überfluss	NN	NN
81	3	aber	ADV	KON
81	4	soll	VMFIN	VMFIN
81	5	es	PPER	PPER
81	6	nicht	PTKNEG	PTKNEG
81	7	genug	ADV	ADV
81	8	sein	VAINF	VAINF
81	9	/	$(	$(
81	10	dass	KOUS	KOUS
81	11	ich	PPER	PPER
81	12	meine	PPOSAT	PPOSAT
81	13	Meinung	NN	NN
81	14	mit	APPR	APPR
81	15	angezogenen	ADJA	ADJA
81	16	Gründen	NN	NN
81	17	und	KON	KON
81	18	Argumentis	NE	NN
81	19	bekräftigt	VVFIN	VVPP
81	20	habe	VAFIN	VAFIN
81	21	/	$(	$(
81	22	sondern	KON	KON
81	23	ich	PPER	PPER
81	24	will	VMFIN	VMFIN
81	25	auch	ADV	ADV
81	26	/	$(	$(
81	27	damit	PAV	KOUS
81	28	das	ART	ART
81	29	jenige	PIAT	ADJA
81	30	/	$(	$(
81	31	was	PWS	PRELS
81	32	mir	PPER	PRF
81	33	im	APPRART	APPRART
81	34	Wege	NN	NN
81	35	steht	VVFIN	VVFIN
81	36	/	$(	$(
81	37	und	KON	KON
81	38	mir	PPER	PRF
81	39	zu	PTKZU	PTKA
81	40	wider	APPR	PTKVZ
81	41	/	$(	$(
81	42	weggeräumt	VVPP	VVPP
81	43	werde	VAFIN	VAFIN
81	44	/	$(	$(
81	45	andere	ADJA	PIS
81	46	der	ART	ART
81	47	meinigen	PPOSAT	ADJA
81	48	zu	PTKZU	APPR
81	49	wider	APPR	APPR
81	50	laufende	NE	ADJA
81	51	Meinung	NN	NN
81	52	/	$(	$(
81	53	so	ADV	ADV
81	54	auch	ADV	ADV
81	55	ihren	PPOSAT	PPOSAT
81	56	Grund	NN	NN
81	57	und	KON	KON
81	58	Beweis	NN	NN
81	59	haben	VAFIN	VAFIN
81	60	/	$(	$(
81	61	nach	APPR	APPR
81	62	Vermögen	NN	NN
81	63	widerlegen	VVINF	VVINF
81	64	und	KON	KON
81	65	ablehnen	VVFIN	VVINF
81	66	.	$.	$.
82	1	und	KON	KON
82	2	erstlich	ADV	ADJD
82	3	werde	VAFIN	VAFIN
82	4	ich	PPER	PPER
82	5	berichtet	VVFIN	VVPP
82	6	/	$(	$(
82	7	das	ART	PRELS
82	8	etliche	PIAT	PIS
82	9	der	ART	ART
82	10	Meinung	NN	NN
82	11	seien	VAINF	VAFIN
82	12	/	$(	$(
82	13	dass	KOUS	KOUS
82	14	dieser	PDAT	PDAT
82	15	Brunnen	NN	NN
82	16	seine	PPOSAT	PPOSAT
82	17	Kraft	NN	NN
82	18	vom	APPRART	APPRART
82	19	Gold	NN	NN
82	20	vornehmlich	ADJD	ADJD
82	21	habe	VAFIN	VAFIN
82	22	/	$(	$(
82	23	aus	APPR	APPR
82	24	folgenden	ADJA	ADJA
82	25	Ursachen	NN	NN
82	26	und	KON	KON
82	27	Gründen	NN	NN
82	28	.	$.	$.
83	1	erstlich	ADV	ADJD
83	2	weil	KOUS	KOUS
83	3	dieser	PDAT	PDAT
83	4	Brunnen	NN	NN
83	5	die	ART	ART
83	6	äußerste	ADJA	ADJA
83	7	sonst	ADV	ADV
83	8	fast	ADV	ADV
83	9	und	KON	KON
83	10	unheilbare	ADJA	ADJA
83	11	Lähme	NN	NN
83	12	heilt	VVFIN	VVFIN
83	13	/	$(	$(
83	14	auch	ADV	ADV
83	15	andere	ADJA	PIAT
83	16	Tugenden	NN	NN
83	17	mehr	ADV	ADV
83	18	hat	VAFIN	VAFIN
83	19	/	$(	$(
83	20	so	ADV	ADV
