SID	TID	TOKEN	POS1	POS2
25	24	kleinst	ADJD	ADJD
25	25	gepulvert	NE	VVPP
25	26	.	$.	$.
25	27	wann	PWAV	PWAV
25	28	solcher	PIAT	PIAT
25	29	Trank	VVFIN	NN
25	30	ist	VAFIN	VAFIN
25	31	wahrhaftig	ADJD	ADJD
25	32	nütze	VVIMP	VVFIN
25	33	wider	APPR	APPR
25	34	die	ART	ART
25	35	Krankheit	NN	NN
25	36	durch	APPR	APPR
25	37	mancherlei	NN	PIAT
25	38	Sache	NN	NN
25	39	¶	$(	NN
25	40	zum	APPR	APPRART
25	41	Ersten	ADJA	NN
25	42	erkühlt	VVFIN	VVFIN
25	43	das	ART	ART
25	44	Herz	NN	NN
25	45	und	KON	KON
25	46	löscht	VVFIN	VVFIN
25	47	die	ART	ART
25	48	vergiftigen	ADJA	ADJA
25	49	Verzehrung	VVIMP	NN
25	50	der	ART	ART
25	51	Feuchtigkeit	NE	NN
25	52	¶	$(	NN
25	53	zu	APPR	APPR
25	54	dem	NE	ART
25	55	Anderen	VVINF	PIS
25	56	etlicher	ADJA	PIAT
25	57	Maß	VVFIN	NN
25	58	verzehrter	ADJA	ADJA
25	59	Überflüssigkeit	NN	NN
25	60	bei	APPR	APPR
25	61	dem	NE	ART
25	62	Herzen	NN	NN
25	63	und	KON	KON
25	64	der	ART	ART
25	65	Leber	NN	NN
25	66	.	$.	$.
26	1	zum	APPR	APPRART
26	2	Dritten	ADJA	NN
26	3	er	PPER	PPER
26	4	schließt	VVFIN	VVFIN
26	5	zu	PTKZU	APPR
26	6	die	ART	ART
26	7	Gänge	NE	NN
26	8	und	KON	KON
26	9	Wege	PTKVZ	NN
26	10	der	ART	ART
26	11	vernehmsten	ADJA	ADJA
26	12	Glieder	NN	NN
26	13	die	ART	ART
26	14	nicht	PTKNEG	PTKNEG
26	15	die	ART	ART
26	16	grausamen	ADJA	ADJA
26	17	vergiftigen	ADJA	ADJA
26	18	Dünste	NE	NN
26	19	oder	KON	KON
26	20	Rauch	ADJD	NN
26	21	der	ART	ART
26	22	vergifteten	VVINF	ADJA
26	23	Feuchtigkeit	NN	NN
26	24	das	KOUS	ART
26	25	Herz	NN	NN
26	26	und	KON	KON
26	27	andere	VVIMP	PIS
26	28	gesunde	ADJA	ADJA
26	29	Glieder	NE	NN
26	30	anrührt	ADJD	VVFIN
26	31	.	$.	$.
27	1	¶	$(	XY
27	2	zum	APPR	APPRART
27	3	Vierten	ADJA	NN
27	4	über	APPR	APPR
27	5	.	$.	$.
27	6	4	CARD	ADJA
27	7	.	$.	ADJA
27	8	Tag	NN	NN
27	9	in	APPR	APPR
27	10	aufgehender	NN	ADJA
27	11	Sonne	VVFIN	NN
27	12	oder	KON	KON
27	13	am	NE	APPRART
27	14	aber	ADV	ADV
27	15	vor	APPR	APPR
27	16	dem	NE	ART
27	17	Eingang	NN	NN
27	18	des	ART	ART
27	19	Betts	NN	NN
27	20	nehmt	VVFIN	VVFIN
27	21	ein	ART	ART
27	22	Löffel	NN	NN
27	23	voll	ADJD	ADJD
27	24	dieses	PDAT	PDAT
27	25	Pulvers	NN	NN
27	26	von	APPR	APPR
27	27	Aloe	NE	NN
27	28	cicotrino	NE	NE
27	29	.	$.	$.
27	30	von	XY	APPR
27	31	Mirre	NE	NE
27	32	und	KON	KON
27	33	Ort	NN	NN
27	34	Safran	NN	NN
27	35	mit	APPR	APPR
27	36	ein	ART	ART
27	37	wenig	PIS	PIAT
27	38	Weins	NN	NN
27	39	gemischt	VVPP	ADJD
27	40	mit	APPR	APPR
27	41	Rosen	NE	NN
27	42	Wasser	VVIMP	NN
27	43	und	KON	KON
27	44	des	ART	ART
27	45	Aloe	NE	NN
27	46	soll	NE	VMFIN
27	47	allein	ADV	ADV
27	48	so	ADV	ADV
27	49	viel	ADV	PIS
27	50	sein	VAINF	VAINF
27	51	als	KOKOM	KOKOM
27	52	der	ART	ART
27	53	anderen	ADJA	PIS
27	54	.	$.	$.
27	55	beide	PIAT	PIAT
27	56	solche	PIAT	PIAT
27	57	Pulver	VVIMP	NN
27	58	verjagt	VVPP	VVFIN
27	59	das	ART	ART
27	60	Vergift	NN	NN
27	61	das	ART	ART
27	62	sich	PRF	PRF
27	63	in	APPR	APPR
27	64	solcher	PIAT	PIAT
27	65	Zeit	NN	NN
27	66	stet	ADJD	ADJD
27	67	sammelt	VVFIN	VVFIN
27	68	bei	APPR	APPR
27	69	dem	ART	ART
27	70	Herzen	VVFIN	NN
27	71	und	KON	KON
27	72	bei	APPR	APPR
27	73	den	NE	ART
27	74	fürgenehmsten	ADJA	ADJA
27	75	Gliedern	NN	NN
27	76	.	$.	$.
28	1	¶	$(	XY
28	2	item	NE	ADV
28	3	zu	PTKZU	APPR
28	4	Morgen	ADV	NN
28	5	eh	ADV	KOUS
28	6	ihr	PPOSAT	PPER
28	7	aus	APPR	APPR
28	8	dem	NE	ART
28	9	Haus	VVFIN	NN
28	10	geht	VVFIN	VVFIN
28	11	oder	KON	KON
28	12	nach	APPR	APPR
28	13	Mittag	ADV	NN
28	14	Mal	NN	NN
28	15	auch	ADV	ADV
28	16	alle	PIAT	PIAT
28	17	Stunden	VVFIN	NN
28	18	des	NE	ART
28	19	Tages	ADV	NN
28	20	sollt	NE	VMFIN
28	21	ihr	PPOSAT	PPER
28	22	waschen	VVINF	VVFIN
28	23	die	ART	ART
28	24	Hände	NN	NN
28	25	mit	APPR	APPR
28	26	Essig	NN	NN
28	27	.	$.	$.
28	28	darin	ADV	PAV
28	29	nun	ADV	ADV
28	30	ein	ART	ART
28	31	wenig	PIS	PIAT
28	32	Triaker	NE	NN
28	33	ist	VAFIN	VAFIN
28	34	und	KON	KON
28	35	die	ART	ART
28	36	Hände	NE	NN
28	37	für	NE	APPR
28	38	die	ART	ART
28	39	Nase	ADJA	NN
28	40	gehalten	ADJA	VVPP
28	41	und	KON	KON
28	42	den	ART	ART
28	43	Atem	NN	NN
28	44	an	APPR	APPR
28	45	sich	ADJD	PRF
28	46	gezogen	VVPP	VVPP
28	47	.	$.	$.
29	1	¶	$(	XY
29	2	item	NE	ADV
29	3	eins	PIS	CARD
29	4	oder	NN	KON
29	5	zwier	NE	CARD
29	6	in	NE	APPR
29	7	der	XY	ART
29	8	Woche	NN	NN
29	9	nehmt	NE	VVFIN
29	10	FW	NE	NN
29	11	mit	APPR	APPR
29	12	6	NE	ADJA
29	13	.	$.	ADJA
29	14	oder	KOUS	KON
29	15	.	$.	ADJA
29	16	vij.	NE	ADJA
29	17	Löffel	NN	NN
29	18	geseihtes	VVPP	ADJA
29	19	Gersten	NN	NN
29	20	Wasser	NN	NN
29	21	am	APPRART	APPRART
29	22	Aufgang	VVFIN	NN
29	23	der	ART	ART
29	24	Sonne	VVFIN	NN
29	25	ein	ART	ART
29	26	wenig	PIS	PIAT
29	27	Lab	NE	NN
29	28	das	ART	PDS
29	29	ist	VAFIN	VAFIN
29	30	in	APPR	APPR
29	31	Wahrheit	NN	NN
29	32	ein	ART	ART
29	33	gut	ADJD	ADJD
29	34	verborgene	NE	ADJA
29	35	Arznei	NN	NN
29	36	und	KON	KON
29	37	Doktoren	NE	NN
29	38	die	ART	ART
29	39	solchen	PIAT	PIAT
29	40	Trank	NN	NN
29	41	erkannten	VVFIN	VVFIN
29	42	haben	VAFIN	VAFIN
29	43	den	NE	ART
29	44	für	APPR	APPR
29	45	heimlich	ADJD	ADJD
29	46	gehalten	VVPP	VVPP
29	47	.	$.	$.
29	48	wann	PWAV	PWAV
29	49	so	ADV	ADV
29	50	er	PPER	PPER
29	51	sauer	ADJD	ADJD
29	52	ist	VAFIN	VAFIN
29	53	hat	VAFIN	VAFIN
29	54	er	PPER	PPER
29	55	Eigenschaft	NN	NN
29	56	wider	NE	APPR
29	57	Vergift	NE	NN
29	58	und	KON	KON
29	59	dient	VVFIN	VVFIN
29	60	sehr	NE	ADV
29	61	zum	APPRART	APPRART
29	62	Herzen	NN	NN
29	63	auch	ADV	ADV
29	64	reinigt	VVFIN	VVFIN
29	65	er	PPER	PPER
29	66	die	ART	ART
29	67	Leber	NN	NN
29	68	den	NE	ART
29	69	Magen	NE	NN
29	70	und	KON	KON
29	71	die	ART	ART
29	72	Nieren	NN	NN
29	73	dass	ART	KOUS
29	74	sehr	NE	ADV
29	75	not	NN	ADJD
29	76	ist	VAFIN	VAFIN
29	77	in	APPR	APPR
29	78	dieser	PDAT	PDAT
29	79	Krankheit	NE	NN
29	80	und	KON	KON
29	81	die	ART	ART
29	82	Doktoren	NE	NN
29	83	die	ART	ART
29	84	des	ART	ART
29	85	Getranks	NE	NN
29	86	erfahren	VVINF	VVPP
29	87	haben	VAFIN	VAFIN
29	88	gebrauchen	VVFIN	VVFIN
29	89	das	KOUS	PDS
29	90	zu	PTKZU	APPR
29	91	Bewahrung	NE	NN
29	92	vor	APPR	APPR
29	93	dieser	PDAT	PDAT
29	94	Kranckheit	NE	NN
29	95	im	APPRART	APPRART
29	96	Lenzen	VVINF	NN
29	97	und	KON	KON
29	98	im	APPRART	APPRART
29	99	Sommer	NN	NN
29	100	und	KON	KON
29	101	allweg	ADV	NN
29	102	in	NE	APPR
29	103	traurigen	ADJA	ADJA
29	104	Sommern	NE	NN
29	105	gebrauchen	VVINF	VVFIN
29	106	dieses	PDS	PDAT
29	107	Getranks	NE	NN
29	108	als	KOKOM	KOKOM
29	109	des	ART	ART
29	110	behaglichsten	ADJA	ADJA
29	111	und	KON	KON
29	112	besten	VVINF	ADJA
29	113	Rats	NN	NN
29	114	in	APPR	APPR
29	115	solcher	PIAT	PIAT
29	116	Weise	VVFIN	NN
29	117	gebrauchen	VVFIN	VVFIN
29	118	sie	PPER	PPER
29	119	auch	ADV	ADV
29	120	des	ART	ART
29	121	Pulvers	NN	NN
29	122	von	XY	APPR
29	123	Aloe	NE	NN
29	124	.	$.	$.
29	125	wann	PWAV	PWAV
29	126	dieser	PDAT	PDAT
29	127	Pulver	VVIMP	NN
29	128	am	APPRART	APPRART
29	129	anderen	ADJA	PIS
29	130	Tag	NN	NN
29	131	nach	APPR	APPR
29	132	seiner	PPOSAT	PPOSAT
29	133	Empfangung	NE	NN
29	134	macht	VVFIN	VVFIN
29	135	er	PPER	PPER
29	136	zwei	NE	CARD
29	137	oder	KON	KON
29	138	drei	CARD	CARD
29	139	Stühle	NN	NN
29	140	Gänge	NE	NN
29	141	mehr	ADV	ADV
29	142	dann	ADV	ADV
29	143	der	ART	ART
29	144	Mensch	NE	NN
29	145	gewohnt	VVPP	VVPP
29	146	ist	VAFIN	VAFIN
29	147	.	$.	$.
29	148	und	KON	KON
29	149	gleicher	ADJA	ADJA
29	150	Weise	VVFIN	NN
29	151	als	KOKOM	KOKOM
29	152	das	KOUS	ART
29	153	Fleisch	VVIMP	NN
29	154	in	NE	APPR
29	155	einen	ART	ART
29	156	Topf	VVIMP	NN
29	157	am	APPRART	APPRART
29	158	Anbeginn	NE	NN
29	159	seines	NN	PPOSAT
29	160	Siedens	NN	NN
29	161	geschäumt	VVPP	VVPP
29	162	wird	VAFIN	VAFIN
29	163	und	KON	KON
29	164	gereinigt	VVPP	VVPP
29	165	von	XY	APPR
29	166	seiner	PPOSAT	PPOSAT
29	167	Unflätigkeit	NN	NN
29	168	so	ADV	ADV
29	169	tut	VVFIN	VVFIN
29	170	dieses	PDS	PDAT
29	171	Pulver	VVIMP	NN
29	172	auch	ADV	ADV
29	173	es	PPER	PPER
29	174	reinigt	VVFIN	VVFIN
29	175	stet	ADJD	ADJD
29	176	den	ART	ART
29	177	Unflat	NN	NN
29	178	und	KON	KON
29	179	Vergift	NN	NN
29	180	das	KOUS	ART
29	181	sich	PRF	PRF
29	182	an	APPR	APPR
29	183	Unflat	NE	NN
29	184	sammelt	VVFIN	VVFIN
29	185	zu	PTKZU	APPR
29	186	dem	NE	ART
29	187	Herzen	NN	NN
29	188	und	KON	KON
29	189	den	NE	ART
29	190	anderen	ADJA	PIAT
29	191	fürnehmischen	ADJA	ADJA
29	192	Gliedern	NN	NN
29	193	in	APPR	APPR
29	194	solchem	PIAT	PIAT
29	195	Anblick	NN	NN
29	196	des	ART	ART
29	197	Himmels	NN	NN
29	198	.	$.	$.
30	1	jedoch	ADV	ADV
30	2	etliche	PIAT	PIAT
30	3	Doktoren	NE	NN
30	4	machen	VVINF	VVFIN
30	5	aus	APPR	APPR
30	6	diesem	PDAT	PDAT
30	7	Pulver	VVIMP	NN
30	8	Pillen	NE	NN
30	9	um	XY	APPR
30	10	ihrer	PPOSAT	PPOSAT
30	11	Purheit	NE	NN
30	12	willen	NN	APPO
30	13	das	ART	PRELS
30	14	ich	PPER	PPER
30	15	durch	APPR	APPR
30	16	etlicher	ADJA	PIAT
30	17	Sache	NN	NN
30	18	willen	NN	APPO
30	19	nicht	PTKNEG	PTKNEG
30	20	zugib	PTKZU	VVFIN
30	21	oder	KON	KON
30	22	bewähre	VVIMP	VVFIN
30	23	auch	ADV	ADV
30	24	die	ART	ART
30	25	fürnehmsten	ADJA	ADJA
30	26	Doktoren	NE	NN
30	27	haben	VAFIN	VAFIN
30	28	das	KOUS	PDS
30	29	nicht	PTKNEG	PTKNEG
30	30	gesetzt	VVPP	VVPP
30	31	oder	KON	KON
30	32	gelehrt	VVPP	VVPP
30	33	dass	ART	KOUS
30	34	man	NE	PIS
30	35	sie	PPER	PPER
30	36	in	NE	APPR
30	37	Pillen	NN	NN
30	38	geben	VVINF	VVINF
30	40	soll	VVFIN	VMFIN
30	41	.	$.	$.
30	42	wie	KOKOM	KOUS
30	43	wohl	ADV	ADV
30	44	dieses	PDAT	PDAT
30	45	Pulver	VVIMP	NN
30	46	fast	ADV	ADV
30	47	bitter	ADJD	ADJD
30	48	ist	VAFIN	VAFIN
30	49	.	$.	$.
31	1	jedoch	ADV	ADV
31	2	so	ADV	ADV
31	3	der	ART	ART
31	4	Mund	NN	NN
31	5	eins	PIS	CARD
31	6	oder	KON	KON
31	7	zwier	NE	ADJD
31	8	gewaschen	VVPP	VVPP
31	9	wird	VAFIN	VAFIN
31	10	darnach	PAV	ADV
31	11	so	ADV	ADV
31	12	vergeht	NN	VVFIN
31	13	die	ART	ART
31	14	Bitterkeit	NE	NN
31	15	aber	KON	KON
31	16	das	KOUS	ART
31	17	Pulver	VVIMP	NN
31	18	wirkt	VVFIN	VVFIN
31	19	viel	ADV	ADV
31	20	mehr	ADV	ADV
31	21	wann	PWAV	PWAV
31	22	die	ART	ART
31	23	Pillen	NN	NN
31	24	.	$.	$.
32	1	¶	$(	XY
32	2	item	NN	ADV
32	3	am	APPRART	APPRART
32	4	allermeisten	PIAT	NN
32	5	in	NE	APPR
32	6	Bewahrung	NE	NN
32	7	der	ART	ART
32	8	Pestilenz	NN	NN
32	9	sollt	NE	VMFIN
32	10	ihr	PPOSAT	PPER
32	11	fliehen	VVINF	VVFIN
32	12	die	ART	ART
32	13	Stätte	ADJD	NN
32	14	da	ADV	ADV
32	15	Pestilenz	NN	NN
32	16	ist	VAFIN	VAFIN
32	17	.	$.	$.
32	18	wann	PWAV	PWAV
32	19	die	ART	ART
32	20	giftigen	ADJA	ADJA
32	21	Menschen	NN	NN
32	22	vergiften	VVINF	VVFIN
32	23	euch	PPER	PPER
32	24	eure	NE	PPOSAT
32	25	Luft	NN	NN
32	26	.	$.	$.
33	1	auch	ADV	ADV
33	2	das	KOUS	ART
33	3	Teil	NN	NN
33	4	des	ART	ART
33	5	Himmels	NN	NN
33	6	daraus	PAV	PAV
33	7	die	ART	ART
33	8	Pestilenz	NN	NN
33	9	gesacht	VVPP	VVPP
33	10	wird	VAFIN	VAFIN
33	11	blickt	VVFIN	VVFIN
33	12	mehr	ADV	ADV
33	13	an	APPR	APPR
33	14	die	ART	ART
33	15	Menschen	VVFIN	NN
33	16	die	ART	ART
33	17	an	NE	APPR
33	18	Stätten	ADJA	NN
33	19	sind	NE	VAFIN
33	20	da	ADV	ADV
33	21	die	ART	ART
33	22	Pestilenz	NN	NN
33	23	ist	VAFIN	VAFIN
33	24	dann	ADV	ADV
33	25	an	NE	APPR
33	26	anderen	ADJA	PIS
33	27	Stätten	ADJA	NN
33	28	hierum	PAV	PAV
33	29	wird	VAFIN	VAFIN
33	30	da	ADV	ADV
33	31	größer	ADJD	ADJD
33	32	Veränderung	NE	NN
33	33	der	ART	ART
33	34	Luft	NN	NN
33	35	in	APPR	APPR
33	36	ihren	ADJA	PPOSAT
33	37	Wesen	PWAT	NN
33	38	und	KON	KON
33	39	natürlichen	ADJA	ADJA
33	40	Widmigkeit	NE	NN
33	41	oder	KON	KON
33	42	Eigenschaft	NN	NN
33	43	an	NE	APPR
33	44	den	ART	ART
33	45	Stätten	ADJA	NN
33	46	dann	ADV	ADV
33	47	an	APPR	APPR
33	48	anderen	NN	PIS
33	49	Stätten	ADJA	NN
33	50	item	NN	ADV
33	51	keinerlei	PIAT	PIS
33	52	ist	VAFIN	VAFIN
33	53	vergleichen	VVFIN	VVFIN
33	54	der	ART	ART
33	55	Ätzung	NE	NN
33	56	dass	KOUS	KOUS
33	57	ich	PPER	PPER
33	58	zu	PTKZU	APPR
33	59	tausend	NE	CARD
33	60	Mal	NN	NN
33	61	in	APPR	APPR
33	62	Erfahrung	NE	NN
33	63	gemerkt	VVPP	VVPP
33	64	habe	VAFIN	VAFIN
33	65	.	$.	$.
33	66	wann	PWAV	PWAV
33	67	Ätzung	NE	NN
33	68	treibt	VVFIN	VVFIN
33	69	aus	APPR	APPR
33	70	sichtiglich	ADJD	ADJD
33	71	alles	PIAT	PIAT
33	72	Gift	NN	NN
33	73	das	ART	ART
33	74	sich	PRF	PRF
33	75	in	APPR	APPR
33	76	dem	NE	ART
33	77	Leichnam	NE	NN
33	78	sammelt	VVFIN	VVFIN
33	79	es	PPER	PPER
33	80	kommt	NN	VVFIN
33	81	wo	PWAV	PWAV
33	82	von	XY	APPR
33	83	es	PPER	PPER
33	84	will	VVIMP	VMFIN
33	85	darum	NE	PAV
33	86	tragt	VVFIN	VVFIN
33	87	die	ART	ART
33	88	Ätzung	NE	NN
33	89	dieweil	ADV	ADV
33	90	die	ART	ART
33	91	Pestilenz	NE	NN
33	92	währt	ADJD	VVFIN
33	93	so	ADV	ADV
33	94	gewird	VVPP	VVFIN
33	95	euch	PPER	PPER
33	96	nicht	PTKNEG	PTKNEG
33	97	.	$.	$.
33	98	mit	APPR	APPR
33	99	Gottes	NN	NN
33	100	Hilfe	VVIMP	NN
33	101	.	$.	$.
34	1	die	ART	ART
34	2	Pestilenz	NN	NN
34	3	zu	PTKZU	PTKZU
34	4	heilen	VVINF	VVINF
34	5	ob	KOUS	KOUS
34	6	ihr	PPOSAT	PPER
34	7	euch	PPER	PRF
34	8	nicht	PTKNEG	PTKNEG
34	9	des	ART	ART
34	10	Regiments	NE	NN
34	11	durch	APPR	APPR
34	12	Versäumlichkeit	NE	NN
34	13	recht	ADJD	ADJD
34	14	gebraucht	VVPP	VVPP
34	15	hat	VAFIN	VAFIN
34	16	.	$.	$.
35	1	wie	KOKOM	KOUS
35	2	ihr	PPOSAT	PPER
35	3	der	ART	ART
35	4	las	VVIMP	ADJD
35	5	werdet	VAFIN	VAFIN
35	6	/	$(	$(
35	7	alsbald	KOKOM	ADV
35	8	ihr	PPOSAT	PPER
35	9	etwas	PIS	PIAT
35	10	Arges	NN	NN
35	11	empfindet	NE	VVFIN
35	12	es	PPER	PPER
35	13	sei	VAFIN	VAFIN
35	14	Tag	NN	NN
35	15	oder	KON	KON
35	16	Nacht	NN	NN
35	17	.	$.	$.
35	18	so	ADV	ADV
35	19	nehmt	NE	VVFIN
35	20	von	XY	APPR
35	21	Stunde	ADJD	NN
35	22	an	APPR	APPR
35	23	ein	XY	ART
35	24	Löffel	VVIMP	NN
35	25	voll	ADJD	ADJD
35	26	des	ART	ART
35	27	Pulvers	NN	NN
35	28	.	$.	$.
36	1	als	KOKOM	KOKOM
36	2	von	XY	APPR
36	3	Diptam	NE	NE
36	4	.	$.	$.
36	5	Bibenelle	NN	NE
36	6	.	$.	$.
36	7	Tormentille	NE	NE
36	8	.	$.	$.
36	9	bollo	NE	NE
36	10	armeno	NE	NE
36	11	.	$.	$.
36	12	terra	NE	NE
36	13	ſigilata	NE	NN
36	14	.	$.	$.
36	15	mit	APPR	APPR
36	16	Wein	NN	NN
36	17	und	KON	KON
36	18	mit	APPR	APPR
36	19	Wasser	VVIMP	NN
36	20	aus	APPR	APPR
36	21	Tormentillen	NE	NN
36	22	wurtzel	NN	ADJD
36	23	de­s­til­lie­rt	NE	VVPP
36	24	¶	$(	XY
36	25	von	NE	APPR
36	26	diesem	PDAT	PDAT
36	27	Pulver	VVIMP	NN
36	28	sag	VVIMP	VVIMP
36	29	ich	PPER	PPER
36	30	dass	KOUS	KOUS
36	31	ich	PPER	PPER
36	32	hundert	VVFIN	CARD
36	33	Mal	NN	NN
36	34	bewährt	VVPP	VVPP
36	35	habe	VAFIN	VAFIN
36	36	dass	KOUS	KOUS
36	37	ein	ART	ART
36	38	itzlich	NE	ADJD
36	39	dieser	PDAT	PDAT
36	40	Wurz	NN	NN
36	41	für	APPR	APPR
36	42	sich	PRF	PRF
36	43	selbst	ADJD	ADV
36	44	die	ART	ART
36	45	Gift	NN	NN
36	46	vertreibt	NE	VVFIN
36	47	es	PPER	PPER
36	48	kommt	NE	VVFIN
36	49	von	XY	APPR
36	50	Tier	NN	NN
36	51	Biss	VVIMP	NN
36	52	oder	KON	KON
36	53	Schlangen	VVFIN	NN
36	54	.	$.	$.
36	55	wann	PWAV	PWAV
36	56	zu	PTKZU	APPR
36	57	Hand	VAFIN	NN
36	58	mit	APPR	APPR
36	59	Gewalt	NN	NN
36	60	so	ADV	ADV
36	61	treibt	VVFIN	VVFIN
36	62	es	PPER	PPER
36	63	das	KOUS	ART
36	64	Gift	NN	NN
36	65	aus	APPR	APPR
36	66	mit	APPR	APPR
36	67	dem	NE	ART
36	68	Blut	NN	NN
36	69	darum	PAV	PAV
36	70	als	KOKOM	KOKOM
36	71	bald	VVFIN	ADV
36	72	man	NE	PIS
36	73	dieses	NE	PDAT
36	74	Pulver	VVIMP	NN
36	75	nimmt	NE	VVFIN
36	76	soll	VMFIN	VMFIN
36	77	man	NE	PIS
36	78	zu	PTKZU	APPR
36	79	der	XY	ART
36	80	Ader	VVINF	NN
36	81	lassen	VVFIN	VVINF
36	82	und	KON	KON
36	83	dieser	PDAT	PDS
36	84	lassen	VVINF	VVINF
36	85	gehen	VVFIN	VVINF
36	86	.	$.	$.
36	87	an	NE	APPR
36	88	der	ART	ART
36	89	Ader	VVINF	NN
36	90	die	ART	ART
36	91	all	PIAT	PIAT
36	92	nächst	APPR	ADJD
36	93	ist	VAFIN	VAFIN
36	94	der	ART	ART
36	95	Stätte	NE	NN
36	96	da	ADV	ADV
36	97	der	ART	ART
36	98	Beulen	VVIMP	NN
36	99	oder	KON	KON
36	100	Pestilenz	NN	NN
36	101	ist	VAFIN	VAFIN
36	102	.	$.	$.
37	1	sieht	NN	VVFIN
37	2	man	NE	PIS
37	3	keine	NE	PIAT
37	4	Beulen	VVIMP	NN
37	5	oder	KON	KON
37	6	Schwäre	ADJD	NN
37	7	.	$.	$.
38	1	besonder	VVIMP	ADV
38	2	ein	ART	ART
38	3	Hitze	NE	NN
38	4	mit	APPR	APPR
38	5	Kälte	VVFIN	NN
38	6	und	KON	KON
38	7	Zittern	VVIMP	NN
38	8	.	$.	$.
39	1	und	KON	KON
39	2	die	ART	ART
39	3	Glieder	NN	NN
39	4	werden	VAINF	VAFIN
39	5	schwer	ADJD	ADJD
39	6	und	KON	KON
39	7	dem	NE	ART
39	8	Menschen	NN	NN
39	9	schläfert	VVFIN	VVFIN
39	10	.	$.	$.
40	1	so	ADV	ADV
40	2	nehmt	VVFIN	VVFIN
40	3	das	ART	ART
40	4	vorgeschriebene	VVPP	ADJA
40	5	Pulver	VVIMP	NN
40	6	in	APPR	APPR
40	7	Maßen	VVFIN	NN
40	8	wie	KOKOM	KOKOM
40	9	vor	APPR	ADV
40	10	berührt	VVFIN	VVPP
40	11	ist	VAFIN	VAFIN
40	12	und	KON	KON
40	13	von	APPR	APPR
40	14	Stunde	VVFIN	NN
40	15	an	APPR	APZR
40	16	lasse	VVFIN	VVFIN
40	17	man	PIS	PIS
40	18	die	ART	ART
40	19	Medianadern	NN	NN
40	20	und	KON	KON
40	21	über	APPR	APPR
40	22	eine	ART	ART
40	23	Stunde	VVFIN	NN
40	24	lasse	VVFIN	VVFIN
40	25	man	PIS	PIS
40	26	an­der­wärts	NE	ADV
40	27	ist	VAFIN	VAFIN
40	28	anders	ADV	ADV
40	29	die	ART	ART
40	30	Natur	NN	NN
40	31	so	ADV	ADV
40	32	kräftig	ADJD	ADJD
40	33	dass	ART	KOUS
40	34	sie	PPER	PPER
40	35	das	ART	ART
40	36	Lassen	VVINF	NN
40	37	geleiden	VVINF	VVINF
40	38	mag	VMFIN	VMFIN
40	39	merkt	VVFIN	VVFIN
40	40	eben	ADV	ADV
40	41	dass	ART	KOUS
40	42	man	NE	PIS
40	43	viel	ADV	ADV
40	44	auf	APPR	APPR
40	45	ein	ART	ART
40	46	Mal	NN	NN
40	47	lassen	VVFIN	VVINF
40	48	soll	NE	VMFIN
40	49	also	ADV	ADV
40	50	dass	ART	KOUS
40	51	ein	ART	ART
40	52	Pfund	NN	NN
40	53	Bluts	NN	NN
40	54	gelassen	NN	VVPP
40	55	werde	VAFIN	VAFIN
40	56	.	$.	$.
40	57	wann	PWAV	PWAV
40	58	wenig	PIS	PIAT
40	59	Bluts	NN	NN
40	60	lassen	VVINF	VVINF
40	61	ist	VAFIN	VAFIN
40	62	schädlicher	ADJA	ADJD
40	63	dann	ADV	ADV
40	64	dass	ART	KOUS
40	65	man	PIS	PIS
40	66	nicht	PTKNEG	PTKNEG
40	67	ließ	VVFIN	VVFIN
40	68	und	KON	KON
40	69	tötet	VVFIN	VVFIN
40	70	mehr	ADV	ADV
40	71	dann	ADV	ADV
40	72	sie	PPER	PPER
40	73	gesund	ADJD	ADJD
40	74	macht	VVFIN	VVFIN
40	75	und	KON	KON
40	76	das	ART	PDS
40	77	sehen	VVFIN	VVFIN
40	78	wir	PPER	PPER
40	79	vor	APPR	APPR
40	80	Augen	NN	NN
40	81	wann	PWAV	PWAV
40	82	alle	PIAT	PIS
40	83	die	ART	ART
40	84	Pestilenz	NE	NN
40	85	an	APPR	PTKVZ
40	86	stößt	VVFIN	VVFIN
40	87	lassen	VVINF	VVFIN
40	88	zu	PTKZU	APPR
40	89	der	ART	ART
40	90	Ader	VVINF	NN
40	91	.	$.	$.
41	1	aber	KON	KON
41	2	nach	APPR	APPR
41	3	aller	PIAT	PIAT
41	4	Gewohnheit	NN	NN
41	5	lassen	VVINF	VVFIN
41	6	sie	PPER	PPER
41	7	wenig	PIS	PIAT
41	8	Bluts	NN	NN
41	9	gehen	APPR	VVINF
41	10	und	KON	KON
41	11	sterben	VVINF	VVFIN
41	12	sonder	NN	ADJD
41	13	in	APPR	APPR
41	14	der	ART	ART
41	15	großen	ADJA	ADJA
41	16	Aderlassung	NE	NN
41	17	so	ADV	ADV
41	18	man	NE	PIS
41	19	viel	ADV	PIAT
41	20	Bluts	NN	NN
41	21	auf	APPR	APPR
41	22	ein	ART	ART
41	23	Mal	NN	NN
41	24	lässt	VVIMP	VVFIN
41	25	gehen	APPR	VVINF
41	26	.	$.	$.
42	1	ist	VAFIN	VAFIN
42	2	anders	ADV	ADV
42	3	wann	PWAV	PWAV
42	4	das	ART	ART
42	5	Vergift	NE	NN
42	6	geht	VVFIN	VVFIN
42	7	mit	APPR	APPR
42	8	dem	ART	ART
42	9	Blut	NN	NN
42	10	.	$.	$.
42	11	und	KON	KON
