SID	TID	TOKEN	POS1	POS2
20	40	oder	KON	KON
20	41	zwei	CARD	CARD
20	42	Mal	NN	NN
20	43	gegen	APPR	APPR
20	44	Morgen	NN	NN
20	45	/	$(	$(
20	46	jedesmal	ADV	ADV
20	47	eine	ART	ART
20	48	Stunde	NN	NN
20	49	lang	ADJD	ADJD
20	50	/	$(	$(
20	51	brauche	VVFIN	VVFIN
20	52	selbigen	ADJA	ADJA
20	53	Abend	NN	NN
20	54	vorher	ADV	ADV
20	55	von	APPR	APPR
20	56	der	ART	ART
20	57	Pestlatwerge	NN	NN
20	58	4.	ADJA	ADJA
20	59	oder	KON	KON
20	60	5.	ADJA	ADJA
20	61	Messerspitzen	NN	NN
20	62	auf	APPR	APPR
20	63	einmal	ADV	ADV
20	64	.	$.	$.
21	1	und	KON	KON
21	2	dies	PDS	PDS
21	3	sei	VAFIN	VAFIN
21	4	kürzlich	ADV	ADJD
21	5	zur	APPRART	APPRART
21	6	Verwahrung	NN	NN
21	7	vor	APPR	APPR
21	8	der	ART	ART
21	9	Pest	NN	NN
21	10	.	$.	$.
22	1	4.	ADJA	ADJA
22	2	wenn	KOUS	KOUS
22	3	aber	ADV	ADV
22	4	und	KON	KON
22	5	sobald	ADV	KOUS
22	7	jemand	PIS	PIS
22	8	vermutet	VVFIN	VVPP
22	9	/	$(	$(
22	10	dass	KOUS	KOUS
22	11	er	PPER	PPER
22	12	von	APPR	APPR
22	13	der	ART	ART
22	14	Pest	NN	NN
22	15	angesteckt	VVPP	VVPP
22	16	sei	VAFIN	VAFIN
22	17	/	$(	$(
22	18	und	KON	KON
22	19	anfinge	VVFIN	VVFIN
22	20	etwa	ADV	ADV
22	21	über	APPR	APPR
22	22	Hauptweh	NN	NN
22	23	/	$(	$(
22	24	Frost	NN	NN
22	25	oder	KON	KON
22	26	Herzweh	NN	NN
22	27	/	$(	$(
22	28	Bangigkeit	NN	NN
22	29	/	$(	$(
22	30	Übelsein	NN	NN
22	31	des	ART	ART
22	32	Magens	NN	NN
22	33	zu	PTKZU	PTKZU
22	34	klagen	VVFIN	VVINF
22	35	/	$(	$(
22	36	oder	KON	KON
22	37	wäre	VAFIN	VAFIN
22	38	an	APPR	APPR
22	39	einem	ART	ART
22	40	unrichtigen	ADJA	ADJA
22	41	Ort	NN	NN
22	42	gewesen	VAPP	VAPP
22	43	/	$(	$(
22	44	der	ART	PRELS
22	45	nehme	VVFIN	VVFIN
22	46	bald	ADV	ADV
22	47	ein	ART	ART
22	48	folgendes	PIS	ADJA
22	49	Tränklein	NN	NN
22	50	:	$.	$(
22	51	nimm	NE	VVIMP
22	52	Knoblauchessig	NN	NN
22	55	/	$(	$(
22	56	Rautensaft	NN	NN
22	57	/	$(	$(
22	58	jedes	PIAT	PIAT
22	59	2.	CARD	ADJA
22	60	Loth	NN	NE
22	61	/	$(	$(
22	62	mische	VVFIN	VVFIN
22	63	es	PPER	PPER
22	64	zusammen	ADV	ADV
22	65	mit	APPR	APPR
22	66	einer	ART	ART
22	67	Messerspitze	NN	NN
22	68	Salz	NN	NN
22	69	/	$(	$(
22	70	(	$(	$(
22	71	wäre	VAFIN	VAFIN
22	72	es	PPER	PPER
22	73	zu	PTKZU	PTKA
22	74	scharf	ADJA	ADJD
22	75	/	$(	$(
22	76	so	ADV	ADV
22	77	mische	VVFIN	VVFIN
22	78	ein	ART	ART
22	79	paar	PIAT	PIAT
22	80	Löffel	NN	NN
22	81	warmes	ADJD	ADJA
22	82	Bier	NN	NN
22	83	darunter	PAV	PAV
22	84	)	$(	$(
22	85	und	KON	KON
22	86	trink	VVIMP	VVIMP
22	87	es	PPER	PPER
22	88	auf	APPR	APPR
22	89	einmal	ADV	ADV
22	90	aus	APPR	PTKVZ
22	91	/	$(	$(
22	92	sobald	ADV	KOUS
22	94	du	PPER	PPER
22	95	dich	PPER	PRF
22	96	übel	ADV	ADJD
22	97	befindest	VVFIN	VVFIN
22	98	/	$(	$(
22	99	und	KON	KON
22	100	hierauf	PAV	PAV
22	101	lass	VVFIN	ADJD
22	102	dich	PPER	PRF
22	103	wohl	ADV	ADV
22	104	zudecken	VVINF	VVINF
22	105	/	$(	$(
22	106	und	KON	KON
22	107	bemühe	VVFIN	VVFIN
22	108	dich	PPER	PPER
22	109	stark	ADJD	ADJD
22	110	zu	PTKZU	PTKZU
22	111	schwitzen	VVINF	VVINF
22	112	.	$.	$.
23	1	(	$(	$(
23	2	der	ART	ART
23	3	Knoblauchessig	NN	NN
23	4	wird	VAFIN	VAFIN
23	5	von	APPR	APPR
23	6	Knoblauch	NN	NN
23	7	und	KON	KON
23	8	Essig	NN	NN
23	9	bereitet	VVFIN	VVPP
23	10	/	$(	$(
23	11	auf	APPR	APPR
23	12	Art	NN	NN
23	13	/	$(	$(
23	14	wie	KOKOM	KOKOM
23	15	von	APPR	APPR
23	16	dem	ART	ART
23	17	Pestessige	NN	NN
23	18	gedacht	VVPP	VVPP
23	19	worden	VAPP	VAPP
23	20	.	$.	$.
23	21	)	$(	$(
24	1	worauf	PWAV	PWAV
24	2	im	APPRART	APPRART
24	3	Fall	NN	NN
24	4	die	ART	ART
24	5	Hitze	NN	NN
24	6	und	KON	KON
24	7	Schwachheit	NN	NN
24	8	mehr	ADV	ADV
24	9	zu-	PTKZU	TRUNC
24	10	/	$(	$(
24	11	als	KOKOM	KOKOM
24	12	abnehmen	VVINF	VVINF
24	13	täte	VVFIN	VVFIN
24	14	/	$(	$(
24	15	und	KON	KON
24	16	wäre	VAFIN	VAFIN
24	17	also	ADV	ADV
24	18	gewiss	ADV	ADJD
24	19	/	$(	$(
24	20	dass	KOUS	KOUS
24	21	der	ART	ART
24	22	Patient	NN	NN
24	23	die	ART	ART
24	24	Krankheit	NN	NN
24	25	recht	ADJD	ADJD
24	26	habe	VAFIN	VAFIN
24	27	/	$(	$(
24	28	so	ADV	ADV
24	29	soll	VMFIN	VMFIN
24	30	derselbe	PDAT	PDS
24	31	(	$(	$(
24	32	verstehe	VVFIN	VVFIN
24	33	ein	ART	ART
24	34	Erwachsener	NN	NN
24	35	)	$(	$(
24	36	das	ART	ART
24	37	jetzt	ADV	ADV
24	38	beschriebene	ADJA	ADJA
24	39	Tränklein	NN	NN
24	40	von	APPR	APPR
24	41	Knoblauchessig	NN	NN
24	42	und	KON	KON
24	43	Rautensaft	NN	NN
24	44	mit	APPR	APPR
24	45	ein	ART	ART
24	46	wenig	PIS	PIAT
24	47	Salz	NN	NN
24	48	alle	PIS	PIAT
24	49	Morgen	NE	NN
24	50	brauchen	VVFIN	VVINF
24	51	/	$(	$(
24	52	und	KON	KON
24	53	jedesmal	ADV	ADV
24	54	2.	ADJA	ADJA
24	55	Stunden	NN	NN
24	56	darauf	PTKVZ	PAV
24	57	schwitzen	VVINF	VVINF
24	58	.	$.	$.
25	1	5.	ADJA	ADJA
25	2	zu	PTKZU	APPR
25	3	Mittag	NN	NN
25	4	täglich	ADJD	ADJD
25	5	nehme	VVFIN	VVFIN
25	6	dieses	PDAT	PDS
25	7	ein	ART	PTKVZ
25	8	:	$.	$(
25	9	nimm	VVFIN	VVIMP
25	10	Holundersaft	NN	NN
25	11	1.	ADJA	ADJA
25	12	Löffel	NN	NN
25	13	voll	ADJD	ADJD
25	14	/	$(	$(
25	15	mische	VVFIN	VVFIN
25	16	darunter	PAV	PAV
25	17	mit	APPR	APPR
25	18	ein	ART	ART
25	19	wenig	PIS	PIAT
25	20	Weinessig	NN	NN
25	21	/	$(	$(
25	22	ein	ART	ART
25	23	Quintlein	NN	NN
25	24	/	$(	$(
25	25	oder	KON	KON
25	26	ein	ART	ART
25	27	paar	PIAT	PIAT
25	28	Messerspitzen	NN	NN
25	29	klein	ADJD	ADJD
25	30	geriebenen	ADJA	ADJA
25	31	Schwefel	NN	NN
25	32	/	$(	$(
25	33	und	KON	KON
25	34	dies	PDS	PDS
25	35	brauche	VVFIN	VVFIN
25	36	auf	APPR	APPR
25	37	einmal	ADV	ADV
25	38	worauf	PWAV	PWAV
25	39	etliche	PIAT	PIAT
25	40	Loͤffel	NN	NN
25	41	voll	ADJD	ADJD
25	42	Bier	NN	NN
25	43	oder	KON	KON
25	44	Suppe	NN	NN
25	45	mögen	VMFIN	VMFIN
25	46	genommen	VVPP	VVPP
25	47	/	$(	$(
25	48	hierauf	PAV	PAV
25	49	aber	ADV	ADV
25	50	nicht	PTKNEG	PTKNEG
25	51	darf	VMFIN	VMFIN
25	52	geschwitzt	VVPP	VVPP
25	53	werden	VAINF	VAINF
25	54	.	$.	$.
26	1	zu	APPR	APPR
26	2	Abend	NN	NN
26	3	um	APPR	APPR
26	4	6.	ADJA	ADJA
26	5	Uhr	NN	NN
26	6	brauche	VVFIN	VVFIN
26	7	täglich	ADJD	ADJD
26	8	ein	ART	ART
26	9	Pülverlein	NE	NN
26	10	aus	APPR	APPR
26	11	hiesiger	ADJA	ADJA
26	12	Apotheken	NN	NN
26	13	genannt	VVPP	VVPP
26	14	pulvis	NE	NE
26	15	de	NE	NE
26	16	tribus	NE	NN
26	17	(	$(	$(
26	18	kostet	VVFIN	VVFIN
26	19	auf	APPR	APPR
26	20	einmal	ADV	ADV
26	21	zu	PTKZU	PTKZU
26	22	brauchen	VVINF	VVINF
26	23	1.	ADJA	ADJA
26	24	Arg.	NN	NN
26	25	)	$(	$(
26	26	und	KON	KON
26	27	dies	PDS	PDS
26	28	auf	APPR	APPR
26	29	einmal	ADV	ADV
26	30	in	APPR	APPR
26	31	einen	ART	ART
26	32	Löffel	NN	NN
26	33	Wassersuppe	NN	NN
26	34	gebraucht	VVPP	VVPP
26	35	/	$(	$(
26	36	worauf	PWAV	PWAV
26	37	abermal	ADV	ADV
26	38	stark	ADJD	ADJD
26	39	zu	PTKZU	PTKZU
26	40	schwitzen	VVINF	VVINF
26	41	.	$.	$.
27	1	dergleichen	PIS	PIS
27	2	Pülverlein	NN	NN
27	3	ist	VAFIN	VAFIN
27	4	alle	PIAT	PIAT
27	5	andere	ADJA	PIAT
27	6	Abend	NN	NN
27	7	zu	PTKZU	PTKZU
27	8	nehmen	VVINF	VVINF
27	9	/	$(	$(
27	10	mit	APPR	APPR
27	11	darauf	PAV	PAV
27	12	folgenden	ADJA	ADJA
27	13	Schweiß	NN	NN
27	14	/	$(	$(
27	15	der	ART	ART
27	16	jedesmal	ADV	ADV
27	17	darauf	PAV	PAV
27	18	getrieben	VVPP	VVPP
27	19	werden	VAINF	VAINF
27	20	soll	VMFIN	VMFIN
27	21	/	$(	$(
27	22	eine	ART	PIS
27	23	oder	KON	KON
27	24	welches	PRELS	PWS
27	25	besser	ADJD	ADJD
27	26	wäre	VAFIN	VAFIN
27	27	/	$(	$(
27	28	zwei	CARD	CARD
27	29	Stunden	NN	NN
27	30	lang	ADJA	ADJD
27	31	.	$.	$.
27	32	6.	ADJA	ADJA
27	33	wäre	VAFIN	VAFIN
27	34	aber	ADV	ADV
27	35	jemand	PIS	PIS
27	36	auf	APPR	APPR
27	37	dem	ART	ART
27	38	Lande	NN	NN
27	39	/	$(	$(
27	40	und	KON	KON
27	41	könnte	VMFIN	VMFIN
27	42	wegen	APPR	APPR
27	43	Entlegenheit	NN	NN
27	44	/	$(	$(
27	45	oder	KON	KON
27	46	anderer	ADJA	PIAT
27	47	Verhindernis	NN	NN
27	48	das	ART	ART
27	49	Pülverlein	NN	NN
27	50	nicht	PTKNEG	PTKNEG
27	51	haben	VAFIN	VAINF
27	52	/	$(	$(
27	53	der	ART	PRELS
27	54	verändere	VVFIN	VVFIN
27	55	in	APPR	APPR
27	56	Mangel	NN	NN
27	57	desselben	PDS	PDAT
27	58	solcher	PIAT	PIAT
27	59	Gestalt	NN	NN
27	60	diese	PDAT	PDAT
27	61	Ordnung	NN	NN
27	62	/	$(	$(
27	63	dass	KOUS	KOUS
27	64	er	PPER	PPER
27	65	zu	PTKZU	APPR
27	66	Mittag	NN	NN
27	67	täglich	ADJD	ADJD
27	68	von	APPR	APPR
27	69	obig	ADJD	ADV
27	70	beschriebener	ADJA	ADJA
27	71	Pestlatwerge	NN	NN
27	72	/	$(	$(
27	73	nehme	VVFIN	VVFIN
27	74	auf	APPR	APPR
27	75	einmal	ADV	ADV
27	76	3.	ADJA	ADJA
27	77	oder	KON	KON
27	78	4.	ADJA	ADJA
27	79	Messerspitzen	NN	NN
27	80	/	$(	$(
27	81	und	KON	KON
27	82	nehme	VVFIN	VVFIN
27	83	täglich	ADJD	ADJD
27	84	zu	PTKZU	APPR
27	85	Abends	NN	NN
27	86	an	APPR	PTKVZ
27	87	statt	APPR	APPR
27	88	des	ART	ART
27	89	Pulveris	NE	NN
27	90	de	NE	NE
27	91	tribus	NE	NN
27	92	,	$,	$,
27	93	die	ART	PRELS
27	94	schon	ADV	ADV
27	95	verordnete	ADJA	ADJA
27	96	mittägige	ADJA	ADJA
27	97	Arznei	NN	NN
27	98	/	$(	$(
27	99	den	ART	ART
27	100	Löffel	NN	NN
27	101	Holundersaft	NN	NN
27	102	mit	APPR	APPR
27	103	dem	ART	ART
27	104	Schwefel	NN	NN
27	105	/	$(	$(
27	106	und	KON	KON
27	107	schwitze	VVFIN	VVFIN
27	108	hierauf	PAV	PAV
27	109	des	ART	ART
27	110	Abends	NN	NN
27	111	ein	ART	ART
27	112	paar	PIAT	PIAT
27	113	Stunden	NN	NN
27	114	lang	ADJD	ADJD
27	115	.	$.	$.
28	1	welcher	PWAT	PWS
28	2	Gebrauch	NN	NN
28	3	itzo	ADV	NE
28	4	beschrieben	VVPP	VVPP
28	5	/	$(	$(
28	6	früh	ADJD	ADJD
28	7	/	$(	$(
28	8	mittags	NN	ADV
28	9	und	KON	KON
28	10	abends	NN	ADV
28	11	täglich	ADJD	ADJD
28	12	zu	PTKZU	PTKZU
28	13	wiederholen	VVINF	VVINF
28	14	/	$(	$(
28	15	von	APPR	APPR
28	16	dem	ART	ART
28	17	/	$(	$(
28	18	der	ART	ART
28	19	an	APPR	APPR
28	20	der	ART	ART
28	21	Pest	NN	NN
28	22	liegt	VVFIN	VVFIN
28	23	/	$(	$(
28	24	und	KON	KON
28	25	damit	PAV	PAV
28	26	fortzufahren	VVINF	ADV
28	27	/	$(	$(
28	28	5.	ADJA	ADJA
28	29	oder	KON	KON
28	30	6.	ADJA	ADJA
28	31	Tage	NN	NN
28	32	lang	ADJD	ADJD
28	33	.	$.	$.
29	1	wobei	PWAV	PWAV
29	2	zu	PTKZU	PTKZU
29	3	merken	VVINF	VVINF
29	4	/	$(	$(
29	5	dass	KOUS	KOUS
29	6	dem	ART	ART
29	7	Patienten	NN	NN
29	8	öfters	ADV	ADV
29	9	mag	VMFIN	VMFIN
29	10	Bier	NN	NN
29	11	zu	PTKZU	PTKZU
29	12	trinken	VVINF	VVINF
29	13	gegeben	VVPP	VVPP
29	14	werden	VAINF	VAINF
29	15	/	$(	$(
29	16	doch	ADV	KON
29	17	auf	APPR	APPR
29	18	einmal	ADV	ADV
29	19	nicht	PTKNEG	PTKNEG
29	20	viel	ADJA	ADV
29	21	;	$.	$.
29	22	des	ART	ART
29	23	Wassertrinkens	NN	NN
29	24	aber	ADV	ADV
29	25	/	$(	$(
29	26	wie	KOKOM	KOUS
29	27	auch	ADV	ADV
29	28	andere	ADJA	PIS
29	29	unzeitigen	ADJA	ADJA
29	30	Erkühlungen	NE	NN
29	31	/	$(	$(
29	32	soll	VMFIN	VMFIN
29	33	sich	PRF	PRF
29	34	der	ART	ART
29	35	Patient	NN	NN
29	36	enthalten	ADJD	VVINF
29	37	.	$.	$.
30	1	7.	ADJA	ADJA
30	2	wenn	KOUS	KOUS
30	3	jemand	PIS	PIS
30	4	eine	ART	ART
30	5	Pestbeule	NN	NN
30	6	auffahren	VVINF	VVINF
30	7	täte	VVFIN	VVFIN
30	8	/	$(	$(
30	9	und	KON	KON
30	10	könnte	VMFIN	VMFIN
30	11	in	APPR	APPR
30	12	Eile	NN	NN
30	13	kein	PIAT	PIAT
30	14	besseres	ADJD	ADJA
30	15	Mittel	NN	NN
30	16	erlangen	VVINF	VVINF
30	17	/	$(	$(
30	18	der	ART	PRELS
30	19	lasse	VVFIN	VVFIN
30	20	indes	ADV	ADV
30	21	die	ART	ART
30	22	Seinigen	NN	NN
30	23	dieses	PDAT	PDAT
30	24	bereiten	VVFIN	VVINF
30	25	/	$(	$(
30	26	auf	APPR	APPR
30	27	ein	ART	ART
30	28	Tüchlein	NN	NN
30	29	streichen	VVINF	VVINF
30	30	/	$(	$(
30	31	und	KON	KON
30	32	alle	PIAT	PIAT
30	33	6.	ADJA	ADJA
30	34	Stunden	NN	NN
30	35	frisch	ADJD	ADJD
30	36	auflegen	APPR	VVINF
30	37	/	$(	$(
30	38	die	ART	ART
30	39	abgenommenen	ADJA	ADJA
30	40	Tüchlein	NN	NN
30	41	aber	ADV	ADV
30	42	sollen	VMFIN	VMFIN
30	43	vergraben	VVPP	VVPP
30	44	werden	VAINF	VAINF
30	45	:	$.	$.
30	46	nimm	NE	VVIMP
30	47	Senf	NN	NN
30	48	:	$.	$.
30	49	1.	ADJA	ADJA
30	50	Lot	NN	NN
30	51	/	$(	$(
30	52	gekochte	ADJA	ADJA
30	53	Zwiebeln	NN	NN
30	54	/	$(	$(
30	55	Honig	NN	NN
30	56	/	$(	$(
30	57	jedes	PIAT	PIAT
30	58	2.	ADJA	ADJA
30	59	Lot	NN	NN
30	60	/	$(	$(
30	61	Sauerteig	NN	NN
30	62	1.Loth	CARD	ADJA
30	64	/	$(	$(
30	65	Salz	NN	NN
30	66	1.	ADJA	ADJA
30	67	Quintlein	NN	NN
30	68	mische	VVFIN	VVFIN
30	69	und	KON	KON
30	70	stoße	VVFIN	VVFIN
30	71	es	PPER	PPER
30	72	zusammen	ADV	PTKVZ
30	73	/	$(	$(
30	74	dass	KOUS	KOUS
30	75	es	PPER	PPER
30	76	wie	KOKOM	KOKOM
30	77	ein	ART	ART
30	78	dicker	ADJA	ADJA
30	79	Brei	NN	NN
30	80	anzusehen	VVIZU	VVIZU
30	81	sei	VAFIN	VAFIN
30	82	.	$.	$.
31	1	und	KON	KON
31	2	dies	PDS	PDS
31	3	sei	VAFIN	VAFIN
31	4	zu	PTKZU	APPR
31	5	dem	ART	ART
31	6	nötigsten	ADJA	ADJA
31	7	Unterricht	NN	NN
31	8	des	ART	ART
31	9	Armut	NN	NN
31	10	in	APPR	APPR
31	11	der	ART	ART
31	12	Pestnot	NN	NN
31	13	/	$(	$(
31	14	als	KOKOM	KOKOM
31	15	eine	ART	ART
31	16	Hausarznei	NN	NN
31	18	/	$(	$(
31	19	die	ART	ART
31	20	Gott	NN	NN
31	21	segnen	VVINF	VVINF
31	22	wolle	VMFIN	VMFIN
31	23	.	$.	$.
32	1	Anhang	NN	NN
32	2	vieler	PIAT	PIAT
32	3	nützlicher	ADJA	ADJA
32	4	und	KON	KON
32	5	bewährter	ADJA	ADJA
32	6	Pestmitteln	NN	NN
32	7	/	$(	$(
32	8	allen	NE	PIAT
32	9	Menschen	NN	NN
32	10	zu	PTKZU	APPR
32	11	Nutz	NN	NN
32	12	beschrieben	VVPP	VVPP
32	13	/	$(	$(
32	14	und	KON	KON
32	15	im	APPRART	APPRART
32	16	Druck	NN	NN
32	17	verfertigt	VVFIN	VVPP
32	18	/	$(	$(
32	19	von	APPR	APPR
32	20	einem	ART	ART
32	21	/	$(	$(
32	22	welcher	PWAT	PWS
32	23	hat	VAFIN	VAFIN
32	24	drei	CARD	CARD
32	25	Sterben	NN	NN
32	26	ausgestanden	VVPP	VVPP
32	27	.	$.	$.
33	1	günstiger	NN	ADJD
33	2	lieber	ADV	ADJA
33	3	Leser	NN	NN
33	4	.	$.	$.
34	1	es	PPER	PPER
34	2	ist	VAFIN	VAFIN
34	3	zu	PTKZU	PTKZU
34	4	wissen	VVFIN	VVINF
34	5	/	$(	$(
34	6	dass	KOUS	KOUS
34	7	wenn	KOUS	KOUS
34	8	Gott	NN	NN
34	9	der	ART	ART
34	10	Herr	NN	NN
34	11	um	APPR	APPR
34	12	unserer	PPOSAT	PPOSAT
34	13	Sünde	NN	NN
34	14	willen	NN	APPO
34	15	eine	ART	ART
34	16	Strafe	NN	NN
34	17	/	$(	$(
34	18	als	KOKOM	KOKOM
34	19	sonderlich	ADJD	ADJD
34	20	die	ART	ART
34	21	Pestilentz	NE	NN
34	22	uns	XY	PPER
34	23	zuschickte	VVFIN	VVFIN
34	24	/	$(	$(
34	25	so	ADV	ADV
34	26	soll	VMFIN	VMFIN
34	27	man	PIS	PIS
34	28	vor	APPR	APPR
34	29	allen	PIAT	PIAT
34	30	Dingen	NN	NN
34	31	erstlich	ADV	ADJD
34	32	fleißig	ADJD	ADJD
34	33	und	KON	KON
34	34	ernstlich	ADJD	ADJD
34	35	beten	VVFIN	VVINF
34	36	und	KON	KON
34	37	ihn	PPER	PPER
34	38	um	APPR	APPR
34	39	gnädige	ADJA	ADJA
34	40	Verzeihung	NN	NN
34	41	unserer	PPOSAT	PPOSAT
34	42	Sünden	NN	NN
34	43	bitten	VVINF	VVINF
34	44	/	$(	$(
34	45	wie	KOKOM	KOKOM
34	46	Gott	NN	NN
34	47	selbst	ADV	ADV
34	48	befohlen	VVPP	VVPP
34	49	.	$.	$.
35	1	zum	APPRART	APPRART
35	2	anderen	ADJA	PIS
35	3	so	ADV	ADV
35	4	hat	VAFIN	VAFIN
35	5	auch	ADV	ADV
35	6	Gott	NN	NN
35	7	der	ART	ART
35	8	Herr	NN	NN
35	9	liebliche	ADJA	ADJA
35	10	Arznei	NN	NN
35	11	in	APPR	APPR
35	12	allerlei	PIAT	PIAT
35	13	Nöten	VVINF	NN
35	14	zu	PTKZU	PTKZU
35	15	brauchen	VVINF	VVINF
35	16	befohlen	VVPP	VVPP
35	17	/	$(	$(
35	18	zu	PTKZU	APPR
35	19	Erhaltung	NN	NN
35	20	menschliches	ADJA	ADJA
35	21	Leibes	NN	NN
35	22	.	$.	$.
36	1	weil	KOUS	KOUS
36	2	aber	ADV	ADV
36	3	die	ART	ART
36	4	Pestilenz	NN	NN
36	5	an	APPR	APPR
36	6	einen	ART	ART
36	7	Menschen	NN	NN
36	8	ehe	KOUS	KOUS
36	9	er	PPER	PPER
36	10	sich	PPER	PRF
36	11	es	PPER	PPER
36	12	versieht	VVFIN	VVFIN
36	13	geschwind	ADJA	ADJD
36	14	anfällt	VVFIN	VVFIN
36	15	/	$(	$(
36	16	und	KON	KON
36	17	zwar	ADV	ADV
36	18	an	APPR	APPR
36	19	einem	ART	ART
36	20	immer	ADV	ADV
36	21	eher	ADV	ADV
36	22	als	KOKOM	KOKOM
36	23	an	APPR	APPR
36	24	den	ART	ART
36	25	anderen	ADJA	PIS
36	26	/	$(	$(
36	27	als	KOKOM	KOKOM
36	28	ist	VAFIN	VAFIN
36	29	nötig	ADJD	ADJD
36	30	zu	PTKZU	PTKZU
36	31	wissen	VVINF	VVINF
36	32	/	$(	$(
36	33	dass	KOUS	KOUS
36	34	sich	PRF	PRF
36	35	in	APPR	APPR
36	36	solcher	PIAT	PIAT
36	37	Zeit	NN	NN
36	38	und	KON	KON
36	39	Not	NN	NN
36	40	folgende	ADJA	ADJA
36	41	Personen	NN	NN
36	42	in	APPR	APPR
36	43	Eile	NN	NN
36	44	wegmachen	PTKVZ	VVINF
36	45	/	$(	$(
36	46	als	KOKOM	KOKOM
36	47	junge	ADJA	ADJA
36	48	Leute	NN	NN
36	49	/	$(	$(
36	50	Jungfrauen	NN	NN
36	51	/	$(	$(
36	52	schwangere	NN	ADJA
36	53	Weiber	NN	NN
36	54	und	KON	KON
36	55	furchtsame	NN	ADJA
36	56	Leute	NN	NN
36	57	/	$(	$(
36	58	und	KON	KON
36	59	dergleichen	PIS	PIS
36	60	/	$(	$(
36	61	denn	ART	KON
36	62	dieselben	PDAT	PDS
36	64	bekommen	VVINF	VVFIN
36	65	es	PPER	PPER
36	66	gar	ADV	ADV
36	67	leichtlich	ADJD	ADV
36	68	/	$(	$(
36	69	man	PIS	PIS
36	70	soll	VMFIN	VMFIN
36	71	auch	ADV	ADV
36	72	verdächtige	ADJA	ADJA
36	73	Orte	NN	NN
36	74	/	$(	$(
36	75	Häuser	NN	NN
36	76	und	KON	KON
36	77	Personen	NN	NN
36	78	meiden	VVINF	VVINF
36	79	/	$(	$(
36	80	mit	APPR	APPR
36	81	ihnen	PPER	PPER
36	82	nicht	PTKNEG	PTKNEG
36	83	essen	VVINF	VVINF
36	84	/	$(	$(
36	85	trinken	VVFIN	VVINF
36	86	oder	KON	KON
36	87	sonsten	ADV	NN
36	88	umgehen	VVINF	VVINF
36	89	/	$(	$(
36	90	man	PIS	PIS
36	91	soll	VMFIN	VMFIN
36	92	sich	PRF	PRF
36	93	auch	ADV	ADV
36	94	nicht	PTKNEG	PTKNEG
36	95	voll	ADJA	ADJD
36	96	saufen	VVINF	VVINF
36	97	/	$(	$(
36	98	auch	ADV	ADV
36	99	kein	PIAT	PIAT
36	100	warmes	ADJD	ADJA
36	101	Brot	NN	NN
36	102	ins	APPRART	APPRART
36	103	Haus	NN	NN
36	104	holen	VVINF	VVINF
36	105	/	$(	$(
36	106	keine	PIAT	PIAT
36	107	Zwiebeln	NN	NN
36	108	essen	VVINF	VVINF
36	109	/	$(	$(
36	110	denn	KON	KON
36	111	die	ART	PDS
36	112	ziehen	VVINF	VVFIN
36	113	allen	PIAT	PIAT
36	114	Gift	NN	NN
36	115	an	APPR	APPR
36	116	sich	PRF	PRF
36	117	.	$.	$.
37	1	wenn	KOUS	KOUS
37	2	man	PIS	PIS
37	3	in	APPR	APPR
37	4	angesteckten	ADJA	ADJA
37	5	Häusern	NN	NN
37	6	räuchert	VVFIN	VVFIN
37	7	/	$(	$(
37	8	so	ADV	ADV
37	9	dringt	VVFIN	VVFIN
37	10	der	ART	ART
37	11	Gift	NN	NN
37	12	durch	APPR	APPR
37	13	die	ART	ART
37	14	Ritzen	NN	NN
37	15	und	KON	KON
37	16	Klinsen	NE	NN
37	17	in	APPR	APPR
37	18	die	ART	ART
37	19	benachbarten	ADJA	ADJA
37	20	Häuser	NN	NN
37	21	/	$(	$(
37	22	sonderlich	ADJD	ADJD
37	23	wenn	KOUS	KOUS
37	24	die	ART	PDS
37	25	hart	ADJD	ADJD
37	26	aneinander	ADV	ADV
37	27	gebaut	VVPP	VVPP
37	28	seien	VAINF	VAFIN
37	29	/	$(	$(
37	30	und	KON	KON
37	31	steckt	VVFIN	VVFIN
37	32	dieselbigen	PDAT	ADJA
37	33	an	APPR	PTKVZ
37	34	/	$(	$(
37	35	wie	KOKOM	KOUS
37	36	solches	PIAT	PIS
37	37	oft	ADV	ADV
37	38	erfahren	VVINF	VVPP
37	39	ist	VAFIN	VAFIN
37	40	.	$.	$.
38	1	es	PPER	PPER
38	2	soll	VMFIN	VMFIN
38	3	niemand	PIS	PIS
38	4	nüchtern	ADJD	ADJD
38	5	ausgehen	VVINF	VVINF
38	6	/	$(	$(
38	7	er	PPER	PPER
38	8	habe	VAFIN	VAFIN
38	9	denn	KON	ADV
38	10	zuvor	ADV	ADV
38	11	den	ART	ART
38	12	Mund	NN	NN
38	13	rein	ADJD	ADV
38	14	gewaschen	VVPP	VVPP
38	15	/	$(	$(
38	16	und	KON	KON
38	17	was	PWS	PWS
38	18	dem	ART	ART
38	19	Gift	NN	NN
38	20	entgegen	PTKVZ	PTKVZ
38	21	/	$(	$(
38	22	in	APPR	APPR
38	23	Mund	NN	NN
38	24	gehalten	VVPP	VVPP
38	25	und	KON	KON
38	26	gekaut	VVPP	VVPP
38	27	/	$(	$(
38	28	wie	KOKOM	KOKOM
38	29	folgend	ADJD	ADJD
38	30	wird	VAFIN	VAFIN
38	31	gemeldet	VVPP	VVPP
38	32	werden	VAINF	VAINF
