SID	TID	TOKEN	POS1	POS2
34	19	Schaden	VVINF	NN
34	20	abgehen	VVINF	VVINF
34	21	würde	VAFIN	VAFIN
34	22	.	$.	$.
35	1	derhalben	PAV	NN
35	2	sollen	VMFIN	VMFIN
35	3	die	ART	ART
35	4	Barbiere	NE	NN
35	5	aufmerken	VVINF	VVINF
35	6	und	KON	KON
35	7	nicht	PTKNEG	PTKNEG
35	8	törlich	ADJD	ADJD
35	9	eine	ART	ART
35	10	itzliche	NE	ADJA
35	11	Ader	VVINF	NN
35	12	schlagen	VVFIN	VVINF
35	13	.	$.	$.
36	1	es	PPER	PPER
36	2	ist	VAFIN	VAFIN
36	3	wohl	ADV	ADV
36	4	zu	PTKZU	PTKZU
36	5	merken	VVINF	VVINF
36	6	dass	ART	KOUS
36	7	die	ART	ART
36	8	Gift	NN	NN
36	9	sonderlich	ADJD	ADJD
36	10	drei	CARD	CARD
36	11	Gliedmaßen	NE	NN
36	12	begreife	VVFIN	VVFIN
36	13	/	$(	$(
36	14	als	KOKOM	KOKOM
36	15	das	ART	ART
36	16	Gehirn	NN	NN
36	17	/	$(	$(
36	18	das	ART	ART
36	19	Herz	NN	NN
36	20	/	$(	$(
36	21	und	KON	KON
36	22	die	ART	ART
36	23	Leber	VVFIN	NN
36	24	/	$(	$(
36	25	doch	ADV	KON
36	26	muss	VMFIN	VMFIN
36	27	allezeit	ADV	ADV
36	28	das	ART	ART
36	29	Herz	NN	NN
36	30	mit	APPR	APPR
36	31	Not	NN	NN
36	32	leiden	VVINF	VVINF
36	33	/	$(	$(
36	34	dann	ADV	ADV
36	35	die	ART	ART
36	36	Gift	NN	NN
36	37	dringt	VVFIN	VVFIN
36	38	mächtig	ADJD	ADJD
36	39	nach	APPR	APPR
36	40	dem	ART	ART
36	41	Herzen	NN	NN
36	42	/	$(	$(
36	43	derhalben	PAV	NN
36	44	schlagen	NE	VVFIN
36	45	die	ART	ART
36	46	Blattern	ADJA	NN
36	47	und	KON	KON
36	48	Beulen	VVINF	NN
36	49	gemeiniglich	ADV	ADJD
36	50	aus	APPR	PTKVZ
36	51	/	$(	$(
36	52	so	ADV	ADV
36	53	es	PPER	PPER
36	54	im	APPRART	APPRART
36	55	Gehirn	NN	NN
36	56	ist	VAFIN	VAFIN
36	57	/	$(	$(
36	58	um	APPR	APPR
36	59	den	ART	ART
36	60	Kopf	NN	NN
36	61	und	KON	KON
36	62	Hals	NN	NN
36	63	/	$(	$(
36	64	so	ADV	ADV
36	65	die	ART	ART
36	66	Gift	NN	NN
36	67	im	APPRART	APPRART
36	68	Herzen	NN	NN
36	69	ist	VAFIN	VAFIN
36	70	/	$(	$(
36	71	so	ADV	ADV
36	72	erscheinen	VVINF	VVFIN
36	73	sie	PPER	PPER
36	74	an	APPR	APPR
36	75	dem	ART	ART
36	76	Arm	ADJD	NN
36	77	/	$(	$(
36	78	und	KON	KON
36	79	sonderlich	ADJD	ADJD
36	80	unter	APPR	APPR
36	81	dem	ART	ART
36	82	Achsel	NE	NN
36	83	/	$(	$(
36	84	so	ADV	ADV
36	85	die	ART	ART
36	86	in	APPR	APPR
36	87	der	ART	ART
36	88	Leber	VVFIN	NN
36	89	ist	VAFIN	VAFIN
36	90	/	$(	$(
36	91	so	ADV	ADV
36	92	sieht	NN	VVFIN
36	93	man	PIS	PIS
36	94	die	ART	ART
36	95	Apostemata	NE	NN
36	96	bei	APPR	APPR
36	97	dem	ART	ART
36	98	Gemächt	VVPP	NN
36	99	/	$(	$(
36	100	und	KON	KON
36	101	Beinen	VVINF	NN
36	102	/	$(	$(
36	103	und	KON	KON
36	104	ja	ADV	ADV
36	105	die	ART	ART
36	106	Geschwüre	NE	NN
36	107	heftiger	ADJA	ADJD
36	108	und	KON	KON
36	109	weiter	ADV	ADV
36	110	von	APPR	APPR
36	111	den	ART	ART
36	112	drei	CARD	CARD
36	113	vornehmlichen	ADJA	ADJA
36	114	Gliedmaßen	NE	NN
36	115	getrieben	VVPP	VVPP
36	116	werden	VAINF	VAINF
36	117	/	$(	$(
36	118	ja	ADV	ADV
36	119	die	ART	ART
36	120	Kraft	NN	NN
36	121	derselbigen	PDAT	ADJA
36	122	noch	ADV	ADV
36	123	stärker	ADJD	ADJD
36	124	ist	VAFIN	VAFIN
36	125	/	$(	$(
36	126	und	KON	KON
36	127	ist	VAFIN	VAFIN
36	128	ein	ART	ART
36	129	gutes	ADJD	ADJA
36	130	Zeichen	NN	NN
36	131	dass	ART	KOUS
36	132	die	ART	ART
36	133	Natur	NN	NN
36	134	noch	ADV	ADV
36	135	kräftig	ADJD	ADJD
36	136	ist	VAFIN	VAFIN
36	137	.	$.	$.
37	1	wiederum	ADV	ADV
37	2	ist	VAFIN	VAFIN
37	3	sie	PPER	PPER
37	4	schwach	ADJD	ADJD
37	5	/	$(	$(
37	6	so	ADV	ADV
37	7	sie	PPER	PPER
37	8	nicht	PTKNEG	PTKNEG
37	9	gewaltig	ADJD	ADJD
37	10	austreibt	VVFIN	VVFIN
37	11	/	$(	$(
37	12	sondern	KON	KON
37	13	allein	ADV	ADV
37	14	denselbigen	PDAT	ADJA
37	15	/	$(	$(
37	16	oder	KON	KON
37	17	den	ART	ART
37	18	nächsten	ADJA	ADJA
37	19	Ort	NN	NN
37	20	beschwert	VVINF	VVFIN
37	21	.	$.	$.
38	1	so	ADV	ADV
38	2	muss	VMFIN	VMFIN
38	3	nun	ADV	ADV
38	4	ein	ART	ART
38	5	Barbier	NE	NN
38	6	alle	PIAT	PIAT
38	7	Zeit	NN	NN
38	8	auf	APPR	APPR
38	9	der	ART	ART
38	10	Seite	NN	NN
38	11	die	ART	ART
38	12	Adern	VVINF	NN
38	13	schlagen	VVFIN	VVINF
38	14	/	$(	$(
38	15	in	APPR	APPR
38	16	welcher	PWAT	PIS
38	17	das	ART	ART
38	18	Geschwür	NN	NN
38	19	/	$(	$(
38	20	oder	KON	KON
38	21	die	ART	ART
38	22	Beschwernis	NN	NN
38	23	ist	VAFIN	VAFIN
38	24	.	$.	$.
39	1	so	ADV	ADV
39	2	dieselbigen	PDAT	ADJA
39	3	sind	VAFIN	VAFIN
39	4	an	APPR	APPR
39	5	dem	ART	ART
39	6	Hals	NN	NN
39	7	oder	KON	KON
39	8	am	APPRART	APPRART
39	9	Haupt	NN	NN
39	10	/	$(	$(
39	11	soll	VMFIN	VMFIN
39	12	man	PIS	PIS
39	13	die	ART	ART
39	14	Hauptadern	NN	NN
39	15	lassen	VVINF	VVINF
39	16	schlagen	NE	VVFIN
39	17	auf	APPR	APPR
39	18	derselbigen	ADJA	ADJA
39	19	Seite	NN	NN
39	20	/	$(	$(
39	21	und	KON	KON
39	22	ziemlich	ADV	ADV
39	23	wohl	ADV	ADV
39	24	lassen	VVINF	VVINF
39	25	laufen	VVFIN	VVINF
39	26	/	$(	$(
39	27	so	ADV	ADV
39	28	sie	PPER	PPER
39	29	an	APPR	APPR
39	30	dem	ART	ART
39	31	Arm	ADJD	NN
39	32	oder	KON	KON
39	33	hart	ADJD	ADJD
39	34	dabei	PAV	PAV
39	35	erscheinen	VVINF	VVINF
39	36	/	$(	$(
39	37	soll	VMFIN	VMFIN
39	38	die	ART	ART
39	39	Basilica	NE	NN
39	40	geschlagen	VVPP	VVPP
39	41	werden	VAINF	VAINF
39	42	/	$(	$(
39	43	auch	ADV	ADV
39	44	auf	APPR	APPR
39	45	derselbigen	ART	ADJA
39	46	Seite	NN	NN
39	47	/	$(	$(
39	48	und	KON	KON
39	49	so	ADV	ADV
39	50	man	PIS	PIS
39	51	die	ART	PDS
39	52	nicht	PTKNEG	PTKNEG
39	53	finden	VVINF	VVINF
39	54	könnte	VVFIN	VMFIN
39	55	/	$(	$(
39	56	so	ADV	ADV
39	57	nehme	ART	VVFIN
39	58	man	PIS	PIS
39	59	daselbst	NE	ADV
39	60	die	ART	ART
39	61	Median	ADJD	NN
39	62	.	$.	$.
40	1	so	ADV	ADV
40	2	die	ART	ART
40	3	Apostemata	NE	NN
40	4	sein	VAINF	VAINF
40	5	bei	APPR	APPR
40	6	dem	ART	ART
40	7	Schoß	NN	NN
40	8	/	$(	$(
40	9	soll	VMFIN	VMFIN
40	10	die	ART	ART
40	11	Ader	VVIMP	NN
40	12	welche	PWAT	PRELS
40	13	man	PIS	PIS
40	14	nennt	VVFIN	VVFIN
40	15	die	ART	ART
40	16	Frauenader	NN	NN
40	17	/	$(	$(
40	18	geschlagen	VVPP	VVPP
40	19	werden	VAINF	VAINF
40	20	.	$.	$.
41	1	dasselbige	PDS	NN
41	2	wird	VAFIN	VAFIN
41	3	man	PIS	PIS
41	4	halten	VVINF	VVINF
41	5	/	$(	$(
41	6	so	ADV	ADV
41	7	allein	ADV	ADV
41	8	eine	ART	ART
41	9	Beschwernis	NN	NN
41	10	in	APPR	APPR
41	11	dem	ART	ART
41	12	vor	APPR	APPR
41	13	angezeigten	ADJA	ADJA
41	14	Gliedmaß	NE	NN
41	15	gefühlt	VVPP	VVPP
41	16	würde	VAFIN	VAFIN
41	17	.	$.	$.
42	1	so	ADV	ADV
42	2	etwas	PIS	ADV
42	3	an	APPR	APPR
42	4	der	ART	ART
42	5	Hüfte	NN	NN
42	6	aufgefahren	VVPP	VVPP
42	7	wäre	VAFIN	VAFIN
42	8	/	$(	$(
42	9	soll	VMFIN	VMFIN
42	10	man	PIS	PIS
42	11	schlagen	NE	VVFIN
42	12	die	ART	ART
42	13	Sciatica	NE	NE
42	14	/	$(	$(
42	15	oder	KON	KON
42	16	welche	PWAT	PRELS
42	17	leitet	VVFIN	VVFIN
42	18	zwischen	APPR	APPR
42	19	den	ART	ART
42	20	kleinsten	ADJA	ADJA
42	21	Zehen	CARD	NN
42	22	/	$(	$(
42	23	und	KON	KON
42	24	ihren	PPOSAT	PPOSAT
42	25	nächsten	VVINF	ADJA
42	26	.	$.	$.
43	1	so	ADV	ADV
43	2	aber	ADV	ADV
43	3	der	ART	ART
43	4	Mensch	NN	NN
43	5	durch	APPR	APPR
43	6	Ursachen	NN	NN
43	7	nicht	PTKNEG	PTKNEG
43	8	könnte	VVFIN	VMFIN
43	9	die	ART	ART
43	10	Ader	VVIMP	NN
43	11	lassen	VVINF	VVINF
43	12	schlagen	VVFIN	VVINF
43	13	/	$(	$(
43	14	so	ADV	ADV
43	15	lass	VVFIN	ADJD
43	16	er	PPER	PPER
43	17	auf	APPR	APPR
43	18	den	ART	ART
43	19	Orten	VVINF	NN
43	20	die	ART	ART
43	21	Köpfe	NN	NN
43	22	hinsetzen	PTKVZ	VVINF
43	23	/	$(	$(
43	24	und	KON	KON
43	25	lasse	VVFIN	VVFIN
43	26	sie	PPER	PPER
43	27	wohl	ADV	ADV
43	28	hauen	VVINF	VVINF
43	29	/	$(	$(
43	30	und	KON	KON
43	31	das	ART	ART
43	32	Blut	NN	NN
43	33	daraus	PAV	PAV
43	34	laufen	VVFIN	VVINF
43	35	.	$.	$.
44	1	zum	APPRART	APPRART
44	2	Anderen	ADJA	PIS
44	3	nach	APPR	APPR
44	4	dem	ART	ART
44	5	Aderschlagen	VVIMP	NN
44	6	/	$(	$(
44	7	soll	VMFIN	VMFIN
44	8	man	PIS	PIS
44	9	den	ART	ART
44	10	Kranken	NN	NN
44	11	zu	PTKZU	APPR
44	12	dem	ART	ART
44	13	Schweiß	NN	NN
44	14	bringen	VVINF	VVINF
44	15	/	$(	$(
44	16	und	KON	KON
44	17	die	ART	ART
44	18	Gift	NN	NN
44	19	austreiben	VVINF	VVINF
44	20	/	$(	$(
44	21	mit	APPR	APPR
44	22	etlichen	ADJA	PIAT
44	23	Arzneien	NN	NN
44	24	/	$(	$(
44	25	der	ART	ART
44	26	sonst	ADV	ADV
44	27	viel	ADV	ADV
44	28	gezählt	NN	VVPP
44	29	möchten	VMFIN	VMFIN
44	30	werden	VAINF	VAINF
44	31	.	$.	$.
45	1	aber	KON	KON
45	2	ich	PPER	PPER
45	3	halte	VVFIN	VVFIN
45	4	das	ART	ART
45	5	Latwerge	NN	NN
45	6	von	APPR	APPR
45	7	dem	ART	ART
45	8	Ei	NE	NN
45	9	welches	PRELS	PIS
45	10	in	APPR	APPR
45	11	diesem	PDAT	PDAT
45	12	Fall	NN	NN
45	13	der	ART	ART
45	14	Reiser	NN	NN
45	15	Maximilianus	NE	NE
45	16	fleißiglich	ADJD	ADJD
45	17	gebraucht	VVPP	VVPP
45	18	hat	VAFIN	VAFIN
45	19	/	$(	$(
45	20	dasselbige	PDS	NN
45	21	ist	VAFIN	VAFIN
45	22	leicht	ADJD	ADJD
45	23	zu	PTKZU	PTKZU
45	24	machen	VVINF	VVINF
45	25	/	$(	$(
45	26	und	KON	KON
45	27	hat	VAFIN	VAFIN
45	28	rechtschaffene	ADJA	ADJA
45	29	Arznei	NN	NN
45	30	/	$(	$(
45	31	welche	PWAT	PRELS
45	32	in	APPR	APPR
45	33	dieser	PDAT	PDAT
45	34	Sache	NN	NN
45	35	viel	ADV	ADV
45	36	tun	VVINF	VVINF
45	37	/	$(	$(
45	38	ohne	APPR	APPR
45	39	was	PWS	PIS
45	40	die	ART	ART
45	41	Erfahrung	NN	NN
45	42	in	APPR	APPR
45	43	dem	ART	PDS
45	44	getan	VVPP	VVPP
45	45	hat	VAFIN	VAFIN
45	46	.	$.	$.
46	1	davon	ADV	PAV
46	2	soll	VMFIN	VMFIN
46	3	man	PIS	PIS
46	4	geben	VVINF	VVFIN
46	5	die	ART	ART
46	6	eines	ART	ART
46	7	ziemlichen	ADJA	ADJA
46	8	Alters	ADV	NN
46	9	sein	VAINF	VAFIN
46	10	bei	APPR	APPR
46	11	einem	ART	ART
46	12	Quint	NE	NN
46	13	mit	APPR	APPR
46	14	Endivien-	NN	TRUNC
46	15	oder	KON	KON
46	16	Skabiosenwasser	NE	NN
46	17	trinken	VVFIN	VVINF
46	18	/	$(	$(
46	19	derselbige	ART	ADJA
46	20	Trank	VVFIN	NN
46	21	ist	VAFIN	VAFIN
46	22	auch	ADV	ADV
46	23	gut	ADJD	ADJD
46	24	/	$(	$(
46	25	so	ADV	ADV
46	26	man	PIS	PIS
46	27	sich	PRF	PRF
46	28	bewahren	VVINF	VVINF
46	29	wollte	VMFIN	VMFIN
46	30	vor	APPR	APPR
46	31	der	ART	ART
46	32	Pestilenz	NN	NN
46	33	/	$(	$(
46	34	wie	KOKOM	KOKOM
46	35	zuvor	ADV	ADV
46	36	angezeigt	VVPP	VVPP
46	37	ist	VAFIN	VAFIN
46	38	worden	VAPP	VAPP
46	39	.	$.	$.
47	1	die	ART	PDS
47	2	aber	ADV	ADV
47	3	noch	ADV	ADV
47	4	sehr	NE	ADV
47	5	jung	ADJD	ADJD
47	6	sein	VAINF	VAINF
47	7	/	$(	$(
47	8	sollen	VMFIN	VMFIN
47	9	allein	ADV	ADV
47	10	zwei	CARD	CARD
47	11	Skrupel	NN	NN
47	12	nehmen	VVINF	VVINF
47	13	/	$(	$(
47	14	mit	APPR	APPR
47	15	den	ART	ART
47	16	vorigen	ADJA	ADJA
47	17	Wassern	VVINF	NN
47	18	.	$.	$.
48	1	item	FM	ADV
48	2	das	FM	PDS
48	3	ist	FM	VAFIN
48	4	auch	FM	ADV
48	5	dienstlich	FM	ADJD
48	6	darzu	FM	ADV
48	7	/	$(	$(
48	8	welches	FM	PWS
48	9	muss	FM	VMFIN
48	10	in	FM	APPR
48	11	der	FM	ART
48	12	Apotheke	FM	NN
48	13	fertig	FM	ADJD
48	14	gemacht	FM	VVPP
48	15	werden	VVINF	VAINF
48	16	.	$.	$.
48	17	R.	FM	NE
48	18	diacroci	FM	NE
48	19	scriptula	FM	NE
48	20	duo	FM	NE
48	21	,	$,	$,
48	22	theriacæ	FM	NE
48	23	optimæ	FM	ADJA
48	24	scriptulum	FM	NN
48	25	1.	FM	ADJA
48	26	in	FM	APPR
48	27	aqua	FM	NE
48	28	acetose	FM	NE
48	29	dissojuantur	FM	NN
48	30	,	$,	$,
48	31	&	$(	KON
48	32	fiat	FM	ADJA
48	33	potio	FM	NE
48	34	.	$.	$.
49	1	darzu	PAV	ADV
49	2	ist	VAFIN	VAFIN
49	3	auch	ADV	ADV
49	4	gut	ADJD	ADJD
49	5	die	ART	ART
49	6	Latwerge	NN	NN
49	7	/	$(	$(
49	8	welche	PWAT	PRELS
49	9	genannt	VVPP	VVPP
49	10	wird	VAFIN	VAFIN
49	11	in	APPR	APPR
49	12	den	ART	ART
49	13	Apotheken	NN	NN
49	14	de	NE	NE
49	15	nucibus	NE	NN
49	16	,	$,	$,
49	17	und	KON	KON
49	18	dieselbige[12]	ART	ADJA
49	19	mag	VMFIN	VMFIN
49	20	man	PIS	PIS
49	21	im	APPRART	APPRART
49	22	Pulver	VVIMP	NN
49	23	gebrauchen	VVINF	VVFIN
49	24	mit	APPR	APPR
49	25	einem	ART	ART
49	26	starken	ADJA	ADJA
49	27	Wein	NN	NN
49	28	/	$(	$(
49	29	doch	ADV	ADV
49	30	laulich	ADJD	ADJD
49	31	warm	ADJD	ADJD
49	32	.	$.	$.
50	1	es	FM	PPER
50	2	ist	FM	VAFIN
50	3	auch	FM	ADV
50	4	ein	FM	ART
50	5	Pulver	FM	NN
50	6	in	FM	APPR
50	7	dieser	FM	PDAT
50	8	Sache	FM	NN
50	9	sehr	FM	ADV
50	10	dienstlich	FM	ADJD
50	11	/	$(	$(
50	12	welches	FM	PRELS
50	13	ein	FM	ART
50	14	jeder	FM	PIS
50	15	ihm	FM	PPER
50	16	mag	FM	VMFIN
50	17	lassen	FM	VVINF
50	18	bereiten	FM	VVFIN
50	19	in	FM	APPR
50	20	der	FM	ART
50	21	Apoteke	NN	NN
50	22	.	$.	$.
50	23	R.	FM	NE
50	24	radicum	FM	NN
50	25	dictamni	FM	NE
50	26	ueri	FM	NE
50	27	tormentillæ	FM	NE
50	28	ana	FM	NE
50	29	℥.	FM	ADJA
50	30	1.	FM	ADJA
50	31	santalorum	FM	ADJA
50	32	rubeorum	FM	ADJA
50	33	boli	FM	NE
50	34	armeniæ	FM	NE
50	35	præparatæ	FM	ADJA
50	36	terra	FM	NE
50	37	Leminæ	FM	NE
50	38	,	$,	$,
50	39	quæ	FM	NE
50	40	hodie	FM	NE
50	41	sigillata	FM	NE
50	42	est	FM	ADJA
50	43	,	$,	$,
50	44	itidem	FM	ADJA
50	45	præparatæ	FM	ADJA
50	46	ana	FM	NE
50	47	drach	FM	NE
50	48	.	$.	$.
51	1	2.	FM	ADJA
51	2	lumbricorum	FM	NN
51	3	lotorum	FM	NN
51	4	optimorum	FM	NN
51	5	,	$,	$,
51	6	exiccatorum	FM	NN
51	7	,	$,	$,
51	8	&	$(	KON
51	9	puluerisatorum.	FM	NN
51	10	z.	FM	APPRART
51	11	2.	FM	ADJA
51	12	nucis	FM	NE
51	13	uomicæ	FM	NE
51	14	℥.	FM	ADJA
51	15	1.	FM	ADV
51	16	s.	FM	ADV
51	17	theriacæ	FM	NE
51	18	antiquissimæ	FM	NE
51	19	℥.	FM	NN
51	20	s.	FM	ADV
51	21	seminis	FM	NE
51	22	acetosæ	FM	NE
51	23	z.	FM	APPRART
51	24	iij	FM	NE
51	25	.	$.	$.
52	1	Hæc	FM	NE
52	2	omnia	FM	NE
52	3	in	FM	APPR
52	4	tenuissimum	FM	NN
52	5	puluisculum	FM	NN
52	6	conterantur	FM	NN
52	7	certis	FM	NE
52	8	rationibus	FM	NN
52	9	,	$,	$,
52	10	quas	FM	NE
52	11	pharmacopolæ	FM	NE
52	12	periti	FM	NE
52	13	non	FM	ADJA
52	14	ignorant	FM	ADJD
52	15	.	$.	$.
53	1	das	ART	ART
53	2	Pulver	VVIMP	NN
53	3	mag	VMFIN	VMFIN
53	4	man	PIS	PIS
53	5	gebrauchen	VVINF	VVFIN
53	6	sich	PRF	PRF
53	7	zu	PTKZU	PTKZU
53	8	bewahren	VVINF	VVINF
53	9	vor	APPR	APPR
53	10	der	ART	ART
53	11	Pestilenz	NN	NN
53	12	/	$(	$(
53	13	und	KON	KON
53	14	auch	ADV	ADV
53	15	wann	PWAV	PWAV
53	16	es	PPER	PPER
53	17	die	ART	ART
53	18	Not	NN	NN
53	19	erfordert	VVFIN	VVPP
53	20	/	$(	$(
53	21	als	KOKOM	KON
53	22	wann	PWAV	PWAV
53	23	einer	ART	PIS
53	24	mit	APPR	APPR
53	25	der	ART	ART
53	26	Gift	NN	NN
53	27	begriffen	VVPP	VVPP
53	28	ist	VAFIN	VAFIN
53	29	/	$(	$(
53	30	so	ADV	ADV
53	31	soll	VMFIN	VMFIN
53	32	er	PPER	PPER
53	33	davon	PAV	PAV
53	34	nehmen	VVINF	VVINF
53	35	als	KOKOM	KOKOM
53	36	möchte	VMFIN	VMFIN
53	37	ein	ART	ART
53	38	Quint	NE	NE
53	39	schwer	ADJD	ADJD
53	40	sein	VAINF	VAINF
53	41	/	$(	$(
53	42	der	ART	ART
53	43	über	APPR	APPR
53	44	dreißig	CARD	CARD
53	45	Jahre	NE	NN
53	46	alt	ADJD	ADJD
53	47	ist	VAFIN	VAFIN
53	48	/	$(	$(
53	49	oder	KON	KON
53	50	ja	ADV	ADV
53	51	nicht	PTKNEG	PTKNEG
53	52	weit	ADJD	ADJD
53	53	davon	PAV	PAV
53	54	/	$(	$(
53	55	man	PIS	PIS
53	56	soll	VMFIN	VMFIN
53	57	es	PPER	PPER
53	58	aber	ADV	ADV
53	59	gebrauchen	VVINF	VVFIN
53	60	mit	APPR	APPR
53	61	Melissenwasser	NN	NN
53	63	/	$(	$(
53	64	oder	KON	KON
53	65	mit	APPR	APPR
53	66	einem	ART	ART
53	67	guten	ADJA	ADJA
53	68	Weinessig	NN	NN
53	69	laulich	ADJD	ADJD
53	70	warm	ADJD	ADJD
53	71	oder	KON	KON
53	72	so	ADV	ADV
53	73	er	PPER	PPER
53	74	Lust	NN	NN
53	75	hat	VAFIN	VAFIN
53	76	/	$(	$(
53	77	und	KON	KON
53	78	wollte	VMFIN	VMFIN
53	79	es	PPER	PPER
53	80	stärker	ADJD	ADJD
53	81	haben	VAFIN	VAFIN
53	82	/	$(	$(
53	83	so	ADV	ADV
53	84	lass	VVFIN	ADJD
53	85	er	PPER	PPER
53	86	dasselbige	PDAT	ADJA
53	87	Pulver	VVIMP	NN
53	88	mit	APPR	APPR
53	89	einem	ART	ART
53	90	guten	ADJA	ADJA
53	91	Theriak	NN	NN
53	92	/	$(	$(
53	93	oder	KON	KON
53	94	Metridat	NE	NN
53	95	/	$(	$(
53	96	welche	PWAT	PRELS
53	97	man	PIS	PIS
53	98	beides	PIS	PIS
53	99	gewöhnlich	ADJD	ADJD
53	100	in	APPR	APPR
53	101	der	ART	ART
53	102	Apoteken	NN	NN
53	103	findet	VVFIN	VVFIN
53	104	/	$(	$(
53	105	vermischen	VVINF	VVINF
53	106	/	$(	$(
53	107	und	KON	KON
53	108	also	ADV	ADV
53	109	gebrauchen	VVINF	VVINF
53	110	/	$(	$(
53	111	ungefährlich	NE	ADJD
53	112	bei	APPR	APPR
53	113	einer	ART	ART
53	114	kleinen	ADJA	ADJA
53	115	Kastanie	NN	NN
53	116	groß	ADJD	ADJD
53	117	.	$.	$.
54	1	ich	PPER	PPER
54	2	hab	VAFIN	VAFIN
54	3	auch	ADV	ADV
54	4	lassen	VVINF	VVINF
54	5	machen	VVINF	VVFIN
54	6	in	APPR	APPR
54	7	unserer	PPOSAT	PPOSAT
54	8	Apotheke	NN	NN
54	9	eine	ART	ART
54	10	sonderliche	ADJA	ADJA
54	11	harte	ADJA	ADJA
54	12	Latwerge	NN	NN
54	13	/	$(	$(
54	14	davon	ADV	PAV
54	15	soll	VMFIN	VMFIN
54	16	man	PIS	PIS
54	17	nehmen	VVINF	VVFIN
54	18	bei	APPR	APPR
54	19	einem	ART	ART
54	20	Quint	NE	NE
54	21	/	$(	$(
54	22	und	KON	KON
54	23	dieselbige	PDAT	ADJA
54	24	zergehen	NE	VVINF
54	25	lassen	VVINF	VVINF
54	26	in	APPR	APPR
54	27	einem	ART	ART
54	28	Essig	NN	NN
54	29	laulich	ADJD	ADJD
54	30	warm	ADJD	ADJD
54	31	/	$(	$(
54	32	und	KON	KON
54	33	also	ADV	ADV
54	34	austrinken	VVINF	VVINF
54	35	.	$.	$.
55	1	ich	PPER	PPER
55	2	weiß	VVFIN	VVFIN
55	3	auch	ADV	ADV
55	4	wohl	ADV	ADV
55	5	dass	ART	KOUS
55	6	Galenus	NN	NE
55	7	zu	PTKZU	APPR
55	8	Rom	NE	NE
55	9	viele	ADV	PIAT
55	10	Leute	NN	NN
55	11	geredet	VVPP	VVPP
55	12	hat	VAFIN	VAFIN
55	13	von	APPR	APPR
55	14	der	ART	ART
55	15	Pestilenz	NN	NN
55	16	/	$(	$(
55	17	und	KON	KON
55	18	wenn	KOUS	KOUS
55	19	sie	PPER	PPER
55	20	schon	ADV	ADV
55	21	begriffen	VVPP	VVPP
55	22	sind	VAFIN	VAFIN
55	23	gewesen	VAPP	VAPP
55	24	/	$(	$(
55	25	allein	ADV	ADV
55	26	mit	APPR	APPR
55	27	dem	ART	ART
55	28	bolo	NE	NE
55	29	Armenia	NE	NE
55	30	.	$.	$.
56	1	ich	PPER	PPER
56	2	bekenne	VVFIN	VVFIN
56	3	auch	ADV	ADV
56	4	dass	ART	KOUS
56	5	derselbige	ART	ADJA
56	6	ganz	ADV	ADV
56	7	nützlich	ADJD	ADJD
56	8	wäre	VAFIN	VAFIN
56	9	/	$(	$(
56	10	so	ADV	ADV
56	11	man	PIS	PIS
56	12	rechtschaffene	ADJD	ADJA
56	13	haben	VAFIN	VAINF
56	14	möchte	VMFIN	VMFIN
56	15	.	$.	$.
57	1	ich	PPER	PPER
57	2	verwundere	ADJA	VVFIN
57	3	mich	PPER	PRF
57	4	dass	ART	KOUS
57	5	man	PIS	PIS
57	6	so	ADV	ADV
57	7	gar	ADV	ADV
57	8	keinen	PIAT	PIAT
57	9	Fleiß	NN	NN
57	10	darauf	PAV	PAV
57	11	wendet	VVFIN	VVFIN
57	12	/	$(	$(
57	13	welches	PRELS	PWS
57	14	viel	ADV	ADV
57	15	besser	ADJD	ADJD
57	16	wäre	VAFIN	VAFIN
57	17	/	$(	$(
57	18	dann	ADV	ADV
57	19	viel	ADV	PIAT
57	20	Gutes	NN	NN
57	21	/	$(	$(
57	22	ich	PPER	PPER
57	23	geschweige	KON	ADV
57	24	etwas	PIS	ADV
57	25	anderes	ADV	PIS
57	26	.	$.	$.
58	1	dieweil	FM	ADV
58	2	in	FM	APPR
58	3	Demselbigen	FM	NN
58	4	viel	FM	PIAT
58	5	Betrugs	FM	NN
58	6	ist	FM	VAFIN
58	7	/	$(	$(
58	8	so	FM	ADV
58	9	will	FM	VMFIN
58	10	ich	FM	PPER
58	11	ein	FM	ART
58	12	Pulver	FM	NN
58	13	anzeigen	FM	VVINF
58	14	/	$(	$(
58	15	welches	FM	PWS
58	16	möchte	FM	VMFIN
58	17	für	FM	APPR
58	18	dasselbige	FM	NN
58	19	gebraucht	FM	VVPP
58	20	werden	FM	VAFIN
58	21	zur	FM	APPRART
58	22	Not	NN	NN
58	23	.	$.	$.
58	24	R.	FM	NE
58	25	radicum	FM	NN
58	26	dictamni	FM	NE
58	27	,	$,	$,
58	28	tormentillæ	FM	NE
58	29	,	$,	$,
58	30	pimpinellæ	FM	NE
58	31	,	$,	$,
58	32	zecaoriæ	FM	NE
58	33	,	$,	$,
58	34	gentianæ	FM	NE
58	35	,	$,	$,
58	36	tunicæ	FM	NE
58	37	,	$,	$,
58	38	serpentariæ	FM	NE
58	39	,	$,	$,
58	40	angelicæ	FM	NE
58	41	ana	FM	NE
58	42	℥	FM	NN
58	43	.	$.	$.
58	44	s	FM	ADV
58	45	.	$.	NE
58	46	boli	FM	NE
