	token_ids	tokens	goldlabels	predictions
33	19	Schaden	VVINF	NN
33	20	abgehen	VVINF	VVINF
33	21	würde	VAFIN	VAFIN
33	22	.	$.	$.
34	1	derhalben	PAV	VVINF
34	2	sollen	VMFIN	VMFIN
34	3	die	ART	ART
34	4	Barbiere	NE	NN
34	5	aufmerken	VVINF	VVINF
34	6	und	KON	KON
34	7	nicht	PTKNEG	PTKNEG
34	8	törlich	ADJD	VVINF
34	9	eine	ART	ART
34	10	itzliche	NE	ADJA
34	11	Ader	VVINF	NN
34	12	schlagen	VVFIN	VVINF
34	13	.	$.	$.
35	1	es	PPER	PPER
35	2	ist	VAFIN	VAFIN
35	3	wohl	ADV	ADV
35	4	zu	PTKZU	PTKZU
35	5	merken	VVINF	VVINF
35	6	dass	ART	KOUS
35	7	die	ART	ART
35	8	Gift	NN	NN
35	9	sonderlich	ADJD	ADJD
35	10	drei	CARD	CARD
35	11	Gliedmaßen	NE	NN
35	12	begreife	VVFIN	ADV
35	13	/	$(	$(
35	14	als	KOKOM	APPR
35	15	das	ART	ART
35	16	Gehirn	NN	NN
35	17	/	$(	$(
35	18	das	ART	ART
35	19	Herz	NN	NN
35	20	/	$(	$(
35	21	und	KON	KON
35	22	die	ART	ART
35	23	Leber	VVFIN	NN
35	24	/	$(	$(
35	25	doch	ADV	KON
35	26	muss	VMFIN	VMFIN
35	27	allezeit	ADV	ADV
35	28	das	ART	ART
35	29	Herz	NN	NN
35	30	mit	APPR	APPR
35	31	Not	NN	NN
35	32	leiden	VVINF	ADV
35	33	/	$(	$(
35	34	dann	ADV	ADV
35	35	die	ART	ART
35	36	Gift	NN	NN
35	37	dringt	VVFIN	ADV
35	38	mächtig	ADJD	ADJD
35	39	nach	APPR	APPR
35	40	dem	ART	ART
35	41	Herzen	NN	NN
35	42	/	$(	$(
35	43	derhalben	PAV	ADV
35	44	schlagen	NE	ADV
35	45	die	ART	ART
35	46	Blattern	ADJA	NN
35	47	und	KON	KON
35	48	Beulen	VVINF	NN
35	49	gemeiniglich	ADV	ADV
35	50	aus	APPR	PTKVZ
35	51	/	$(	$(
35	52	so	ADV	ADV
35	53	es	PPER	PPER
35	54	im	APPRART	APPRART
35	55	Gehirn	NN	NN
35	56	ist	VAFIN	VAFIN
35	57	/	$(	$(
35	58	um	APPR	APPR
35	59	den	ART	ART
35	60	Kopf	NN	NN
35	61	und	KON	KON
35	62	Hals	NN	NN
35	63	/	$(	$(
35	64	so	ADV	ADV
35	65	die	ART	ART
35	66	Gift	NN	NN
35	67	im	APPRART	APPRART
35	68	Herzen	NN	NN
35	69	ist	VAFIN	VAFIN
35	70	/	$(	$(
35	71	so	ADV	ADV
35	72	erscheinen	VVINF	ADV
35	73	sie	PPER	PPER
35	74	an	APPR	APPR
35	75	dem	ART	ART
35	76	Arm	ADJD	NN
35	77	/	$(	$(
35	78	und	KON	KON
35	79	sonderlich	ADJD	ADJD
35	80	unter	APPR	APPR
35	81	dem	ART	ART
35	82	Achsel	NE	NN
35	83	/	$(	$(
35	84	so	ADV	ADV
35	85	die	ART	PDS
35	86	in	APPR	APPR
35	87	der	ART	ART
35	88	Leber	VVFIN	NN
35	89	ist	VAFIN	VAFIN
35	90	/	$(	$(
35	91	so	ADV	ADV
35	92	sieht	NN	VVFIN
35	93	man	PIS	PIS
35	94	die	ART	ART
35	95	Apostemata	NE	NN
35	96	bei	APPR	APPR
35	97	dem	ART	ART
35	98	Gemächt	VVPP	NN
35	99	/	$(	$(
35	100	und	KON	KON
35	101	Beinen	VVINF	NN
35	102	/	$(	$(
35	103	und	KON	KON
35	104	ja	ADV	ADV
35	105	die	ART	ART
35	106	Geschwüre	NE	NN
35	107	heftiger	ADJA	ADV
35	108	und	KON	KON
35	109	weiter	ADV	ADV
35	110	von	APPR	APPR
35	111	den	ART	ART
35	112	drei	CARD	CARD
35	113	vornehmlichen	ADJA	ADJA
35	114	Gliedmaßen	NE	NN
35	115	getrieben	VVPP	ADV
35	116	werden	VAINF	VAINF
35	117	/	$(	$(
35	118	ja	ADV	ADV
35	119	die	ART	ART
35	120	Kraft	NN	NN
35	121	derselbigen	PDAT	PDS
35	122	noch	ADV	ADV
35	123	stärker	ADJD	ADJD
35	124	ist	VAFIN	VAFIN
35	125	/	$(	$(
35	126	und	KON	KON
35	127	ist	VAFIN	VAFIN
35	128	ein	ART	ART
35	129	gutes	ADJD	ADJA
35	130	Zeichen	NN	NN
35	131	dass	ART	KOUS
35	132	die	ART	ART
35	133	Natur	NN	NN
35	134	noch	ADV	ADV
35	135	kräftig	ADJD	ADJD
35	136	ist	VAFIN	VAFIN
35	137	.	$.	$.
36	1	wiederum	ADV	ADV
36	2	ist	VAFIN	VAFIN
36	3	sie	PPER	PPER
36	4	schwach	ADJD	ADJD
36	5	/	$(	$(
36	6	so	ADV	ADV
36	7	sie	PPER	PPER
36	8	nicht	PTKNEG	PTKNEG
36	9	gewaltig	ADJD	ADJD
36	10	austreibt	VVFIN	VVFIN
36	11	/	$(	$(
36	12	sondern	KON	KON
36	13	allein	ADV	ADV
36	14	denselbigen	PDAT	PDS
36	15	/	$(	$(
36	16	oder	KON	KON
36	17	den	ART	ART
36	18	nächsten	ADJA	ADJA
36	19	Ort	NN	NN
36	20	beschwert	VVINF	VVFIN
36	21	.	$.	$.
37	1	so	ADV	ADV
37	2	muss	VMFIN	VMFIN
37	3	nun	ADV	ADV
37	4	ein	ART	ART
37	5	Barbier	NE	NN
37	6	alle	PIAT	PIAT
37	7	Zeit	NN	NN
37	8	auf	APPR	APPR
37	9	der	ART	ART
37	10	Seite	NN	NN
37	11	die	ART	ART
37	12	Adern	VVINF	NN
37	13	schlagen	VVFIN	VVINF
37	14	/	$(	$(
37	15	in	APPR	APPR
37	16	welcher	PWAT	PRELS
37	17	das	ART	ART
37	18	Geschwür	NN	NN
37	19	/	$(	$(
37	20	oder	KON	KON
37	21	die	ART	ART
37	22	Beschwernis	NN	NN
37	23	ist	VAFIN	VAFIN
37	24	.	$.	$.
38	1	so	ADV	ADV
38	2	dieselbigen	PDAT	ADV
38	3	sind	VAFIN	VAFIN
38	4	an	APPR	APPR
38	5	dem	ART	ART
38	6	Hals	NN	NN
38	7	oder	KON	KON
38	8	am	APPRART	APPRART
38	9	Haupt	NN	NN
38	10	/	$(	$(
38	11	soll	VMFIN	VMFIN
38	12	man	PIS	PIS
38	13	die	ART	ART
38	14	Hauptadern	NN	NN
38	15	lassen	VVINF	VVINF
38	16	schlagen	NE	ADV
38	17	auf	APPR	APPR
38	18	derselbigen	ADJA	ADJA
38	19	Seite	NN	NN
38	20	/	$(	$(
38	21	und	KON	KON
38	22	ziemlich	ADV	ADV
38	23	wohl	ADV	ADV
38	24	lassen	VVINF	VVFIN
38	25	laufen	VVFIN	VVINF
38	26	/	$(	$(
38	27	so	ADV	ADV
38	28	sie	PPER	PPER
38	29	an	APPR	APPR
38	30	dem	ART	ART
38	31	Arm	ADJD	NN
38	32	oder	KON	KON
38	33	hart	ADJD	ADJD
38	34	dabei	PAV	PAV
38	35	erscheinen	VVINF	VVFIN
38	36	/	$(	$(
38	37	soll	VMFIN	VMFIN
38	38	die	ART	ART
38	39	Basilica	NE	NN
38	40	geschlagen	VVPP	ADV
38	41	werden	VAINF	VAINF
38	42	/	$(	$(
38	43	auch	ADV	ADV
38	44	auf	APPR	APPR
38	45	derselbigen	ART	ADJA
38	46	Seite	NN	NN
38	47	/	$(	$(
38	48	und	KON	KON
38	49	so	ADV	ADV
38	50	man	PIS	PIS
38	51	die	ART	PDS
38	52	nicht	PTKNEG	PTKNEG
38	53	finden	VVINF	ADV
38	54	könnte	VVFIN	VMFIN
38	55	/	$(	$(
38	56	so	ADV	ADV
38	57	nehme	ART	ADV
38	58	man	PIS	PIS
38	59	daselbst	NE	ADV
38	60	die	ART	ART
38	61	Median	ADJD	NN
38	62	.	$.	$.
39	1	so	ADV	ADV
39	2	die	ART	ART
39	3	Apostemata	NE	VVPP
39	4	sein	VAINF	VAINF
39	5	bei	APPR	APPR
39	6	dem	ART	ART
39	7	Schoß	NN	NN
39	8	/	$(	$(
39	9	soll	VMFIN	VMFIN
39	10	die	ART	ART
39	11	Ader	VVIMP	NN
39	12	welche	PWAT	PRELS
39	13	man	PIS	PIS
39	14	nennt	VVFIN	VVFIN
39	15	die	ART	ART
39	16	Frauenader	NN	NN
39	17	/	$(	$(
39	18	geschlagen	VVPP	VVPP
39	19	werden	VAINF	VAINF
39	20	.	$.	$.
40	1	dasselbige	PDS	VVINF
40	2	wird	VAFIN	VAFIN
40	3	man	PIS	PIS
40	4	halten	VVINF	VVINF
40	5	/	$(	$(
40	6	so	ADV	ADV
40	7	allein	ADV	ADV
40	8	eine	ART	ART
40	9	Beschwernis	NN	NN
40	10	in	APPR	APPR
40	11	dem	ART	ART
40	12	vor	APPR	ADV
40	13	angezeigten	ADJA	VVINF
40	14	Gliedmaß	NE	NN
40	15	gefühlt	VVPP	VVPP
40	16	würde	VAFIN	VAFIN
40	17	.	$.	$.
41	1	so	ADV	ADV
41	2	etwas	PIS	PIS
41	3	an	APPR	APPR
41	4	der	ART	ART
41	5	Hüfte	NN	NN
41	6	aufgefahren	VVPP	VVPP
41	7	wäre	VAFIN	VAFIN
41	8	/	$(	$(
41	9	soll	VMFIN	VMFIN
41	10	man	PIS	PIS
41	11	schlagen	NE	VVPP
41	12	die	ART	ART
41	13	Sciatica	NE	NE
41	14	/	$(	$(
41	15	oder	KON	KON
41	16	welche	PWAT	PWS
41	17	leitet	VVFIN	VVPP
41	18	zwischen	APPR	APPR
41	19	den	ART	ART
41	20	kleinsten	ADJA	ADJA
41	21	Zehen	CARD	NN
41	22	/	$(	$(
41	23	und	KON	KON
41	24	ihren	PPOSAT	PPOSAT
41	25	nächsten	VVINF	ADJA
41	26	.	$.	$.
42	1	so	ADV	ADV
42	2	aber	ADV	ADV
42	3	der	ART	ART
42	4	Mensch	NN	NN
42	5	durch	APPR	APPR
42	6	Ursachen	NN	NN
42	7	nicht	PTKNEG	PTKNEG
42	8	könnte	VVFIN	VMFIN
42	9	die	ART	ART
42	10	Ader	VVIMP	NN
42	11	lassen	VVINF	VVINF
42	12	schlagen	VVFIN	VVINF
42	13	/	$(	$(
42	14	so	ADV	ADV
42	15	lass	VVFIN	VVFIN
42	16	er	PPER	PPER
42	17	auf	APPR	APPR
42	18	den	ART	ART
42	19	Orten	VVINF	NN
42	20	die	ART	ART
42	21	Köpfe	NN	NN
42	22	hinsetzen	PTKVZ	VVINF
42	23	/	$(	$(
42	24	und	KON	KON
42	25	lasse	VVFIN	VVFIN
42	26	sie	PPER	PPER
42	27	wohl	ADV	ADV
42	28	hauen	VVINF	VVINF
42	29	/	$(	$(
42	30	und	KON	KON
42	31	das	ART	ART
42	32	Blut	NN	NN
42	33	daraus	PAV	PAV
42	34	laufen	VVFIN	VVINF
42	35	.	$.	$.
43	1	zum	APPRART	APPRART
43	2	Anderen	ADJA	PIS
43	3	nach	APPR	APPR
43	4	dem	ART	ART
43	5	Aderschlagen	VVIMP	NN
43	6	/	$(	$(
43	7	soll	VMFIN	VMFIN
43	8	man	PIS	PIS
43	9	den	ART	ART
43	10	Kranken	NN	NN
43	11	zu	PTKZU	APPR
43	12	dem	ART	ART
43	13	Schweiß	NN	NN
43	14	bringen	VVINF	VVINF
43	15	/	$(	$(
43	16	und	KON	KON
43	17	die	ART	ART
43	18	Gift	NN	NN
43	19	austreiben	VVINF	VVINF
43	20	/	$(	$(
43	21	mit	APPR	APPR
43	22	etlichen	ADJA	PIAT
43	23	Arzneien	NN	NN
43	24	/	$(	$(
43	25	der	ART	PRELS
43	26	sonst	ADV	ADV
43	27	viel	ADV	ADV
43	28	gezählt	NN	VVINF
43	29	möchten	VMFIN	VMFIN
43	30	werden	VAINF	VAINF
43	31	.	$.	$.
44	1	aber	KON	KON
44	2	ich	PPER	PPER
44	3	halte	VVFIN	ADJD
44	4	das	ART	ART
44	5	Latwerge	NN	ADJD
44	6	von	APPR	APPR
44	7	dem	ART	ART
44	8	Ei	NE	NN
44	9	welches	PRELS	PRELS
44	10	in	APPR	APPR
44	11	diesem	PDAT	PDAT
44	12	Fall	NN	NN
44	13	der	ART	ART
44	14	Reiser	NN	NN
44	15	Maximilianus	NE	NE
44	16	fleißiglich	ADJD	ADJD
44	17	gebraucht	VVPP	VVPP
44	18	hat	VAFIN	VAFIN
44	19	/	$(	$(
44	20	dasselbige	PDS	ADJD
44	21	ist	VAFIN	VAFIN
44	22	leicht	ADJD	ADJD
44	23	zu	PTKZU	PTKZU
44	24	machen	VVINF	ADJD
44	25	/	$(	$(
44	26	und	KON	KON
44	27	hat	VAFIN	VAFIN
44	28	rechtschaffene	ADJA	ADJA
44	29	Arznei	NN	NN
44	30	/	$(	$(
44	31	welche	PWAT	PRELS
44	32	in	APPR	APPR
44	33	dieser	PDAT	PDAT
44	34	Sache	NN	NN
44	35	viel	ADV	PIS
44	36	tun	VVINF	VVFIN
44	37	/	$(	$(
44	38	ohne	APPR	APPR
44	39	was	PWS	PWS
44	40	die	ART	ART
44	41	Erfahrung	NN	NN
44	42	in	APPR	APPR
44	43	dem	ART	PDS
44	44	getan	VVPP	VVPP
44	45	hat	VAFIN	VAFIN
44	46	.	$.	$.
45	1	davon	ADV	PAV
45	2	soll	VMFIN	VMFIN
45	3	man	PIS	PIS
45	4	geben	VVINF	ADJA
45	5	die	ART	PDS
45	6	eines	ART	ART
45	7	ziemlichen	ADJA	ADJA
45	8	Alters	ADV	NN
45	9	sein	VAINF	VAFIN
45	10	bei	APPR	APPR
45	11	einem	ART	ART
45	12	Quint	NE	NN
45	13	mit	APPR	APPR
45	14	Endivien-	NN	TRUNC
45	15	oder	KON	KON
45	16	Skabiosenwasser	NE	NN
45	17	trinken	VVFIN	ADJA
45	18	/	$(	$(
45	19	derselbige	ART	ADJA
45	20	Trank	VVFIN	NN
45	21	ist	VAFIN	VAFIN
45	22	auch	ADV	ADV
45	23	gut	ADJD	ADJD
45	24	/	$(	$(
45	25	so	ADV	ADV
45	26	man	PIS	PIS
45	27	sich	PRF	PRF
45	28	bewahren	VVINF	ADJA
45	29	wollte	VMFIN	VMFIN
45	30	vor	APPR	APPR
45	31	der	ART	ART
45	32	Pestilenz	NN	NN
45	33	/	$(	$(
45	34	wie	KOKOM	PWAV
45	35	zuvor	ADV	ADV
45	36	angezeigt	VVPP	VVPP
45	37	ist	VAFIN	VAFIN
45	38	worden	VAPP	VAPP
45	39	.	$.	$.
46	1	die	ART	PDS
46	2	aber	ADV	ADV
46	3	noch	ADV	ADV
46	4	sehr	NE	ADV
46	5	jung	ADJD	ADJD
46	6	sein	VAINF	VAINF
46	7	/	$(	$(
46	8	sollen	VMFIN	VMFIN
46	9	allein	ADV	ADV
46	10	zwei	CARD	CARD
46	11	Skrupel	NN	NN
46	12	nehmen	VVINF	VVINF
46	13	/	$(	$(
46	14	mit	APPR	APPR
46	15	den	ART	ART
46	16	vorigen	ADJA	ADJA
46	17	Wassern	VVINF	NN
46	18	.	$.	$.
47	1	item	FM	XY
47	2	das	FM	PDS
47	3	ist	FM	VAFIN
47	4	auch	FM	ADV
47	5	dienstlich	FM	ADJD
47	6	darzu	FM	PAV
47	7	/	$(	$(
47	8	welches	FM	PWS
47	9	muss	FM	VMFIN
47	10	in	FM	APPR
47	11	der	FM	ART
47	12	Apotheke	FM	NN
47	13	fertig	FM	ADJD
47	14	gemacht	FM	ADJD
47	15	werden	VVINF	VAINF
47	16	.	$.	$.
47	17	R.	FM	NE
47	18	diacroci	FM	NE
47	19	scriptula	FM	FM
47	20	duo	FM	FM
47	21	,	$,	$,
47	22	theriacæ	FM	FM
47	23	optimæ	FM	FM
47	24	scriptulum	FM	FM
47	25	1.	FM	NE
47	26	in	FM	NE
47	27	aqua	FM	FM
47	28	acetose	FM	FM
47	29	dissojuantur	FM	FM
47	30	,	$,	$,
47	31	&	$(	XY
47	32	fiat	FM	FM
47	33	potio	FM	FM
47	34	.	$.	$.
48	1	darzu	PAV	PAV
48	2	ist	VAFIN	VAFIN
48	3	auch	ADV	ADV
48	4	gut	ADJD	ADJD
48	5	die	ART	ART
48	6	Latwerge	NN	NN
48	7	/	$(	$(
48	8	welche	PWAT	PRELS
48	9	genannt	VVPP	VVPP
48	10	wird	VAFIN	VAFIN
48	11	in	APPR	APPR
48	12	den	ART	ART
48	13	Apotheken	NN	NN
48	14	de	NE	FM
48	15	nucibus	NE	FM
48	16	,	$,	$,
48	17	und	KON	KON
48	18	dieselbige[12]	ART	PDS
48	19	mag	VMFIN	VMFIN
48	20	man	PIS	PIS
48	21	im	APPRART	APPRART
48	22	Pulver	VVIMP	NN
48	23	gebrauchen	VVINF	PAV
48	24	mit	APPR	APPR
48	25	einem	ART	ART
48	26	starken	ADJA	ADJA
48	27	Wein	NN	NN
48	28	/	$(	$(
48	29	doch	ADV	ADV
48	30	laulich	ADJD	ADJD
48	31	warm	ADJD	ADJD
48	32	.	$.	$.
49	1	es	FM	PPER
49	2	ist	FM	VAFIN
49	3	auch	FM	ADV
49	4	ein	FM	ART
49	5	Pulver	FM	NN
49	6	in	FM	APPR
49	7	dieser	FM	PDAT
49	8	Sache	FM	NN
49	9	sehr	FM	ADV
49	10	dienstlich	FM	ADJD
49	11	/	$(	$(
49	12	welches	FM	PRELS
49	13	ein	FM	ART
49	14	jeder	FM	PIS
49	15	ihm	FM	PPER
49	16	mag	FM	VMFIN
49	17	lassen	FM	VVINF
49	18	bereiten	FM	ADJD
49	19	in	FM	APPR
49	20	der	FM	ART
49	21	Apoteke	NN	NN
49	22	.	$.	$.
49	23	R.	FM	NE
49	24	radicum	FM	NE
49	25	dictamni	FM	NE
49	26	ueri	FM	NE
49	27	tormentillæ	FM	NE
49	28	ana	FM	NE
49	29	℥.	FM	XY
49	30	1.	FM	XY
49	31	santalorum	FM	NE
49	32	rubeorum	FM	NE
49	33	boli	FM	NE
49	34	armeniæ	FM	NE
49	35	præparatæ	FM	NE
49	36	terra	FM	NE
49	37	Leminæ	FM	NE
49	38	,	$,	$,
49	39	quæ	FM	NE
49	40	hodie	FM	NE
49	41	sigillata	FM	NE
49	42	est	FM	NE
49	43	,	$,	$,
49	44	itidem	FM	NE
49	45	præparatæ	FM	NE
49	46	ana	FM	NE
49	47	drach	FM	NE
49	48	.	$.	$.
50	1	2.	FM	XY
50	2	lumbricorum	FM	FM
50	3	lotorum	FM	FM
50	4	optimorum	FM	FM
50	5	,	$,	$,
50	6	exiccatorum	FM	FM
50	7	,	$,	$,
50	8	&	$(	XY
50	9	puluerisatorum.	FM	FM
50	10	z.	FM	XY
50	11	2.	FM	NE
50	12	nucis	FM	FM
50	13	uomicæ	FM	FM
50	14	℥.	FM	XY
50	15	1.	FM	XY
50	16	s.	FM	XY
50	17	theriacæ	FM	FM
50	18	antiquissimæ	FM	NE
50	19	℥.	FM	XY
50	20	s.	FM	XY
50	21	seminis	FM	FM
50	22	acetosæ	FM	FM
50	23	z.	FM	XY
50	24	iij	FM	XY
50	25	.	$.	$.
51	1	Hæc	FM	FM
51	2	omnia	FM	FM
51	3	in	FM	FM
51	4	tenuissimum	FM	FM
51	5	puluisculum	FM	FM
51	6	conterantur	FM	FM
51	7	certis	FM	FM
51	8	rationibus	FM	FM
51	9	,	$,	$,
51	10	quas	FM	FM
51	11	pharmacopolæ	FM	FM
51	12	periti	FM	FM
51	13	non	FM	FM
51	14	ignorant	FM	FM
51	15	.	$.	$.
52	1	das	ART	ART
52	2	Pulver	VVIMP	NN
52	3	mag	VMFIN	VMFIN
52	4	man	PIS	PIS
52	5	gebrauchen	VVINF	ADJD
52	6	sich	PRF	PRF
52	7	zu	PTKZU	PTKZU
52	8	bewahren	VVINF	ADJD
52	9	vor	APPR	APPR
52	10	der	ART	ART
52	11	Pestilenz	NN	NN
52	12	/	$(	$(
52	13	und	KON	KON
52	14	auch	ADV	ADV
52	15	wann	PWAV	PWAV
52	16	es	PPER	PPER
52	17	die	ART	ART
52	18	Not	NN	NN
52	19	erfordert	VVFIN	VVFIN
52	20	/	$(	$(
52	21	als	KOKOM	APPR
52	22	wann	PWAV	PWAV
52	23	einer	ART	PIS
52	24	mit	APPR	APPR
52	25	der	ART	ART
52	26	Gift	NN	NN
52	27	begriffen	VVPP	ADJD
52	28	ist	VAFIN	VAFIN
52	29	/	$(	$(
52	30	so	ADV	ADV
52	31	soll	VMFIN	VMFIN
52	32	er	PPER	PPER
52	33	davon	PAV	PAV
52	34	nehmen	VVINF	ADJD
52	35	als	KOKOM	KOKOM
52	36	möchte	VMFIN	VMFIN
52	37	ein	ART	ART
52	38	Quint	NE	NN
52	39	schwer	ADJD	ADJD
52	40	sein	VAINF	VAINF
52	41	/	$(	$(
52	42	der	ART	PRELS
52	43	über	APPR	ADV
52	44	dreißig	CARD	CARD
52	45	Jahre	NE	NN
52	46	alt	ADJD	ADJD
52	47	ist	VAFIN	VAFIN
52	48	/	$(	$(
52	49	oder	KON	KON
52	50	ja	ADV	ADV
52	51	nicht	PTKNEG	PTKNEG
52	52	weit	ADJD	ADJD
52	53	davon	PAV	PAV
52	54	/	$(	$(
52	55	man	PIS	PIS
52	56	soll	VMFIN	VMFIN
52	57	es	PPER	PPER
52	58	aber	ADV	ADV
52	59	gebrauchen	VVINF	ADJD
52	60	mit	APPR	APPR
52	61	Melissenwasser	NN	NN
52	63	/	$(	$(
52	64	oder	KON	KON
52	65	mit	APPR	APPR
52	66	einem	ART	ART
52	67	guten	ADJA	ADJA
52	68	Weinessig	NN	NN
52	69	laulich	ADJD	ADJD
52	70	warm	ADJD	ADJD
52	71	oder	KON	KON
52	72	so	ADV	ADV
52	73	er	PPER	PPER
52	74	Lust	NN	NN
52	75	hat	VAFIN	VAFIN
52	76	/	$(	$(
52	77	und	KON	KON
52	78	wollte	VMFIN	VMFIN
52	79	es	PPER	PPER
52	80	stärker	ADJD	ADJD
52	81	haben	VAFIN	VAINF
52	82	/	$(	$(
52	83	so	ADV	ADV
52	84	lass	VVFIN	VVFIN
52	85	er	PPER	PPER
52	86	dasselbige	PDAT	ADJA
52	87	Pulver	VVIMP	NN
52	88	mit	APPR	APPR
52	89	einem	ART	ART
52	90	guten	ADJA	ADJA
52	91	Theriak	NN	NN
52	92	/	$(	$(
52	93	oder	KON	KON
52	94	Metridat	NE	NN
52	95	/	$(	$(
52	96	welche	PWAT	PRELS
52	97	man	PIS	PIS
52	98	beides	PIS	PIS
52	99	gewöhnlich	ADJD	ADJD
52	100	in	APPR	APPR
52	101	der	ART	ART
52	102	Apoteken	NN	NN
52	103	findet	VVFIN	VVFIN
52	104	/	$(	$(
52	105	vermischen	VVINF	ADJD
52	106	/	$(	$(
52	107	und	KON	KON
52	108	also	ADV	ADV
52	109	gebrauchen	VVINF	ADJD
52	110	/	$(	$(
52	111	ungefährlich	NE	ADJD
52	112	bei	APPR	APPR
52	113	einer	ART	ART
52	114	kleinen	ADJA	ADJA
52	115	Kastanie	NN	NN
52	116	groß	ADJD	ADJD
52	117	.	$.	$.
53	1	ich	PPER	PPER
53	2	hab	VAFIN	VAFIN
53	3	auch	ADV	ADV
53	4	lassen	VVINF	VVINF
53	5	machen	VVINF	VVINF
53	6	in	APPR	APPR
53	7	unserer	PPOSAT	PPOSAT
53	8	Apotheke	NN	NN
53	9	eine	ART	ART
53	10	sonderliche	ADJA	ADJA
53	11	harte	ADJA	ADJA
53	12	Latwerge	NN	NN
53	13	/	$(	$(
53	14	davon	ADV	PAV
53	15	soll	VMFIN	VMFIN
53	16	man	PIS	PIS
53	17	nehmen	VVINF	VVINF
53	18	bei	APPR	APPR
53	19	einem	ART	ART
53	20	Quint	NE	NN
53	21	/	$(	$(
53	22	und	KON	KON
53	23	dieselbige	PDAT	PIS
53	24	zergehen	NE	VVINF
53	25	lassen	VVINF	VVINF
53	26	in	APPR	APPR
53	27	einem	ART	ART
53	28	Essig	NN	NN
53	29	laulich	ADJD	ADJD
53	30	warm	ADJD	ADJD
53	31	/	$(	$(
53	32	und	KON	KON
53	33	also	ADV	ADV
53	34	austrinken	VVINF	VVINF
53	35	.	$.	$.
54	1	ich	PPER	PPER
54	2	weiß	VVFIN	VVFIN
54	3	auch	ADV	ADV
54	4	wohl	ADV	ADV
54	5	dass	ART	KOUS
54	6	Galenus	NN	NE
54	7	zu	PTKZU	APPR
54	8	Rom	NE	NE
54	9	viele	ADV	PIAT
54	10	Leute	NN	NN
54	11	geredet	VVPP	VVPP
54	12	hat	VAFIN	VAFIN
54	13	von	APPR	APPR
54	14	der	ART	ART
54	15	Pestilenz	NN	NN
54	16	/	$(	$(
54	17	und	KON	KON
54	18	wenn	KOUS	KOUS
54	19	sie	PPER	PPER
54	20	schon	ADV	ADV
54	21	begriffen	VVPP	VVPP
54	22	sind	VAFIN	VAFIN
54	23	gewesen	VAPP	VAPP
54	24	/	$(	$(
54	25	allein	ADV	ADV
54	26	mit	APPR	APPR
54	27	dem	ART	ART
54	28	bolo	NE	FM
54	29	Armenia	NE	NE
54	30	.	$.	$.
55	1	ich	PPER	PPER
55	2	bekenne	VVFIN	VVFIN
55	3	auch	ADV	ADV
55	4	dass	ART	KOUS
55	5	derselbige	ART	VVFIN
55	6	ganz	ADV	ADV
55	7	nützlich	ADJD	ADJD
55	8	wäre	VAFIN	VAFIN
55	9	/	$(	$(
55	10	so	ADV	ADV
55	11	man	PIS	PIS
55	12	rechtschaffene	ADJD	NN
55	13	haben	VAFIN	VAINF
55	14	möchte	VMFIN	VMFIN
55	15	.	$.	$.
56	1	ich	PPER	PPER
56	2	verwundere	ADJA	VVFIN
56	3	mich	PPER	PRF
56	4	dass	ART	KOUS
56	5	man	PIS	PIS
56	6	so	ADV	ADV
56	7	gar	ADV	ADV
56	8	keinen	PIAT	PIAT
56	9	Fleiß	NN	NN
56	10	darauf	PAV	PAV
56	11	wendet	VVFIN	VVFIN
56	12	/	$(	$(
56	13	welches	PRELS	PWS
56	14	viel	ADV	ADV
56	15	besser	ADJD	ADJD
56	16	wäre	VAFIN	VAFIN
56	17	/	$(	$(
56	18	dann	ADV	ADV
56	19	viel	ADV	PIAT
56	20	Gutes	NN	NN
56	21	/	$(	$(
56	22	ich	PPER	PPER
56	23	geschweige	KON	ADV
56	24	etwas	PIS	PIAT
56	25	anderes	ADV	PIS
56	26	.	$.	$.
57	1	dieweil	FM	VVPP
57	2	in	FM	APPR
57	3	Demselbigen	FM	VVPP
57	4	viel	FM	PIAT
57	5	Betrugs	FM	NN
57	6	ist	FM	VAFIN
57	7	/	$(	$(
57	8	so	FM	ADV
57	9	will	FM	VMFIN
57	10	ich	FM	PPER
57	11	ein	FM	ART
57	12	Pulver	FM	NN
57	13	anzeigen	FM	VVPP
57	14	/	$(	$(
57	15	welches	FM	PWS
57	16	möchte	FM	VMFIN
57	17	für	FM	APPR
57	18	dasselbige	FM	PDS
57	19	gebraucht	FM	VVPP
57	20	werden	FM	VAINF
57	21	zur	FM	APPRART
57	22	Not	NN	NN
57	23	.	$.	$.
57	24	R.	FM	NE
57	25	radicum	FM	NE
57	26	dictamni	FM	NE
57	27	,	$,	$,
57	28	tormentillæ	FM	NE
57	29	,	$,	$,
57	30	pimpinellæ	FM	NE
57	31	,	$,	$,
57	32	zecaoriæ	FM	NE
57	33	,	$,	$,
57	34	gentianæ	FM	NE
57	35	,	$,	$,
57	36	tunicæ	FM	NE
57	37	,	$,	$,
57	38	serpentariæ	FM	NE
57	39	,	$,	$,
57	40	angelicæ	FM	NE
57	41	ana	FM	NE
57	42	℥	FM	$(
57	43	.	$.	XY
57	44	s	FM	XY
57	45	.	$.	XY
57	46	boli	FM	XY
57	47	Armeniæ	FM	NE
57	48	uulgaris	FM	NE
57	49	præparatæ	FM	NE
